x,y,rho,u,v,p,uu,vv,ww,_uv
-0.047294155,-0.70492989,1.0024947,0.84524935,0.24532717,1.0035974,1.08E-07,1.76E-07,5.14E-13,1.85E-06
-0.036437161,-0.70492989,1.0025059,0.84483409,0.24369484,1.0036312,6.28E-08,3.54E-07,5.49E-13,4.31E-06
-0.025580171,-0.70492989,1.0025271,0.84441346,0.24203575,1.0036523,5.01E-07,7.41E-08,5.84E-13,3.59E-06
-0.01472318,-0.70492989,1.002545,0.84402353,0.24035329,1.0036689,2.24E-06,4.39E-07,6.21E-13,5.87E-07
-0.003866189,-0.70492989,1.002565,0.84368199,0.23866215,1.0036991,1.75E-06,2.47E-07,6.61E-13,-3.00E-07
0.006990802,-0.70492989,1.0025837,0.84338516,0.23695894,1.0037228,4.44E-07,1.20E-06,7.05E-13,-1.20E-06
0.017847793,-0.70492989,1.0025955,0.8431381,0.23525028,1.0037354,1.02E-05,1.34E-06,7.54E-13,-3.98E-06
0.028704785,-0.70492989,1.0026044,0.84295487,0.23353925,1.003749,4.13E-06,6.85E-08,8.13E-13,1.51E-06
0.039561775,-0.70492989,1.0026153,0.84280854,0.23182338,1.003763,3.04E-06,0,8.80E-13,2.71E-06
0.050418768,-0.70492989,1.002624,0.84271002,0.2301037,1.0037928,1.99E-06,2.74E-07,9.56E-13,2.31E-06
0.061275758,-0.70492989,1.0026393,0.84265995,0.22838229,1.0038046,1.28E-05,6.20E-07,1.04E-12,-1.49E-06
0.072132751,-0.70492989,1.0026481,0.84266406,0.22666661,1.0038168,7.34E-06,7.37E-07,1.13E-12,-1.73E-06
0.082989737,-0.70492989,1.0026555,0.84271294,0.22495405,1.0038261,8.99E-06,5.98E-07,1.23E-12,-2.33E-06
0.093846731,-0.70492989,1.0026616,0.84280872,0.22324722,1.0038339,5.74E-06,4.42E-07,1.33E-12,4.22E-08
0.10470372,-0.70492989,1.0026671,0.84295666,0.2215499,1.0038408,5.50E-06,4.33E-07,1.44E-12,1.30E-07
0.11556071,-0.70492989,1.0026718,0.8431524,0.2198609,1.0038475,2.10E-06,4.06E-07,1.54E-12,-3.44E-07
0.1264177,-0.70492989,1.0026761,0.84338415,0.2181838,1.0038536,2.52E-06,2.25E-08,1.65E-12,5.83E-07
0.1372747,-0.70492989,1.0026792,0.84366643,0.21652091,1.0038567,1.69E-06,9.44E-08,1.76E-12,1.04E-06
0.14813168,-0.70492989,1.0026792,0.84398896,0.21487209,1.0038615,5.62E-06,2.64E-07,1.87E-12,4.04E-07
0.15898867,-0.70492989,1.0026821,0.84435827,0.2132391,1.0038579,9.76E-07,6.23E-08,1.98E-12,9.82E-07
0.16984567,-0.70492989,1.0026838,0.84475958,0.21162416,1.0038588,4.93E-06,2.16E-08,2.10E-12,1.24E-06
0.18070266,-0.70492989,1.0026822,0.84520906,0.21002981,1.003858,8.27E-06,1.57E-07,2.22E-12,-2.65E-07
0.19155966,-0.70492989,1.0026784,0.84569728,0.20845437,1.0038592,5.13E-06,2.87E-07,2.34E-12,-5.51E-07
0.20241664,-0.70492989,1.0026737,0.84622717,0.20690265,1.0038602,1.26E-07,1.21E-08,2.47E-12,3.68E-06
0.21327363,-0.70492989,1.0026728,0.84678918,0.20537385,1.0038457,3.52E-06,3.47E-07,2.60E-12,1.42E-06
0.22413063,-0.70492989,1.0026679,0.84739244,0.20386954,1.0038354,0,1.35E-07,2.74E-12,1.01E-06
0.23498762,-0.70492989,1.0026685,0.84801978,0.20238723,1.0038339,0,4.68E-07,2.89E-12,-5.36E-07
0.2458446,-0.70492989,1.0026655,0.84868294,0.200936,1.0038322,7.93E-06,8.00E-07,3.05E-12,-1.89E-06
0.25670159,-0.70492989,1.0026568,0.84938139,0.19951256,1.0038161,5.39E-06,3.80E-07,3.22E-12,-6.67E-07
0.26755857,-0.70492989,1.0026451,0.85011345,0.19811666,1.0038012,2.24E-06,3.08E-07,3.41E-12,1.75E-06
0.27841559,-0.70492989,1.0026382,0.85086584,0.19674881,1.0037935,4.20E-06,2.15E-08,3.61E-12,5.36E-07
0.28927258,-0.70492989,1.0026256,0.85165054,0.19541219,1.0037783,5.31E-07,7.00E-08,3.82E-12,3.28E-07
0.30012956,-0.70492989,1.00262,0.85245496,0.19410436,1.0037664,7.09E-06,4.07E-09,4.05E-12,5.92E-07
0.31098655,-0.70492989,1.0026144,0.8532809,0.1928263,1.003755,5.22E-06,3.48E-07,4.29E-12,-1.86E-06
0.32184353,-0.70492989,1.0026004,0.85414231,0.19158348,1.0037369,3.76E-06,1.19E-07,4.54E-12,-1.68E-07
0.33270052,-0.70492989,1.0025879,0.85502255,0.19036841,1.0037237,0,2.48E-07,4.79E-12,9.08E-07
0.34355754,-0.70492989,1.0025747,0.85591418,0.18918589,1.0036987,1.66E-06,2.19E-07,5.05E-12,3.59E-07
0.35441452,-0.70492989,1.0025662,0.85682917,0.18803726,1.0036925,5.59E-07,2.92E-07,5.30E-12,-3.60E-07
0.36527151,-0.70492989,1.0025531,0.85775775,0.18691961,1.0036658,4.29E-06,1.37E-07,5.55E-12,-6.51E-07
0.37612849,-0.70492989,1.0025347,0.85870153,0.18583231,1.0036527,8.89E-06,3.24E-07,5.78E-12,-1.55E-06
0.38698548,-0.70492989,1.0025209,0.85966486,0.18478182,1.0036255,3.83E-06,1.43E-07,5.99E-12,-5.99E-07
0.39784247,-0.70492989,1.0025129,0.86063027,0.18376008,1.0036103,1.08E-05,1.43E-07,6.18E-12,-2.40E-06
0.40869948,-0.70492989,1.0024952,0.86162156,0.18277052,1.0035837,6.00E-06,4.63E-07,6.34E-12,2.23E-07
0.41955647,-0.70492989,1.002475,0.86262077,0.18181778,1.0035632,0,0,6.48E-12,2.10E-06
0.43041345,-0.70492989,1.0024636,0.86362678,0.18089068,1.0035421,1.02E-06,1.96E-07,6.61E-12,9.48E-07
0.44127044,-0.70492989,1.0024543,0.86462927,0.17999606,1.0035223,1.06E-05,3.62E-07,6.70E-12,-1.65E-06
0.45212743,-0.70492989,1.0024318,0.86564952,0.17913623,1.0034981,3.84E-06,3.32E-07,6.75E-12,-1.97E-07
0.46298441,-0.70492989,1.0024163,0.86667699,0.17830485,1.0034705,3.14E-06,0,6.75E-12,1.22E-06
0.47384143,-0.70492989,1.0023984,0.8677063,0.17750426,1.0034535,1.12E-06,7.75E-08,6.68E-12,9.49E-07
0.48469841,-0.70492989,1.0023869,0.86873209,0.1767327,1.0034277,7.75E-06,3.97E-07,6.52E-12,-2.45E-06
0.4955554,-0.70492989,1.0023652,0.86977082,0.17599218,1.0034068,5.75E-07,2.50E-08,6.30E-12,2.87E-07
0.50641239,-0.70492989,1.0023444,0.87080717,0.17528205,1.0033798,2.85E-06,0,6.00E-12,5.63E-07
0.51726937,-0.70492989,1.0023341,0.87183791,0.17459857,1.0033524,1.07E-05,1.23E-07,5.66E-12,4.12E-07
0.52812636,-0.70492989,1.0023187,0.87287486,0.17394297,1.0033273,7.96E-07,8.67E-08,5.27E-12,-9.96E-08
0.53898335,-0.70492989,1.0022938,0.87391281,0.17331801,1.0033063,3.90E-06,0,4.86E-12,1.98E-06
0.54984033,-0.70492989,1.0022799,0.8749364,0.17271617,1.0032798,1.57E-05,9.36E-08,4.44E-12,-7.23E-08
0.56069732,-0.70492989,1.0022618,0.87597334,0.1721427,1.0032547,1.21E-06,1.67E-07,4.04E-12,8.22E-07
0.57155436,-0.70492989,1.002247,0.87699419,0.17159398,1.0032241,6.03E-06,8.73E-08,3.68E-12,-5.29E-07
0.58241135,-0.70492989,1.0022252,0.8780266,0.17107126,1.0032064,1.24E-07,1.50E-07,3.37E-12,6.48E-07
0.59326833,-0.70492989,1.0022072,0.87904257,0.17057413,1.0031782,2.08E-07,1.17E-07,3.12E-12,1.22E-06
0.60412532,-0.70492989,1.0021855,0.88005447,0.17009957,1.0031587,0,2.24E-07,2.92E-12,1.68E-06
0.61498231,-0.70492989,1.0021721,0.88105804,0.16964871,1.0031251,0,1.91E-07,2.79E-12,-3.92E-08
0.62583929,-0.70492989,1.0021608,0.88205099,0.16921891,1.003109,4.99E-06,3.10E-07,2.71E-12,-2.01E-06
0.63669628,-0.70492989,1.0021331,0.88304651,0.16881476,1.0030761,2.02E-06,8.63E-09,2.69E-12,7.68E-07
0.64755327,-0.70492989,1.0021189,0.8840307,0.16842906,1.0030515,6.74E-07,1.50E-07,2.72E-12,1.03E-06
0.65841025,-0.70492989,1.002104,0.8850078,0.16806448,1.0030301,4.15E-06,2.48E-07,2.78E-12,-4.98E-07
0.66926724,-0.70492989,1.0020819,0.88597798,0.16772042,1.0030012,1.15E-06,1.40E-07,2.86E-12,-3.50E-07
0.68012422,-0.70492989,1.0020649,0.88693923,0.1673957,1.0029739,2.82E-06,1.70E-07,2.95E-12,4.76E-07
0.69098121,-0.70492989,1.0020484,0.88789338,0.16708967,1.0029541,1.40E-06,2.44E-07,3.05E-12,3.12E-07
0.70183825,-0.70492989,1.0020369,0.88883096,0.16679981,1.0029242,3.19E-06,6.21E-07,3.15E-12,-2.29E-06
0.71269524,-0.70492989,1.0020113,0.88976675,0.16653214,1.0029013,4.37E-06,1.03E-07,3.25E-12,9.53E-07
0.72355223,-0.70492989,1.0019894,0.89069599,0.16627905,1.0028764,2.55E-08,1.23E-10,3.33E-12,2.13E-06
0.73440921,-0.70492989,1.0019823,0.89160079,0.16604002,1.0028493,8.02E-06,5.06E-07,3.40E-12,-1.23E-06
0.7452662,-0.70492989,1.0019652,0.89250559,0.16581914,1.0028288,6.06E-06,1.89E-07,3.44E-12,-1.35E-06
0.75612319,-0.70492989,1.001942,0.8934074,0.16561383,1.0027978,0,0,3.45E-12,1.46E-06
0.76698017,-0.70492989,1.0019258,0.89429027,0.1654214,1.0027837,0,1.68E-07,3.45E-12,4.82E-07
0.77783716,-0.70492989,1.001915,0.89515746,0.16524258,1.0027498,4.61E-06,2.97E-07,3.45E-12,-8.42E-07
0.78869414,-0.70492989,1.0018979,0.89602071,0.16507816,1.0027359,6.53E-06,2.97E-07,3.44E-12,-8.86E-07
0.79955113,-0.70492989,1.0018768,0.8968724,0.16492693,1.0027049,1.93E-06,1.26E-07,3.43E-12,-5.88E-07
0.81040812,-0.70492989,1.0018609,0.89772123,0.16478808,1.0026932,9.97E-08,7.45E-08,3.44E-12,1.24E-06
0.82126516,-0.70492989,1.0018505,0.89854127,0.16465916,1.0026628,1.29E-05,2.55E-07,3.45E-12,-1.55E-06
0.83212215,-0.70492989,1.0018334,0.89936417,0.16454291,1.0026423,4.82E-06,1.25E-07,3.46E-12,-1.42E-06
0.84297913,-0.70492989,1.001814,0.90018201,0.16443884,1.0026196,1.63E-06,9.06E-08,3.47E-12,8.04E-07
0.85383612,-0.70492989,1.0017992,0.90098065,0.16434348,1.0025984,0,1.31E-07,3.47E-12,9.74E-07
0.86469311,-0.70492989,1.001788,0.90176386,0.16425705,1.0025752,9.99E-06,1.61E-07,3.46E-12,-1.57E-07
0.87555009,-0.70492989,1.0017705,0.90254259,0.16418074,1.0025535,1.24E-05,2.25E-07,3.43E-12,-1.11E-06
0.88640708,-0.70492989,1.0017483,0.90332514,0.16411388,1.0025287,3.11E-07,1.04E-07,3.39E-12,1.71E-06
0.89726406,-0.70492989,1.0017405,0.90407312,0.16405576,1.0025088,1.06E-05,8.35E-08,3.35E-12,1.37E-06
0.90812105,-0.70492989,1.0017245,0.90482599,0.16400547,1.0024915,3.74E-06,5.54E-08,3.31E-12,1.47E-06
0.91897804,-0.70492989,1.0017154,0.90555722,0.16396151,1.0024656,1.01E-05,2.63E-07,3.28E-12,-5.32E-07
0.92983502,-0.70492989,1.0016966,0.90628403,0.16392595,1.0024533,1.37E-05,9.16E-10,3.25E-12,-5.10E-07
0.94069201,-0.70492989,1.0016804,0.90700513,0.16389783,1.0024222,7.61E-06,1.15E-07,3.24E-12,-3.59E-08
0.95154905,-0.70492989,1.0016644,0.90772104,0.16387615,1.0024103,4.22E-06,1.66E-09,3.25E-12,1.40E-06
0.96240604,-0.70492989,1.0016553,0.9084143,0.16385956,1.0023822,6.12E-06,3.98E-08,3.27E-12,4.65E-08
0.97326303,-0.70492989,1.0016434,0.90910101,0.16384844,1.0023705,1.35E-05,4.65E-07,3.31E-12,-1.00E-06
0.98412001,-0.70492989,1.0016282,0.90978241,0.16384509,1.0023435,9.71E-06,3.41E-08,3.35E-12,-4.53E-07
0.994977,-0.70492989,1.0016121,0.91046304,0.16384637,1.0023299,1.03E-06,2.09E-07,3.40E-12,1.25E-06
1.005834,-0.70492989,1.0015975,0.91112721,0.16385207,1.0023108,7.98E-07,1.02E-07,3.47E-12,2.05E-06
1.016691,-0.70492989,1.0015889,0.91177088,0.16386235,1.0022875,1.10E-05,2.08E-07,3.54E-12,2.64E-08
1.027548,-0.70492989,1.0015738,0.91241574,0.16387786,1.0022773,2.25E-06,2.53E-08,3.63E-12,-8.24E-07
1.0384049,-0.70492989,1.0015587,0.91305125,0.16389717,1.0022467,1.05E-05,1.28E-07,3.75E-12,-1.05E-06
1.0492619,-0.70492989,1.0015488,0.91368639,0.16392067,1.0022404,1.03E-07,2.52E-08,3.88E-12,3.46E-07
1.0601189,-0.70492989,1.0015336,0.9143073,0.16394733,1.0022093,3.21E-06,2.81E-07,4.04E-12,-1.01E-06
1.0709759,-0.70492989,1.0015271,0.91491318,0.1639775,1.0021986,8.14E-06,4.67E-07,4.22E-12,-1.50E-06
1.0818329,-0.70492989,1.0015113,0.9155215,0.16401304,1.0021874,4.08E-06,6.93E-08,4.43E-12,4.07E-07
1.0926899,-0.70492989,1.0014926,0.91612226,0.16405074,1.0021573,2.25E-06,2.94E-08,4.65E-12,7.88E-07
1.1035469,-0.70492989,1.0014856,0.91671568,0.16409129,1.0021511,1.81E-06,1.14E-07,4.88E-12,1.11E-06
1.1144038,-0.70492989,1.0014695,0.91730338,0.16413552,1.0021213,6.32E-08,1.71E-08,5.11E-12,1.91E-06
1.1252608,-0.70492989,1.0014659,0.91786748,0.16417941,1.0021108,1.28E-05,5.64E-07,5.34E-12,-2.20E-06
1.1361178,-0.70492989,1.0014502,0.91844881,0.16423042,1.0020992,0,0,5.58E-12,1.10E-06
1.1469749,-0.70492989,1.0014449,0.9190039,0.16428022,1.0020726,6.11E-06,4.48E-07,5.80E-12,4.72E-08
1.1578319,-0.70492989,1.001424,0.91956311,0.16433607,1.0020643,0,9.27E-10,6.02E-12,8.28E-07
1.1686889,-0.70492989,1.0014108,0.92012125,0.16439232,1.0020443,4.20E-07,2.18E-08,6.24E-12,1.86E-06
1.1795459,-0.70492989,1.0014045,0.92065042,0.16445196,1.0020238,6.93E-06,1.00E-07,6.44E-12,-3.58E-07
-0.59014368,-0.69471014,1.001232,0.89493185,0.29185295,1.0018537,8.15E-08,1.12E-08,2.66E-14,4.87E-06
-0.57928669,-0.69471014,1.0012562,0.89381164,0.29166779,1.0018815,7.86E-07,1.08E-07,2.68E-14,3.76E-06
-0.56842971,-0.69471014,1.001282,0.89268899,0.29145214,1.0019176,6.08E-07,1.14E-07,2.71E-14,7.56E-07
-0.55757272,-0.69471014,1.0013064,0.89156258,0.29121304,1.0019549,0,1.62E-07,2.74E-14,-1.36E-06
-0.54671574,-0.69471014,1.0013288,0.89043647,0.29094812,1.0019914,0,5.06E-07,2.77E-14,-1.52E-06
-0.53585875,-0.69471014,1.0013537,0.88931471,0.29065436,1.0020211,0,9.70E-07,2.80E-14,-4.41E-07
-0.52500176,-0.69471014,1.0013795,0.88818908,0.290335,1.0020542,1.22E-06,1.45E-06,2.83E-14,-7.26E-07
-0.51414478,-0.69471014,1.001404,0.88705951,0.28998905,1.0020925,5.39E-06,1.56E-06,2.86E-14,-3.38E-06
-0.50328779,-0.69471014,1.001428,0.88594049,0.28961363,1.0021247,2.86E-06,8.26E-07,2.91E-14,-6.96E-07
-0.49243078,-0.69471014,1.0014534,0.88481891,0.28921095,1.0021572,3.69E-06,2.82E-07,2.95E-14,1.51E-06
-0.48157379,-0.69471014,1.00148,0.88369381,0.28877988,1.0021939,8.56E-06,5.25E-08,3.00E-14,1.42E-06
-0.4707168,-0.69471014,1.0015041,0.88258022,0.28831619,1.0022339,2.82E-06,4.36E-07,3.07E-14,-8.25E-07
-0.45985982,-0.69471014,1.0015285,0.88146669,0.28782564,1.0022649,8.87E-07,2.86E-07,3.14E-14,3.20E-06
-0.44900283,-0.69471014,1.0015548,0.88035196,0.28730497,1.0022981,5.79E-08,9.16E-09,3.22E-14,3.51E-06
-0.43814585,-0.69471014,1.0015839,0.87912899,0.28678954,1.0023402,2.71E-07,2.93E-08,3.26E-14,-1.01E-07
-0.42728883,-0.69471014,1.0016103,0.8779034,0.28624743,1.0023842,1.26E-07,2.19E-07,3.29E-14,3.40E-06
-0.41643184,-0.69471014,1.0016385,0.87668324,0.28566501,1.0024172,1.05E-06,6.00E-07,3.32E-14,-4.88E-07
-0.40557486,-0.69471014,1.0016679,0.87546456,0.28505287,1.0024569,5.48E-06,2.63E-07,3.33E-14,-2.79E-07
-0.39471787,-0.69471014,1.0016967,0.87425321,0.28440583,1.0024992,9.34E-06,4.50E-07,3.33E-14,-1.32E-06
-0.38386089,-0.69471014,1.0017245,0.87305307,0.28372437,1.0025393,9.94E-06,5.70E-07,3.32E-14,-9.30E-07
-0.3730039,-0.69471014,1.0017513,0.87186599,0.28300908,1.0025744,7.22E-06,9.27E-08,3.28E-14,2.46E-06
-0.36214688,-0.69471014,1.0017805,0.87068844,0.28225574,1.0026107,4.14E-06,5.89E-07,3.23E-14,-1.66E-07
-0.3512899,-0.69471014,1.001812,0.86952209,0.28146741,1.0026525,1.63E-06,1.14E-06,3.17E-14,5.95E-07
-0.34043291,-0.69471014,1.0018361,0.86836648,0.28064537,1.0026859,1.57E-07,8.44E-07,3.12E-14,-1.39E-06
-0.32957593,-0.69471014,1.0018628,0.86722827,0.2797887,1.0027249,0,1.69E-07,3.08E-14,1.76E-06
-0.31871894,-0.69471014,1.0018957,0.86609226,0.27889401,1.0027704,1.01E-05,3.46E-07,3.09E-14,-3.56E-07
-0.30786192,-0.69471014,1.0019249,0.86497611,0.27796334,1.0028021,1.54E-05,1.16E-06,3.15E-14,-3.20E-06
-0.29700494,-0.69471014,1.0019456,0.86388677,0.27699894,1.002845,5.99E-06,9.03E-07,3.28E-14,-8.34E-07
-0.28614795,-0.69471014,1.0019689,0.86281157,0.27600235,1.0028807,1.48E-08,1.70E-07,3.49E-14,2.20E-06
-0.27529097,-0.69471014,1.0020022,0.86162823,0.27498111,1.0029225,9.94E-06,1.02E-07,4.23E-14,-1.83E-08
-0.26443398,-0.69471014,1.0020328,0.8604694,0.27392071,1.0029593,1.30E-05,1.63E-07,5.13E-14,-3.84E-07
-0.25357699,-0.69471014,1.0020609,0.8593446,0.27282357,1.0030006,3.84E-06,7.60E-08,6.19E-14,2.03E-06
-0.24271999,-0.69471014,1.0020936,0.85823655,0.27168879,1.0030487,2.88E-06,3.05E-07,7.39E-14,5.16E-07
-0.23186301,-0.69471014,1.0021238,0.85714686,0.27051747,1.0030825,1.03E-05,1.25E-07,8.71E-14,-2.54E-06
-0.22100601,-0.69471014,1.0021435,0.85610437,0.26931241,1.0031155,2.28E-06,5.91E-09,1.01E-13,4.38E-06
-0.21014902,-0.69471014,1.0021758,0.85506535,0.26806575,1.0031556,8.83E-06,1.20E-06,1.17E-13,-1.77E-06
-0.19929203,-0.69471014,1.0022087,0.85406506,0.26678562,1.0031929,4.40E-06,2.06E-06,1.33E-13,-4.29E-06
-0.18843503,-0.69471014,1.0022315,0.85310358,0.26547694,1.0032308,1.29E-06,4.39E-07,1.51E-13,-1.10E-07
-0.17757805,-0.69471014,1.0022533,0.85216564,0.26412985,1.0032688,8.64E-06,3.92E-07,1.70E-13,-1.88E-06
-0.16672106,-0.69471014,1.0022736,0.85126948,0.26275253,1.0033046,9.18E-07,3.83E-07,1.92E-13,-1.12E-07
-0.15586406,-0.69471014,1.0023054,0.85039806,0.26134276,1.0033408,2.75E-06,6.04E-07,2.16E-13,-9.30E-07
-0.14500707,-0.69471014,1.0023295,0.84956676,0.25990391,1.0033759,3.60E-06,1.21E-07,2.43E-13,8.56E-07
-0.13415009,-0.69471014,1.0023496,0.848773,0.25843409,1.0034055,1.12E-06,3.21E-07,2.72E-13,2.10E-06
-0.12329309,-0.69471014,1.0023786,0.84800959,0.25693822,1.003433,0,4.69E-08,3.02E-13,3.27E-06
-0.1124361,-0.69471014,1.0024062,0.84727484,0.2554124,1.0034744,2.15E-05,1.08E-06,3.35E-13,-4.04E-06
-0.10157911,-0.69471014,1.0024228,0.84660947,0.25386271,1.003499,2.85E-07,1.20E-06,3.68E-13,-1.04E-07
-0.090722114,-0.69471014,1.0024405,0.845972,0.25229254,1.003536,5.40E-07,6.89E-08,4.01E-13,1.67E-06
-0.079865128,-0.69471014,1.0024583,0.84537029,0.25069997,1.0035584,3.89E-08,5.56E-09,4.36E-13,2.10E-06
-0.069008134,-0.69471014,1.0024863,0.84477013,0.24907199,1.0035944,1.08E-06,7.09E-10,4.68E-13,3.21E-07
-0.058151145,-0.69471014,1.0025109,0.8441754,0.24741417,1.00362,1.63E-05,1.12E-06,4.99E-13,-2.58E-06
-0.047294155,-0.69471014,1.0025246,0.84365124,0.24574289,1.0036385,5.23E-07,1.80E-07,5.32E-13,-3.13E-08
-0.036437161,-0.69471014,1.0025388,0.84316862,0.24405088,1.0036693,1.73E-06,4.31E-07,5.66E-13,2.85E-06
-0.025580171,-0.69471014,1.0025585,0.84272701,0.2423458,1.0036962,3.21E-06,3.10E-07,6.04E-13,2.52E-06
-0.01472318,-0.69471014,1.0025728,0.84233606,0.24062397,1.0037125,1.60E-06,2.34E-07,6.44E-13,2.10E-06
-0.003866189,-0.69471014,1.0025951,0.8419928,0.23889096,1.0037396,2.86E-06,4.02E-07,6.87E-13,-5.27E-07
0.006990802,-0.69471014,1.0026113,0.84170312,0.23714861,1.0037665,5.99E-07,6.11E-07,7.36E-13,-1.52E-07
0.017847793,-0.69471014,1.0026262,0.84145498,0.23539679,1.0037807,7.84E-06,1.33E-06,7.90E-13,-3.45E-06
0.028704785,-0.69471014,1.002635,0.84127194,0.23364347,1.003793,4.19E-06,8.52E-08,8.53E-13,1.77E-06
0.039561775,-0.69471014,1.0026482,0.8411327,0.23188624,1.0038084,5.26E-06,0,9.26E-13,1.65E-06
0.050418768,-0.69471014,1.0026575,0.84104139,0.23012608,1.0038322,3.90E-06,3.03E-07,1.01E-12,1.62E-06
0.061275758,-0.69471014,1.0026705,0.8409965,0.22836255,1.0038495,1.36E-05,7.09E-07,1.10E-12,-1.51E-06
0.072132751,-0.69471014,1.002682,0.84100872,0.22660536,1.0038615,9.48E-06,1.12E-06,1.20E-12,-2.94E-06
0.082989737,-0.69471014,1.0026888,0.84107172,0.22485352,1.0038718,7.49E-06,8.25E-07,1.31E-12,-2.60E-06
0.093846731,-0.69471014,1.0026952,0.84117895,0.22310679,1.0038795,8.18E-06,6.48E-07,1.42E-12,-9.84E-07
0.10470372,-0.69471014,1.0027006,0.84133494,0.22136843,1.0038866,7.20E-06,5.57E-07,1.53E-12,-5.70E-07
0.11556071,-0.69471014,1.0027055,0.84154922,0.2196414,1.0038931,4.50E-06,6.45E-07,1.64E-12,-9.19E-07
0.1264177,-0.69471014,1.0027097,0.84179932,0.2179267,1.0038992,2.74E-06,1.34E-07,1.76E-12,2.17E-07
0.1372747,-0.69471014,1.0027137,0.84209436,0.21622427,1.0039017,7.32E-07,9.54E-08,1.88E-12,8.34E-07
0.14813168,-0.69471014,1.0027111,0.84243649,0.21453945,1.0039064,7.76E-06,3.13E-07,1.99E-12,-1.60E-08
0.15898867,-0.69471014,1.002714,0.84282565,0.21287146,1.0039024,2.70E-06,1.72E-07,2.11E-12,3.55E-07
0.16984567,-0.69471014,1.0027152,0.84324872,0.21122068,1.0039004,4.57E-06,2.60E-09,2.23E-12,1.18E-06
0.18070266,-0.69471014,1.0027148,0.84371704,0.20959209,1.0038992,1.33E-05,1.92E-07,2.36E-12,-9.19E-07
0.19155966,-0.69471014,1.0027076,0.84423232,0.20798497,1.0039003,3.58E-06,1.70E-07,2.48E-12,-2.80E-07
0.20241664,-0.69471014,1.0027047,0.84478503,0.20640077,1.0039017,5.47E-07,3.00E-08,2.62E-12,3.18E-06
0.21327363,-0.69471014,1.0027039,0.84536821,0.20483895,1.0038903,4.96E-06,5.38E-07,2.76E-12,6.53E-07
0.22413063,-0.69471014,1.0026969,0.84599966,0.20330629,1.0038763,0,7.61E-08,2.91E-12,1.16E-06
0.23498762,-0.69471014,1.0026969,0.84665269,0.20179603,1.0038738,0,4.77E-07,3.06E-12,-3.77E-07
0.2458446,-0.69471014,1.0026942,0.84734309,0.20031551,1.0038726,5.37E-06,7.81E-07,3.23E-12,-1.55E-06
0.25670159,-0.69471014,1.0026846,0.84806812,0.19886608,1.0038582,5.11E-06,4.71E-07,3.41E-12,-4.63E-07
0.26755857,-0.69471014,1.0026721,0.84882838,0.19744596,1.0038413,2.20E-06,1.64E-07,3.60E-12,2.16E-06
0.27841559,-0.69471014,1.0026648,0.84961033,0.19605242,1.0038331,2.75E-06,5.84E-09,3.81E-12,1.03E-06
0.28927258,-0.69471014,1.0026517,0.85042119,0.19469367,1.0038141,3.70E-07,4.65E-08,4.03E-12,3.71E-07
0.30012956,-0.69471014,1.0026474,0.85125375,0.19336441,1.0038046,7.94E-06,3.40E-09,4.27E-12,4.32E-07
0.31098655,-0.69471014,1.0026423,0.85210866,0.1920644,1.0037941,6.20E-06,4.69E-07,4.52E-12,-2.58E-06
0.32184353,-0.69471014,1.0026257,0.85300082,0.19080338,1.0037712,3.68E-06,5.73E-08,4.78E-12,3.76E-08
0.33270052,-0.69471014,1.0026121,0.85391188,0.18957059,1.0037607,0,2.26E-07,5.04E-12,1.16E-06
0.34355754,-0.69471014,1.0025975,0.85483313,0.18837062,1.0037322,9.48E-07,1.27E-07,5.31E-12,1.00E-06
0.35441452,-0.69471014,1.0025913,0.85577691,0.18720613,1.0037261,3.34E-07,3.58E-07,5.59E-12,-4.65E-07
0.36527151,-0.69471014,1.0025783,0.8567341,0.18607432,1.0036999,5.03E-06,1.46E-07,5.85E-12,-1.24E-06
0.37612849,-0.69471014,1.0025572,0.85770983,0.18497318,1.0036861,7.65E-06,3.12E-07,6.10E-12,-1.26E-06
0.38698548,-0.69471014,1.0025419,0.85870367,0.18391086,1.0036563,2.64E-06,8.04E-08,6.32E-12,-1.47E-07
0.39784247,-0.69471014,1.0025346,0.8596983,0.18287754,1.0036421,1.02E-05,1.68E-07,6.51E-12,-2.52E-06
0.40869948,-0.69471014,1.0025177,0.86071813,0.18187726,1.0036122,7.49E-06,5.77E-07,6.68E-12,-2.40E-07
0.41955647,-0.69471014,1.0024964,0.86174768,0.18091625,1.0035932,0,0,6.82E-12,2.31E-06
0.43041345,-0.69471014,1.0024832,0.8627848,0.17998083,1.0035698,5.62E-07,2.02E-07,6.95E-12,1.29E-06
0.44127044,-0.69471014,1.0024732,0.86381543,0.17907923,1.0035518,8.09E-06,3.05E-07,7.04E-12,-1.09E-06
0.45212743,-0.69471014,1.0024506,0.8648634,0.17821322,1.003525,3.25E-06,2.95E-07,7.08E-12,7.16E-09
0.46298441,-0.69471014,1.0024351,0.86592042,0.17737646,1.0034966,1.75E-06,0,7.07E-12,1.71E-06
0.47384143,-0.69471014,1.002417,0.86697614,0.1765717,1.0034795,7.30E-07,1.03E-07,6.98E-12,9.10E-07
0.48469841,-0.69471014,1.0024049,0.86802971,0.17579685,1.0034529,7.39E-06,3.87E-07,6.81E-12,-2.41E-06
0.4955554,-0.69471014,1.0023806,0.86909544,0.17505366,1.0034317,1.94E-07,6.68E-09,6.56E-12,-7.70E-08
