x,y,rho,u,v,p,uu,vv,ww,_uv
-0.36214688,-0.10196295,1.0004364,0.88130599,0.42549092,1.0007429,4.87E-06,2.66E-06,4.57E-12,-4.18E-06
-0.3512899,-0.10196295,1.0004759,0.87751234,0.42895636,1.0008,3.89E-06,2.56E-06,4.84E-12,-5.66E-06
-0.34043291,-0.10196295,1.0005195,0.87345046,0.43255553,1.0008645,9.72E-06,1.43E-06,4.81E-12,-3.28E-06
-0.32957593,-0.10196295,1.0005696,0.86929005,0.43607339,1.00093,1.79E-05,7.16E-07,4.74E-12,-2.75E-06
-0.31871894,-0.10196295,1.0006218,0.86477757,0.4397749,1.0010008,1.62E-05,1.42E-06,4.69E-12,-2.57E-06
-0.30786192,-0.10196295,1.0006757,0.85987699,0.44367126,1.0010774,7.16E-06,2.13E-06,4.79E-12,-2.14E-06
-0.29700494,-0.10196295,1.0007352,0.85486853,0.44743389,1.0011637,1.30E-06,1.66E-06,4.98E-12,-2.45E-06
-0.28614795,-0.10196295,1.0008014,0.84928876,0.45150682,1.001261,2.34E-07,1.81E-07,6.29E-12,-1.80E-06
-0.27529097,-0.10196295,1.0008684,0.84339094,0.45559266,1.0013586,2.40E-06,1.17E-07,8.14E-12,-9.69E-07
-0.26443398,-0.10196295,1.000945,0.83720994,0.45962265,1.0014695,7.93E-06,5.73E-07,1.02E-11,-1.44E-06
-0.25357699,-0.10196295,1.0010339,0.83028281,0.4639757,1.001583,5.89E-06,1.69E-06,1.27E-11,-2.40E-06
-0.24271999,-0.10196295,1.0011235,0.82318157,0.46809396,1.0017077,4.26E-06,1.78E-06,1.49E-11,-1.22E-06
-0.23186301,-0.10196295,1.0012223,0.81515676,0.47255442,1.0018407,4.43E-06,4.24E-06,1.60E-11,-1.20E-06
-0.22100601,-0.10196295,1.0013258,0.80683821,0.47677705,1.0019944,1.54E-06,7.66E-07,1.66E-11,4.58E-06
-0.21014902,-0.10196295,1.0014499,0.7975508,0.48118839,1.002164,2.69E-06,3.33E-06,1.58E-11,-2.96E-06
-0.19929203,-0.10196295,1.0015783,0.7878356,0.4853251,1.0023429,2.44E-06,2.05E-06,1.46E-11,-1.01E-06
-0.18843503,-0.10196295,1.0017244,0.77691811,0.48961157,1.0025465,3.66E-06,1.52E-06,1.29E-11,-2.21E-06
-0.17757805,-0.10196295,1.0018811,0.76542497,0.49351054,1.0027733,5.44E-06,2.12E-06,1.17E-11,-2.85E-06
-0.16672106,-0.10196295,1.0020583,0.75268435,0.4973177,1.0030154,5.52E-06,9.36E-07,1.13E-11,-2.32E-06
-0.15586406,-0.10196295,1.0022492,0.73889726,0.50072771,1.0032884,7.06E-06,1.45E-06,1.17E-11,-1.52E-06
-0.14500707,-0.10196295,1.0024559,0.72408992,0.5035761,1.0035778,5.20E-07,1.18E-07,1.27E-11,6.96E-06
-0.13415009,-0.10196295,1.0027008,0.70777881,0.50584441,1.0039135,5.04E-06,9.60E-07,1.39E-11,5.08E-07
-0.12329309,-0.10196295,1.002964,0.69001997,0.50726366,1.0042788,5.37E-06,6.18E-07,1.51E-11,-6.40E-07
-0.1124361,-0.10196295,1.003257,0.67085636,0.50751114,1.0046923,1.90E-06,3.46E-06,1.65E-11,-3.30E-07
-0.10157911,-0.10196295,1.0035775,0.65014887,0.50630724,1.005141,1.94E-06,3.24E-06,1.78E-11,-2.09E-06
-0.090722114,-0.10196295,1.0039374,0.62789512,0.5032447,1.0056386,1.51E-06,3.30E-06,1.87E-11,3.97E-07
-0.079865128,-0.10196295,1.0043219,0.60412776,0.49786204,1.0061874,2.11E-06,8.06E-07,1.90E-11,-6.15E-07
-0.069008134,-0.10196295,1.0047454,0.57907331,0.48960415,1.0067888,3.30E-07,4.23E-08,1.83E-11,2.66E-06
-0.058151145,-0.10196295,1.005209,0.55309713,0.47788382,1.0074348,4.11E-06,1.28E-06,1.70E-11,5.73E-07
-0.047294155,-0.10196295,1.0057008,0.52679688,0.46214136,1.0081129,1.48E-06,3.92E-07,1.54E-11,-1.09E-06
-0.036437161,-0.10196295,1.0062127,0.50100738,0.44187477,1.0088269,2.92E-06,1.15E-06,1.39E-11,-3.34E-07
-0.025580171,-0.10196295,1.0067168,0.47675318,0.41674185,1.0095488,3.20E-06,2.83E-06,1.26E-11,-2.13E-06
-0.01472318,-0.10196295,1.0072061,0.45561412,0.38695648,1.0102329,5.57E-07,5.25E-07,1.15E-11,1.16E-06
-0.003866189,-0.10196295,1.0076619,0.43876755,0.3530089,1.010874,5.91E-07,0,1.06E-11,1.06E-06
0.006990802,-0.10196295,1.0080549,0.42747957,0.31612265,1.0114187,8.78E-07,8.79E-07,9.86E-12,-1.83E-06
0.017847793,-0.10196295,1.008358,0.42251965,0.27783194,1.0118521,6.38E-07,3.65E-07,9.35E-12,5.37E-07
0.028704785,-0.10196295,1.0085659,0.42390823,0.23992965,1.0121365,2.12E-06,5.80E-07,9.05E-12,-8.15E-07
0.039561775,-0.10196295,1.0086749,0.43108249,0.20401658,1.0122929,0,1.22E-07,9.02E-12,1.20E-06
0.050418768,-0.10196295,1.0087023,0.44299439,0.17133349,1.0123316,1.83E-06,3.81E-07,9.54E-12,-7.90E-07
0.061275758,-0.10196295,1.0086461,0.45835376,0.14245494,1.012256,0,1.53E-08,1.04E-11,2.74E-07
0.072132751,-0.10196295,1.0085315,0.47590607,0.11763918,1.0120939,1.86E-06,9.97E-08,1.12E-11,2.66E-07
0.082989737,-0.10196295,1.0083807,0.494625,0.096614942,1.011878,1.62E-06,8.49E-08,1.17E-11,-5.62E-07
0.093846731,-0.10196295,1.0082004,0.5137136,0.079074107,1.0116134,1.25E-06,1.05E-07,1.20E-11,-1.83E-07
0.10470372,-0.10196295,1.0079983,0.53265053,0.064466372,1.0113285,2.10E-06,1.32E-08,1.24E-11,8.43E-08
0.11556071,-0.10196295,1.0077835,0.55110341,0.052335419,1.0110418,2.87E-06,1.16E-08,1.31E-11,6.28E-08
0.1264177,-0.10196295,1.0075772,0.56888229,0.042260833,1.0107445,6.56E-06,2.02E-08,1.38E-11,-2.87E-07
0.1372747,-0.10196295,1.0073583,0.58592099,0.033877198,1.0104322,6.92E-07,6.47E-09,1.47E-11,2.25E-07
0.14813168,-0.10196295,1.0071496,0.60218173,0.026879674,1.0101396,7.48E-06,1.15E-08,1.58E-11,-2.64E-07
0.15898867,-0.10196295,1.0069336,0.61772949,0.021026859,1.009841,0,8.33E-10,1.68E-11,7.68E-08
0.16984567,-0.10196295,1.0067236,0.63259172,0.016128981,1.0095588,1.44E-07,0,1.76E-11,1.24E-07
0.18070266,-0.10196295,1.0065293,0.64680433,0.012065073,1.0092641,7.97E-06,2.53E-09,1.80E-11,-1.50E-07
0.19155966,-0.10196295,1.0063241,0.66045564,0.008716849,1.0089831,5.52E-06,2.06E-10,1.84E-11,1.00E-08
0.20241664,-0.10196295,1.006121,0.67358881,0.00600748,1.0087087,1.68E-07,3.88E-10,1.90E-11,3.27E-08
0.21327363,-0.10196295,1.0059243,0.68622065,0.003883789,1.0084357,0,1.76E-10,2.01E-11,4.81E-08
0.22413063,-0.10196295,1.0057476,0.69837636,0.00229693,1.0081657,3.81E-06,4.17E-10,2.14E-11,-1.63E-08
0.23498762,-0.10196295,1.0055584,0.71011239,0.001195512,1.0079117,4.74E-07,3.96E-10,2.22E-11,-5.04E-09
0.2458446,-0.10196295,1.0053713,0.72141117,0.000563988,1.0076457,1.38E-06,3.42E-10,2.23E-11,2.79E-09
0.25670159,-0.10196295,1.0051937,0.73229682,0.000357871,1.0073926,2.79E-06,3.18E-10,2.14E-11,2.65E-09
0.26755857,-0.10196295,1.0050236,0.74278224,0.000547825,1.0071521,4.52E-06,3.09E-10,1.96E-11,-3.25E-09
0.27841559,-0.10196295,1.0048512,0.75287664,0.001111686,1.0069137,4.24E-06,2.84E-10,1.71E-11,-2.42E-09
0.28927258,-0.10196295,1.0046878,0.76258034,0.002028546,1.0066833,1.79E-06,2.68E-10,1.50E-11,6.79E-09
0.30012956,-0.10196295,1.0045196,0.77189249,0.003277648,1.0064602,2.48E-09,8.19E-11,1.37E-11,3.95E-08
0.31098655,-0.10196295,1.0043713,0.78078848,0.004833402,1.0062404,6.98E-07,3.08E-10,1.33E-11,1.83E-08
0.32184353,-0.10196295,1.0042195,0.78928453,0.006661713,1.0060261,0,2.77E-10,1.36E-11,3.41E-08
0.33270052,-0.10196295,1.0040804,0.79736567,0.008729213,1.0058199,6.74E-06,1.60E-09,1.42E-11,-6.74E-08
0.34355754,-0.10196295,1.0039396,0.80505228,0.011001339,1.0056324,9.13E-06,1.75E-09,1.50E-11,-9.55E-08
0.35441452,-0.10196295,1.0037991,0.8123495,0.013444223,1.0054371,6.54E-08,1.71E-10,1.56E-11,1.17E-07
0.36527151,-0.10196295,1.0036688,0.81925517,0.016025767,1.0052663,0,4.36E-10,1.60E-11,7.66E-08
0.37612849,-0.10196295,1.0035487,0.82578945,0.018719247,1.0050948,0,0,1.62E-11,3.34E-07
0.38698548,-0.10196295,1.0034323,0.83195412,0.021497997,1.0049356,2.19E-07,0,1.62E-11,1.92E-07
0.39784247,-0.10196295,1.0033257,0.83779055,0.024341017,1.0047764,4.70E-06,0,1.63E-11,3.44E-09
0.40869948,-0.10196295,1.0032171,0.84332377,0.027232008,1.0046194,0,4.64E-09,1.68E-11,7.22E-08
0.41955647,-0.10196295,1.0031246,0.84854501,0.030158632,1.0044861,2.15E-06,7.92E-09,1.71E-11,-1.35E-07
0.43041345,-0.10196295,1.0030276,0.8534894,0.033111755,1.0043433,1.08E-05,2.17E-08,1.73E-11,-2.84E-07
0.44127044,-0.10196295,1.0029256,0.85817909,0.0360852,1.0042198,5.65E-09,4.98E-10,1.80E-11,4.18E-07
0.45212743,-0.10196295,1.002848,0.86259931,0.039071292,1.0041007,5.42E-07,2.04E-09,1.95E-11,-1.46E-07
0.46298441,-0.10196295,1.0027567,0.86676246,0.042065371,1.0039818,2.13E-06,1.47E-09,2.11E-11,1.20E-07
0.47384143,-0.10196295,1.0026803,0.87068689,0.045057811,1.003868,1.65E-06,5.06E-09,2.24E-11,4.65E-07
0.48469841,-0.10196295,1.0026021,0.87437397,0.048040409,1.0037613,0,0,2.28E-11,3.28E-07
0.4955554,-0.10196295,1.0025378,0.87782353,0.051003877,1.003665,6.32E-06,9.14E-09,2.23E-11,-8.92E-08
0.50641239,-0.10196295,1.0024718,0.88105595,0.05393764,1.0035665,5.88E-06,2.09E-08,2.11E-11,1.61E-07
0.51726937,-0.10196295,1.0024004,0.8840723,0.056830864,1.0034742,7.83E-07,3.34E-10,2.00E-11,3.67E-07
0.52812636,-0.10196295,1.0023437,0.88688165,0.059669182,1.003392,3.01E-07,5.05E-09,2.01E-11,-6.44E-08
0.53898335,-0.10196295,1.0022888,0.88948661,0.062442124,1.0033133,2.42E-06,2.38E-08,2.14E-11,2.44E-08
0.54984033,-0.10196295,1.0022405,0.89191455,0.065139391,1.0032389,4.25E-06,2.48E-08,2.30E-11,2.45E-07
0.56069732,-0.10196295,1.0021907,0.89417362,0.067752197,1.0031744,1.46E-06,1.74E-08,2.39E-11,1.84E-07
0.57155436,-0.10196295,1.0021466,0.89628345,0.070273817,1.0031147,1.82E-06,1.33E-08,2.42E-11,1.78E-07
0.58241135,-0.10196295,1.0021064,0.8982569,0.072699606,1.0030496,7.30E-06,8.50E-08,2.38E-11,-1.24E-06
0.59326833,-0.10196295,1.0020664,0.90012157,0.075030744,1.0029963,1.13E-05,2.26E-08,2.33E-11,-3.52E-07
0.60412532,-0.10196295,1.0020182,0.90189368,0.077268451,1.0029385,2.74E-07,2.18E-09,2.33E-11,8.44E-07
0.61498231,-0.10196295,1.0019891,0.90356749,0.07941594,1.002883,2.10E-05,4.38E-08,2.41E-11,-7.36E-07
0.62583929,-0.10196295,1.0019528,0.90518171,0.081482641,1.0028355,1.07E-05,4.90E-08,2.59E-11,-1.41E-06
0.63669628,-0.10196295,1.001914,0.90673757,0.083477765,1.0027901,8.20E-06,4.35E-08,2.87E-11,2.65E-07
0.64755327,-0.10196295,1.001888,0.90823776,0.085407771,1.0027435,6.92E-06,9.26E-08,3.15E-11,-8.44E-07
0.65841025,-0.10196295,1.0018491,0.90969199,0.087282941,1.0026977,4.94E-07,7.20E-09,3.46E-11,7.70E-07
0.66926724,-0.10196295,1.0018262,0.9110871,0.089106172,1.0026538,9.87E-06,1.56E-07,3.75E-11,-1.61E-06
0.68012422,-0.10196295,1.0017878,0.91245443,0.090887286,1.0026122,0,4.56E-08,4.06E-11,-3.56E-07
0.69098121,-0.10196295,1.0017643,0.91375619,0.092628613,1.002569,1.41E-05,1.27E-07,4.39E-11,-1.55E-06
0.70183825,-0.10196295,1.0017262,0.9150452,0.094334736,1.0025258,0,2.36E-08,4.70E-11,1.45E-06
0.71269524,-0.10196295,1.0017029,0.9162671,0.096006781,1.0024866,3.31E-07,1.45E-08,4.97E-11,3.21E-07
0.72355223,-0.10196295,1.0016752,0.91744733,0.097647779,1.0024478,2.84E-06,3.78E-08,5.21E-11,4.59E-07
0.73440921,-0.10196295,1.0016487,0.91859615,0.09925805,1.0024084,0,9.62E-08,5.44E-11,2.87E-07
0.7452662,-0.10196295,1.0016261,0.91968584,0.10084029,1.0023694,1.45E-05,9.12E-08,5.74E-11,-7.91E-07
0.75612319,-0.10196295,1.0015957,0.92075479,0.10239387,1.0023401,1.59E-06,2.40E-08,6.12E-11,4.07E-07
0.76698017,-0.10196295,1.0015821,0.92175972,0.10391852,1.0023119,1.85E-05,1.09E-07,6.62E-11,-2.01E-06
0.77783716,-0.10196295,1.0015562,0.92274678,0.10541628,1.0022759,1.65E-05,9.47E-08,7.27E-11,-1.37E-06
0.78869414,-0.10196295,1.0015271,0.92369622,0.10688862,1.002238,8.81E-06,0,7.99E-11,8.41E-07
0.79955113,-0.10196295,1.0015134,0.92460221,0.10833072,1.0022123,1.20E-05,7.49E-08,8.60E-11,-7.58E-07
0.81040812,-0.10196295,1.0014852,0.9254837,0.10974853,1.0021878,4.14E-06,2.05E-10,9.07E-11,1.35E-06
0.82126516,-0.10196295,1.0014659,0.92633379,0.11113827,1.0021539,8.53E-07,5.39E-08,9.40E-11,1.59E-07
0.83212215,-0.10196295,1.0014585,0.92714113,0.11250296,1.0021362,2.20E-05,2.30E-07,9.73E-11,-1.95E-06
0.84297913,-0.10196295,1.0014277,0.92795753,0.11384787,1.0021046,1.89E-06,4.76E-08,1.01E-10,1.34E-06
0.85383612,-0.10196295,1.0014076,0.92874122,0.11517264,1.0020704,2.35E-06,3.19E-08,1.06E-10,8.12E-07
0.86469311,-0.10196295,1.0014012,0.92949986,0.11648395,1.0020564,9.68E-06,1.08E-07,1.12E-10,-7.11E-07
0.87555009,-0.10196295,1.0013828,0.93025839,0.11778921,1.002022,1.35E-05,2.67E-07,1.19E-10,-1.85E-06
0.88640708,-0.10196295,1.0013561,0.93102044,0.11909771,1.0020025,5.82E-07,1.24E-07,1.26E-10,1.89E-06
0.89726406,-0.10196295,1.0013431,0.93174785,0.12041952,1.0019774,7.77E-06,1.36E-08,1.35E-10,6.24E-07
0.90812105,-0.10196295,1.0013326,0.93246084,0.12176371,1.001946,1.36E-05,3.65E-07,1.46E-10,-2.41E-06
0.91897804,-0.10196295,1.0013043,0.93317181,0.1231486,1.0019335,3.46E-06,3.00E-08,1.60E-10,1.30E-06
0.92983502,-0.10196295,1.001291,0.9338302,0.12457485,1.0018984,0,2.58E-07,1.75E-10,1.45E-08
0.94069201,-0.10196295,1.001281,0.93442976,0.12605816,1.0018902,3.58E-06,3.17E-07,1.93E-10,-3.04E-07
0.95154905,-0.10196295,1.001269,0.93495893,0.12759732,1.0018646,5.72E-06,6.79E-07,2.13E-10,-2.27E-07
0.96240604,-0.10196295,1.0012561,0.93537897,0.12919305,1.0018483,1.12E-05,7.73E-07,2.35E-10,-7.43E-07
0.97326303,-0.10196295,1.0012424,0.93567854,0.13083176,1.0018419,1.20E-07,8.26E-07,2.63E-10,-2.35E-07
0.98412001,-0.10196295,1.0012339,0.93581098,0.1324916,1.0018283,4.65E-08,7.74E-07,2.99E-10,1.35E-06
0.994977,-0.10196295,1.0012358,0.9357509,0.13413866,1.0018163,8.62E-06,1.21E-06,3.42E-10,-1.41E-06
1.005834,-0.10196295,1.0012386,0.93551081,0.13573195,1.0018239,3.50E-06,1.74E-06,3.92E-10,-9.40E-07
1.016691,-0.10196295,1.0012509,0.93508101,0.13722496,1.001835,7.62E-06,2.05E-06,4.42E-10,-1.51E-06
1.027548,-0.10196295,1.0012624,0.93447852,0.13857326,1.0018505,4.20E-07,2.16E-06,4.87E-10,-9.74E-07
-0.89413947,-0.091743179,0.99976659,0.95157123,0.3325451,0.99982941,7.94E-06,4.57E-07,9.09E-14,-4.09E-07
-0.88328248,-0.091743179,0.99976844,0.95104909,0.33368409,0.99983287,7.61E-06,3.92E-07,9.73E-14,-2.40E-07
-0.8724255,-0.091743179,0.99977034,0.95052296,0.33482119,0.99983639,6.66E-06,3.20E-07,1.04E-13,2.47E-07
-0.86156851,-0.091743179,0.99977231,0.9499926,0.33595634,0.99984002,5.06E-06,2.44E-07,1.10E-13,1.06E-06
-0.85071146,-0.091743179,0.99977523,0.94945818,0.33708775,0.99984378,3.63E-06,1.88E-07,1.16E-13,1.76E-06
-0.83985448,-0.091743179,0.99977887,0.94891888,0.33821559,0.99984765,2.69E-06,1.52E-07,1.23E-13,2.11E-06
-0.82899749,-0.091743179,0.99978268,0.94837421,0.33934104,0.99985164,1.74E-06,1.14E-07,1.29E-13,2.35E-06
-0.81814051,-0.091743179,0.99978667,0.94782394,0.34046406,0.99985576,7.79E-07,7.51E-08,1.36E-13,2.49E-06
-0.80728352,-0.091743179,0.99979085,0.94724679,0.34162912,0.99986011,0,4.72E-08,1.41E-13,2.46E-06
-0.79642653,-0.091743179,0.99979514,0.94657755,0.34297293,0.99986494,0,6.46E-08,1.45E-13,2.11E-06
-0.78556955,-0.091743179,0.99979955,0.94590193,0.34431368,0.99986994,0,7.35E-08,1.48E-13,1.79E-06
-0.77471256,-0.091743179,0.99980396,0.94521981,0.34565121,0.99987525,0,7.36E-08,1.52E-13,1.50E-06
-0.76385558,-0.091743179,0.99980843,0.94453079,0.34698543,0.99988079,0,6.46E-08,1.55E-13,1.23E-06
-0.75299859,-0.091743179,0.99981302,0.94383472,0.34831619,0.99988663,0,4.61E-08,1.58E-13,9.94E-07
-0.7421416,-0.091743179,0.99981755,0.94313169,0.34964257,0.99989301,5.45E-09,5.33E-08,1.61E-13,7.92E-07
-0.73128462,-0.091743179,0.9998222,0.94242281,0.35096201,0.99990124,6.48E-09,2.29E-07,1.65E-13,4.69E-07
-0.72042757,-0.091743179,0.99982768,0.94160634,0.35247326,0.99991125,1.10E-07,4.53E-07,1.78E-13,-2.55E-07
-0.70957059,-0.091743179,0.99983376,0.94074786,0.35404488,0.99992156,2.32E-07,6.90E-07,1.95E-13,-9.04E-07
-0.6987136,-0.091743179,0.99984044,0.93987989,0.35561165,0.99993145,3.24E-07,9.38E-07,2.11E-13,-1.36E-06
-0.68785661,-0.091743179,0.99984765,0.93900204,0.35717335,0.99994105,3.84E-07,1.20E-06,2.28E-13,-1.63E-06
-0.67699963,-0.091743179,0.99985552,0.93811393,0.35872975,0.99995035,4.12E-07,1.47E-06,2.44E-13,-1.68E-06
-0.66614264,-0.091743179,0.99986398,0.93721503,0.36028063,0.99995923,4.07E-07,1.76E-06,2.60E-13,-1.53E-06
-0.65528566,-0.091743179,0.9998728,0.93628478,0.36186391,0.99996763,3.54E-07,2.02E-06,2.76E-13,-1.12E-06
-0.64442867,-0.091743179,0.99987793,0.93520707,0.36369702,0.99997562,3.32E-07,1.58E-06,2.91E-13,-2.61E-07
-0.63357168,-0.091743179,0.99988395,0.9341163,0.36552268,0.99998516,2.95E-07,1.21E-06,3.07E-13,4.23E-07
-0.6227147,-0.091743179,0.99989092,0.93301183,0.36734056,0.99999624,2.41E-07,9.10E-07,3.22E-13,9.19E-07
-0.61185771,-0.091743179,0.99989897,0.93189305,0.36915028,1.0000089,1.71E-07,6.78E-07,3.37E-13,1.22E-06
-0.60100073,-0.091743179,0.99990809,0.93075937,0.37095147,1.0000235,8.41E-08,5.21E-07,3.53E-13,1.32E-06
-0.59014368,-0.091743179,0.99991816,0.92956614,0.37281975,1.0000392,2.81E-09,4.62E-07,3.68E-13,1.20E-06
-0.57928669,-0.091743179,0.99992865,0.92820585,0.37493899,1.0000523,2.72E-07,5.43E-07,3.86E-13,1.33E-06
-0.56842971,-0.091743179,0.99993986,0.92682916,0.37704316,1.0000653,1.79E-06,6.77E-07,4.03E-13,1.45E-06
-0.55757272,-0.091743179,0.9999525,0.92543155,0.37913567,1.0000801,4.53E-06,8.78E-07,4.20E-13,8.26E-07
-0.54671574,-0.091743179,0.99996656,0.92401195,0.38121599,1.0000968,8.57E-06,1.15E-06,4.36E-13,-5.88E-07
-0.53585875,-0.091743179,0.99998224,0.92256927,0.38328341,1.0001158,1.40E-05,1.50E-06,4.53E-13,-2.83E-06
-0.52500176,-0.091743179,0.99999487,0.92088234,0.38570356,1.0001345,1.49E-05,1.30E-06,5.00E-13,-2.14E-06
-0.51414478,-0.091743179,1.0000067,0.91916847,0.38811731,1.0001513,1.16E-05,1.00E-06,5.48E-13,-4.73E-07
-0.50328779,-0.091743179,1.00002,0.91742796,0.39051291,1.0001701,9.19E-06,6.78E-07,5.96E-13,5.94E-07
-0.49243078,-0.091743179,1.000035,0.91565835,0.3928903,1.0001916,8.03E-06,3.30E-07,6.43E-13,9.53E-07
-0.48157379,-0.091743179,1.0000522,0.913791,0.39535081,1.000216,7.85E-06,4.95E-08,6.85E-13,5.90E-07
-0.4707168,-0.091743179,1.0000709,0.91167849,0.39811328,1.0002438,6.34E-06,1.57E-07,7.12E-13,-5.48E-08
-0.45985982,-0.091743179,1.0000896,0.90953618,0.40084419,1.0002726,4.44E-06,3.72E-07,7.36E-13,-8.31E-07
-0.44900283,-0.091743179,1.0001092,0.90735626,0.40354994,1.0003022,3.35E-06,3.48E-07,7.58E-13,-1.43E-06
-0.43814585,-0.091743179,1.0001293,0.90513128,0.40623641,1.0003327,3.12E-06,8.94E-08,7.85E-13,-1.86E-06
-0.42728883,-0.091743179,1.000155,0.90253669,0.40935615,1.0003672,2.58E-06,8.88E-07,1.29E-12,-2.71E-06
-0.41643184,-0.091743179,1.0001816,0.89990187,0.41243261,1.0004029,1.83E-06,1.85E-06,1.79E-12,-2.42E-06
-0.40557486,-0.091743179,1.0002106,0.89721417,0.41547239,1.0004393,2.22E-06,3.03E-06,2.28E-12,-2.99E-06
-0.39471787,-0.091743179,1.0002409,0.89438152,0.41859248,1.0004768,3.36E-06,3.94E-06,2.83E-12,-3.59E-06
-0.38386089,-0.091743179,1.0002683,0.89119571,0.42206207,1.0005193,6.29E-06,1.96E-06,3.61E-12,-9.30E-07
-0.3730039,-0.091743179,1.0002967,0.88794732,0.42548311,1.0005631,5.70E-06,6.17E-07,4.36E-12,2.86E-06
-0.36214688,-0.091743179,1.0003264,0.88463217,0.4288519,1.0006084,1.27E-06,2.26E-08,5.09E-12,7.73E-06
-0.3512899,-0.091743179,1.0003682,0.88086891,0.43260226,1.0006601,1.96E-06,7.07E-07,5.34E-12,3.66E-06
-0.34043291,-0.091743179,1.0004114,0.87693816,0.43638992,1.0007192,2.09E-06,8.29E-07,5.46E-12,4.15E-07
-0.32957593,-0.091743179,1.0004531,0.87292725,0.44009677,1.0007831,4.44E-07,4.38E-07,5.51E-12,-3.59E-07
-0.31871894,-0.091743179,1.0004988,0.86842036,0.44417596,1.0008484,1.69E-07,5.34E-07,5.47E-12,1.08E-07
-0.30786192,-0.091743179,1.0005507,0.86367184,0.44830981,1.0009205,1.05E-06,7.88E-07,5.46E-12,-2.08E-07
-0.29700494,-0.091743179,1.0006105,0.85882044,0.45231265,1.0009934,9.68E-06,2.16E-06,5.50E-12,-3.16E-06
-0.28614795,-0.091743179,1.0006758,0.85321879,0.45685667,1.0010751,1.74E-05,2.71E-06,7.08E-12,-7.02E-06
-0.27529097,-0.091743179,1.0007402,0.84750181,0.46124238,1.0011692,1.09E-05,1.08E-06,8.77E-12,-5.84E-06
-0.26443398,-0.091743179,1.0008104,0.84128106,0.46581638,1.0012717,7.26E-06,1.06E-06,1.12E-11,-4.84E-06
-0.25357699,-0.091743179,1.0008793,0.83454376,0.47054628,1.001371,2.88E-06,1.05E-06,1.42E-11,-2.49E-07
-0.24271999,-0.091743179,1.0009624,0.8274439,0.47522357,1.0014856,4.46E-06,2.23E-06,1.67E-11,2.01E-06
-0.23186301,-0.091743179,1.0010643,0.81951243,0.48021567,1.001623,9.64E-06,4.11E-06,1.84E-11,-5.56E-06
-0.22100601,-0.091743179,1.0011615,0.81123114,0.48503944,1.0017564,1.82E-06,2.28E-06,1.92E-11,-3.86E-06
-0.21014902,-0.091743179,1.0012714,0.80195653,0.49014935,1.0019125,4.61E-07,3.02E-06,1.81E-11,-2.39E-06
-0.19929203,-0.091743179,1.0013921,0.79209745,0.49511671,1.0020849,1.00E-06,9.62E-07,1.64E-11,1.21E-06
-0.18843503,-0.091743179,1.0015278,0.78125852,0.50013888,1.0022734,6.09E-06,1.26E-06,1.39E-11,-1.14E-06
-0.17757805,-0.091743179,1.0016803,0.76940995,0.50510454,1.0024894,3.99E-06,1.34E-06,1.21E-11,2.26E-07
-0.16672106,-0.091743179,1.0018486,0.75670373,0.50977165,1.0027246,4.40E-06,4.53E-07,1.11E-11,-4.20E-06
-0.15586406,-0.091743179,1.0020314,0.74250847,0.51437497,1.0029844,1.06E-06,0,1.19E-11,2.76E-06
-0.14500707,-0.091743179,1.0022415,0.72702253,0.51855236,1.003273,2.19E-06,2.71E-06,1.32E-11,1.50E-06
-0.13415009,-0.091743179,1.0024743,0.71013826,0.52214938,1.0035968,3.47E-06,2.33E-06,1.48E-11,-1.53E-06
-0.12329309,-0.091743179,1.002728,0.69163877,0.52499533,1.0039667,2.78E-06,1.66E-06,1.63E-11,-1.55E-06
-0.1124361,-0.091743179,1.0030179,0.67137367,0.52680552,1.004361,3.13E-07,2.34E-07,1.80E-11,5.42E-06
-0.10157911,-0.091743179,1.0033464,0.64911652,0.52725488,1.0048143,5.20E-06,0,1.97E-11,3.35E-07
-0.090722114,-0.091743179,1.0037085,0.62480712,0.52587265,1.0053375,1.68E-06,3.51E-07,2.09E-11,3.27E-06
-0.079865128,-0.091743179,1.0041248,0.5984754,0.52206171,1.0059104,4.75E-06,4.92E-06,2.12E-11,-2.71E-06
-0.069008134,-0.091743179,1.0045735,0.57029903,0.51515383,1.0065355,3.89E-07,2.36E-07,2.05E-11,-1.12E-08
-0.058151145,-0.091743179,1.0050669,0.54066688,0.50436211,1.0072335,3.31E-07,9.25E-08,1.90E-11,3.34E-06
-0.047294155,-0.091743179,1.0056118,0.50973099,0.48880681,1.0080001,3.69E-06,4.05E-06,1.71E-11,-3.67E-07
-0.036437161,-0.091743179,1.0061839,0.47895375,0.46770832,1.0087979,3.59E-09,2.67E-07,1.52E-11,2.33E-06
-0.025580171,-0.091743179,1.0067791,0.44955617,0.44044185,1.0096284,6.40E-07,3.35E-06,1.37E-11,-2.73E-06
-0.01472318,-0.091743179,1.0073509,0.42341736,0.40687907,1.0104302,1.87E-07,4.02E-08,1.26E-11,-6.56E-09
-0.003866189,-0.091743179,1.0078918,0.40252557,0.36764741,1.0111939,4.69E-07,2.78E-07,1.16E-11,-5.69E-07
0.006990802,-0.091743179,1.0083452,0.3887893,0.3243145,1.0118402,0,1.19E-07,1.05E-11,1.95E-06
0.017847793,-0.091743179,1.008709,0.38328105,0.27907264,1.0123394,1.46E-06,9.86E-07,9.59E-12,-2.42E-07
