x [mm];y [mm];Velocity u [m/s];Velocity v [m/s];Reynolds stress Rxx [(m/s)^2];Reynolds stress Rxy [(m/s)^2];Reynolds stress Ryy [(m/s)^2];Uncertainty V [m/s]
-37.7113;-31.4068;3.17844;0.903037;0.00553815;0.00211694;0.00262787;0.00521729
-37.3541;-31.4068;3.16229;0.913116;0.00530503;0.00199897;0.00258399;0.00512804
-36.997;-31.4068;3.14775;0.925812;0.00515795;0.00182136;0.00271434;0.00512259
-36.6399;-31.4068;3.13233;0.93858;0.00452036;0.00108284;0.0027936;0.0049376
-36.2828;-31.4068;3.1215;0.951219;0.0053321;0.000810533;0.00308217;0.005296
-35.9257;-31.4068;3.12775;0.962701;0.00477751;0.000553587;0.00353538;0.00526399
-35.5685;-31.4068;3.14715;0.978371;0.00391442;0.000460208;0.00430553;0.00523448
-35.2114;-31.4068;3.16427;0.998906;0.0041505;0.000689177;0.00456244;0.00538917
-34.8543;-31.4068;3.17373;1.02147;0.00368568;0.000312509;0.00509849;0.00541115
-34.4972;-31.4068;3.1742;1.04169;0.00337595;-8.94023e-05;0.00604795;0.00560473
-34.1401;-31.4068;3.17177;1.064;0.00312066;-0.000200135;0.00596355;0.00550279
-33.783;-31.4068;3.16672;1.08589;0.00306134;-0.000121388;0.00654248;0.00565798
-33.4258;-31.4068;3.16265;1.10158;0.0027684;-0.00048804;0.00616409;0.00545664
-33.0687;-31.4068;3.16158;1.1208;0.00282065;-0.000503034;0.00512511;0.00514644
-32.7116;-31.4068;3.16915;1.14547;0.0025118;-0.000166985;0.00465863;0.00488891
-32.3545;-31.4068;3.18167;1.16966;0.00229615;0.000154113;0.00452216;0.00476736
-31.9974;-31.4068;3.18873;1.19629;0.00195066;0.000154154;0.00378211;0.00437141
-31.6402;-31.4068;3.19026;1.22096;0.00179237;0.000253172;0.00289809;0.0039541
-31.2831;-31.4068;3.19041;1.24072;0.00168986;0.000129516;0.00263924;0.00379873
-30.926;-31.4068;3.19197;1.2599;0.00196247;-0.000408281;0.00257862;0.00389063
-30.5689;-31.4068;3.19672;1.27974;0.00257409;-0.000818032;0.00259796;0.00415213
-30.2118;-31.4068;3.20515;1.29493;0.00290425;-0.000643809;0.00239306;0.0042021
-29.8546;-31.4068;3.2141;1.30441;0.00310754;-0.000641737;0.00278426;0.00443163
-29.4975;-31.4068;3.22342;1.31118;0.00324667;-0.000769032;0.00291716;0.00453278
-29.1404;-31.4068;3.23039;1.32469;0.00346276;-0.000599172;0.00242994;0.00443197
-28.7833;-31.4068;3.23661;1.3422;0.00376775;-0.000443088;0.00202099;0.0043927
-28.4262;-31.4068;3.24555;1.35685;0.00341938;-0.000416861;0.00181355;0.00417649
-28.0691;-31.4068;3.25742;1.36953;0.00303868;-0.000265251;0.00144409;0.00386557
-27.7119;-31.4068;3.26345;1.38228;0.00265293;-8.76981e-05;0.00115525;0.00356285
-27.3548;-31.4068;3.26876;1.3938;0.00271388;0.00011854;0.000861401;0.00345219
-26.9977;-31.4068;3.27713;1.40542;0.00278544;0.000177044;0.000679917;0.00339871
-26.6406;-31.4068;3.28458;1.41811;0.00289975;0.000253206;0.000470421;0.0033517
-26.2835;-31.4068;3.29343;1.4329;0.00291212;0.000239242;0.000292266;0.00326822
-25.9263;-31.4068;3.30151;1.44781;0.00277341;0.000267446;0.000243268;0.00317105
-25.5692;-31.4068;3.31055;1.4621;0.00240118;0.000306802;0.000312062;0.00300734
-25.2121;-31.4068;3.32309;1.47609;0.00228035;0.00027932;0.000415926;0.00299793
-24.855;-31.4068;3.33827;1.49135;0.00226537;0.000310894;0.000468683;0.00301886
-24.4979;-31.4068;3.35041;1.5074;0.00226255;0.000336512;0.000518327;0.0030446
-24.1408;-31.4068;3.358;1.52316;0.00208674;0.000326037;0.00058797;0.00298592
-23.7836;-31.4068;3.36142;1.5359;0.00193385;0.000394126;0.000783628;0.00300969
-23.4265;-31.4068;3.36484;1.5468;0.00181809;0.000344867;0.00087103;0.00299395
-23.0694;-31.4068;3.37243;1.55835;0.00166189;0.000404422;0.00113889;0.00305548
-22.7123;-31.4068;3.38646;1.57311;0.0014625;0.00036326;0.00116598;0.00296
-22.3552;-31.4068;3.40754;1.58982;0.00138196;0.000307409;0.00133062;0.00300698
-21.998;-31.4068;3.43095;1.60744;0.00135724;0.000408708;0.001648;0.00316504
-21.6409;-31.4068;3.45588;1.62416;0.00152615;0.000410509;0.00198638;0.00342176
-21.2838;-31.4068;3.47997;1.64108;0.00181959;0.000422441;0.00230418;0.00370754
-20.9267;-31.4068;3.50291;1.65277;0.00193838;0.000535547;0.00259923;0.00388914
-20.5696;-31.4068;3.52304;1.66538;0.0017777;0.000731255;0.00327141;0.00410249
-20.2125;-31.4068;3.54387;1.67764;0.00166036;0.000874534;0.00401401;0.00434909
-19.8553;-31.4068;3.56422;1.68693;0.00162908;0.00113604;0.00504443;0.00471647
-19.4982;-31.4068;3.58376;1.69612;0.00164433;0.00124851;0.00593339;0.00502584
-19.1411;-31.4068;3.60444;1.70008;0.00170034;0.00108645;0.0071246;0.0054237
-18.784;-31.4068;3.62512;1.70878;0.00192635;0.000980233;0.00832826;0.00584654
-18.4269;-31.4068;3.64648;1.72041;0.00239412;0.000801496;0.00785216;0.00584417
-18.0697;-31.4068;3.6675;1.7315;0.00259466;0.00096755;0.00985393;0.00644169
-17.7126;-31.4068;3.68722;1.73872;0.00306305;0.000829249;0.00918231;0.00638889
-17.3555;-31.4068;3.70793;1.74778;0.00370943;0.000519751;0.00888101;0.00647828
-16.9984;-31.4068;3.73518;1.75635;0.00502904;0.00016021;0.0111555;0.00734497
-16.6413;-31.4068;3.76264;1.76828;0.00648993;0.000683693;0.0132246;0.00810648
-16.2842;-31.4068;3.78605;1.77352;0.00723214;0.00102063;0.0118232;0.00796981
-15.927;-31.4068;3.81138;1.77503;0.00782257;0.00130119;0.0101377;0.00773742
-15.5699;-31.4068;3.83272;1.77912;0.00827386;0.00143045;0.00983015;0.00776831
-15.2128;-31.4068;3.85655;1.78327;0.00904694;0.000519351;0.00987155;0.00794114
-14.8557;-31.4068;3.88303;1.783;0.0101859;0.00192404;0.0113127;0.00846535
-14.4986;-31.4068;3.90812;1.77775;0.0100334;0.00224329;0.0107886;0.00833106
-14.1414;-31.4068;3.93002;1.77848;0.00958341;0.00260172;0.0103453;0.0081504
-13.7843;-31.4068;3.95948;1.78839;0.00967663;0.0036217;0.00889737;0.0078685
-13.4272;-31.4068;3.984;1.79001;0.00856463;0.0034089;0.00854481;0.00755192
-13.0701;-31.4068;4.00576;1.77976;0.0078871;0.0030047;0.00752547;0.00716765
-12.713;-31.4068;4.02365;1.76482;0.00679322;0.00273599;0.00613504;0.00656462
-12.3558;-31.4068;4.04195;1.75687;0.0060403;0.00294968;0.00588992;0.00630614
-11.9987;-31.4068;4.06232;1.75124;0.00533689;0.00261649;0.00606383;0.00616461
-11.6416;-31.4068;4.08409;1.74339;0.00531093;0.00266351;0.00701893;0.00641089
-11.2845;-31.4068;4.10736;1.73441;0.00535034;0.00226048;0.00712625;0.00644892
-10.9274;-31.4068;4.13337;1.72232;0.00551471;0.00176583;0.00704427;0.00647018
-10.5703;-31.4068;4.15817;1.71658;0.00582078;0.00122281;0.00676435;0.00647692
-10.2131;-31.4068;4.18185;1.70869;0.00525645;0.000363826;0.00605551;0.00614056
-9.85602;-31.4068;4.20152;1.69446;0.00458924;-0.000208243;0.00542096;0.00577645
-9.4989;-31.4068;4.21838;1.67512;0.00466771;-0.000321798;0.00544955;0.00580725
-9.14178;-31.4068;4.23612;1.65671;0.0048151;-5.39834e-05;0.00485116;0.00567634
-8.78466;-31.4068;4.25085;1.64325;0.00508156;-0.000562971;0.00441518;0.00562635
-8.42755;-31.4068;4.25983;1.63029;0.00533501;-0.00071773;0.00400201;0.00557883
-8.07043;-31.4068;4.26788;1.61542;0.00574672;-0.000849592;0.00343363;0.00553183
-7.71331;-31.4068;4.27971;1.59915;0.00566597;-0.000745074;0.00296469;0.00536366
-7.35619;-31.4068;4.29188;1.58858;0.00525813;-0.000649062;0.00274286;0.0051643
-6.99907;-31.4068;4.30106;1.58048;0.00503159;-0.000844425;0.00244429;0.00499195
-6.64195;-31.4068;4.30926;1.56722;0.00506841;-0.00110455;0.00234164;0.00496993
-6.28484;-31.4068;4.31267;1.55326;0.00550005;-0.000865984;0.0020515;0.00501715
-5.92772;-31.4068;4.31619;1.54226;0.0055492;-0.000390343;0.00165936;0.00490189
-5.5706;-31.4068;4.32179;1.53378;0.00550193;-0.000328856;0.00151815;0.00483738
-5.21348;-31.4068;4.32777;1.52272;0.00528706;-0.000584368;0.00142684;0.00473072
-4.85636;-31.4068;4.33382;1.5149;0.00526382;-0.000886346;0.00122099;0.0046493
-4.49924;-31.4068;4.33632;1.50907;0.00567538;-0.00121921;0.00126679;0.00481047
-4.14212;-31.4068;4.33753;1.50264;0.00629986;-0.00160208;0.00135077;0.00504996
-3.78501;-31.4068;4.33807;1.49426;0.00606304;-0.00147941;0.00120566;0.0049223
-3.42789;-31.4068;4.34049;1.48679;0.00577447;-0.00130338;0.00110791;0.0047897
-3.07077;-31.4068;4.3432;1.47889;0.00606337;-0.00132029;0.00108674;0.00488198
-2.71365;-31.4068;4.34642;1.47124;0.00594163;-0.00127357;0.00102451;0.00481876
-2.35653;-31.4068;4.35051;1.4668;0.00583828;-0.00132943;0.00116347;0.00483106
-1.99941;-31.4068;4.35619;1.46282;0.00594111;-0.00142801;0.00129932;0.00491271
-1.6423;-31.4068;4.36186;1.45964;0.00574569;-0.00150594;0.00146646;0.00490311
-1.28518;-31.4068;4.3693;1.45731;0.00571091;-0.00179134;0.0017425;0.00498444
-0.928059;-31.4068;4.37583;1.45592;0.00619841;-0.00207823;0.00199538;0.00522615
-0.570941;-31.4068;4.37881;1.45448;0.0073733;-0.00217802;0.00198628;0.00558557
-0.213822;-31.4068;4.37665;1.45145;0.0110573;-0.002404;0.0020218;0.00660279
0.143296;-31.4068;4.35878;1.44077;0.0183503;-0.00269481;0.00191039;0.008218
0.500414;-31.4068;4.31325;1.42006;0.0329673;-0.00146357;0.00189527;0.01078
0.857533;-31.4068;4.23319;1.38825;0.0585419;0.00305794;0.00262585;0.0142791
1.21465;-31.4068;4.11105;1.34387;0.0980118;0.011672;0.00432005;0.0184691
1.57177;-31.4068;3.94256;1.28237;0.155846;0.0248094;0.00737108;0.023325
1.92889;-31.4068;3.72064;1.20082;0.232621;0.046463;0.0133874;0.0286362
2.28601;-31.4068;3.4456;1.09823;0.312642;0.0693487;0.0200199;0.0332997
2.64312;-31.4068;3.11872;0.980207;0.396894;0.0926633;0.0255984;0.0375274
3.00024;-31.4068;2.75802;0.857863;0.463343;0.11006;0.0300614;0.0405547
3.35736;-31.4068;2.39026;0.737707;0.498324;0.123057;0.0345077;0.0421439
3.71448;-31.4068;2.02052;0.621451;0.499203;0.129098;0.0370173;0.0422777
4.0716;-31.4068;1.66737;0.513197;0.475642;0.126279;0.0371754;0.0413448
4.42872;-31.4068;1.33762;0.413439;0.439735;0.117185;0.0352693;0.0397913
4.78584;-31.4068;1.0343;0.321299;0.399705;0.106853;0.0334571;0.0379983
5.14295;-31.4068;0.768301;0.24027;0.346021;0.0959482;0.0331131;0.0355497
5.50007;-31.4068;0.539291;0.168801;0.294842;0.0848911;0.0325149;0.0330332
5.85719;-31.4068;0.34147;0.104789;0.252635;0.0715616;0.030505;0.0307213
6.21431;-31.4068;0.173269;0.0560486;0.220011;0.059582;0.0283824;0.0287746
6.57143;-31.4068;0.0381892;0.0193228;0.195428;0.0511875;0.0282349;0.0273046
6.92855;-31.4068;-0.0693376;-0.0111556;0.178693;0.0460049;0.0299671;0.0263729
7.28566;-31.4068;-0.156689;-0.0342581;0.166166;0.04281;0.0319067;0.0256952
7.64278;-31.4068;-0.227711;-0.0452629;0.155534;0.0369266;0.0319963;0.025002
7.9999;-31.4068;-0.290669;-0.0482233;0.150911;0.0301178;0.0334469;0.0247897
8.35702;-31.4068;-0.337563;-0.0486037;0.151441;0.0247727;0.0368252;0.025051
8.71414;-31.4068;-0.369329;-0.0475564;0.147385;0.0208104;0.0404135;0.0250199
9.07126;-31.4068;-0.397793;-0.0416369;0.145383;0.0188479;0.0477846;0.0253751
9.42837;-31.4068;-0.419763;-0.0316471;0.145352;0.0183919;0.0588482;0.0260896
9.78549;-31.4068;-0.435753;-0.020925;0.142837;0.0165727;0.0671333;0.0264556
10.1426;-31.4068;-0.451876;-0.0118757;0.137574;0.0137004;0.0739988;0.0265564
10.4997;-31.4068;-0.460496;0.000742416;0.132778;0.00912785;0.0799367;0.0266279
10.8568;-31.4068;-0.466256;0.0182763;0.131007;0.00513599;0.0879395;0.0270152
11.214;-31.4068;-0.472446;0.0365618;0.134333;0.0030459;0.0939477;0.027585
11.5711;-31.4068;-0.47725;0.0552329;0.135617;0.00194177;0.0960557;0.0277893
11.9282;-31.4068;-0.481768;0.0736558;0.135911;0.00151667;0.101142;0.0281101
12.2853;-31.4068;-0.485087;0.0912579;0.136203;0.00128197;0.112834;0.0288119
12.6424;-31.4068;-0.484239;0.104002;0.1385;0.00128973;0.125551;0.0296677
12.9996;-31.4068;-0.481173;0.1162;0.139041;0.000476884;0.134885;0.0302173
13.3567;-31.4068;-0.477923;0.130607;0.140113;-0.00042582;0.135527;0.0303117
13.7138;-31.4068;-0.474668;0.143368;0.141362;0.000344996;0.13418;0.0303063
14.0709;-31.4068;-0.471514;0.156485;0.145849;0.000139841;0.135595;0.0306291
14.428;-31.4068;-0.466481;0.168983;0.153525;-0.00303031;0.139946;0.0312768
14.7852;-31.4068;-0.455828;0.18353;0.1646;-0.00496758;0.152051;0.0324885
15.1423;-31.4068;-0.44381;0.19949;0.172536;-0.00336759;0.162609;0.0334238
15.4994;-31.4068;-0.437983;0.212294;0.184937;-0.00197623;0.169337;0.0343644
15.8565;-31.4068;-0.430858;0.221464;0.195866;-0.00490902;0.171396;0.0349887
16.2136;-31.4068;-0.419813;0.230103;0.204295;-0.00923439;0.170512;0.0353463
16.5707;-31.4068;-0.40684;0.234429;0.205322;-0.00745142;0.173402;0.0355304
16.9279;-31.4068;-0.392465;0.23007;0.203639;-0.00374396;0.181985;0.0358527
17.285;-31.4068;-0.376427;0.227636;0.201735;-0.000118885;0.190866;0.0361755
17.6421;-31.4068;-0.3602;0.233598;0.205779;-0.00048461;0.196443;0.0366161
17.9992;-31.4068;-0.34701;0.242317;0.213179;-0.00363755;0.196249;0.0369427
18.3563;-31.4068;-0.33239;0.247845;0.217546;-0.00777965;0.191134;0.0369089
18.7135;-31.4068;-0.318778;0.250837;0.217354;-0.00838696;0.185652;0.0366518
19.0706;-31.4068;-0.311538;0.252549;0.22076;-0.00634695;0.179014;0.0365045
19.4277;-31.4068;-0.312594;0.254252;0.224818;-0.00209066;0.175517;0.0365301
19.7848;-31.4068;-0.319173;0.258532;0.236226;0.000106114;0.176529;0.0370925
20.1419;-31.4068;-0.322052;0.264997;0.24686;-0.000617962;0.183643;0.0378816
20.499;-31.4068;-0.324278;0.273828;0.254463;-0.00181002;0.193748;0.0386528
20.8562;-31.4068;-0.324233;0.282606;0.259326;-0.00252441;0.197185;0.039009
21.2133;-31.4068;-0.330829;0.288661;0.263864;-0.00315118;0.188994;0.0388526
21.5704;-31.4068;-0.343733;0.292954;0.273536;-0.00534531;0.177802;0.0387874
21.9275;-31.4068;-0.352556;0.296802;0.285297;-0.00533415;0.170624;0.0389838
22.2846;-31.4068;-0.360928;0.299285;0.29029;0.0023359;0.169297;0.0391402
22.6418;-31.4068;-0.37202;0.30433;0.300119;0.00257597;0.17523;0.0398058
22.9989;-31.4068;-0.385697;0.307338;0.312669;-0.00497017;0.183141;0.0406534
23.356;-31.4068;-0.397224;0.306301;0.316189;-0.0105637;0.197724;0.0413889
23.7131;-31.4068;-0.404291;0.304317;0.315624;-0.0162042;0.206724;0.0417969
24.0702;-31.4068;-0.412334;0.294108;0.323035;-0.0179337;0.21142;0.0422785
24.4273;-31.4068;-0.420862;0.282584;0.338106;-0.0140607;0.221095;0.0431741
24.7845;-31.4068;-0.421843;0.279171;0.349001;-0.0142254;0.233248;0.0440548
25.1416;-31.4068;-0.417922;0.281001;0.359153;-0.0140129;0.23506;0.0445051
25.4987;-31.4068;-0.4066;0.284056;0.364212;-0.0140969;0.228514;0.0444494
25.8558;-31.4068;-0.39884;0.290064;0.372113;-0.0160951;0.217862;0.0443462
26.2129;-31.4068;-0.400776;0.298659;0.376994;-0.0205611;0.214548;0.044405
26.5701;-31.4068;-0.410095;0.304578;0.385783;-0.0260941;0.211429;0.0446173
26.9272;-31.4068;-0.419416;0.30838;0.390885;-0.0350294;0.217843;0.0450454
27.2843;-31.4068;-0.424712;0.307747;0.391885;-0.0412106;0.232103;0.0456066
27.6414;-31.4068;-0.433101;0.306045;0.398488;-0.041346;0.248342;0.0464338
27.9985;-31.4068;-0.440019;0.307844;0.411887;-0.0433652;0.256207;0.0471909
28.3556;-31.4068;-0.441542;0.311554;0.426465;-0.0479355;0.263568;0.0479594
28.7128;-31.4068;-0.44342;0.315998;0.435513;-0.0507988;0.273147;0.0486024
29.0699;-31.4068;-0.443431;0.324632;0.445097;-0.0545012;0.281512;0.0492141
29.427;-31.4068;-0.445063;0.335958;0.458412;-0.0599388;0.285013;0.0497804
29.7841;-31.4068;-0.44854;0.340804;0.471777;-0.0671545;0.277433;0.0499736
30.1412;-31.4068;-0.453752;0.348126;0.486166;-0.0746272;0.268479;0.0501546
30.4984;-31.4068;-0.461341;0.361482;0.497536;-0.0823656;0.256802;0.0501444
30.8555;-31.4068;-0.466795;0.366175;0.51326;-0.0915777;0.265099;0.0509365
31.2126;-31.4068;-0.47516;0.362116;0.525442;-0.101401;0.287663;0.052061
31.5697;-31.4068;-0.478394;0.357744;0.534505;-0.106529;0.312967;0.0531499
31.9268;-31.4068;-0.484397;0.368374;0.537077;-0.111572;0.33296;0.0538528
32.284;-31.4068;-0.495751;0.387255;0.541733;-0.11014;0.330093;0.0539081
32.6411;-31.4068;-0.512412;0.401162;0.545967;-0.104543;0.310171;0.0534209
32.9982;-31.4068;-0.528119;0.403227;0.551892;-0.0986944;0.290068;0.0529767
33.3553;-31.4068;-0.544128;0.401552;0.557862;-0.0944225;0.278375;0.0527964
33.7124;-31.4068;-0.55756;0.403644;0.554363;-0.0866455;0.271926;0.0524814
34.0695;-31.4068;-0.567715;0.410148;0.546553;-0.0700006;0.271245;0.0522111
34.4267;-31.4068;-0.579177;0.419272;0.54976;-0.056278;0.279851;0.0525868
34.7838;-31.4068;-0.592058;0.423362;0.558457;-0.0534809;0.286953;0.0530852
35.1409;-31.4068;-0.603677;0.434511;0.57015;-0.0628184;0.292382;0.0537096
35.498;-31.4068;-0.612504;0.444778;0.5737;-0.0733107;0.299046;0.0540267
35.8551;-31.4068;-0.627297;0.456441;0.584087;-0.0865243;0.304201;0.0544147
36.2123;-31.4068;-0.631268;0.466669;0.604623;-0.101134;0.311534;0.055354
36.5694;-31.4068;-0.639083;0.478808;0.622311;-0.117093;0.324916;0.0561909
36.9265;-31.4068;-0.65689;0.492608;0.645065;-0.124923;0.326109;0.0569919
37.2836;-31.4068;-0.67528;0.490966;0.660642;-0.121242;0.334782;0.0576028
37.6407;-31.4068;-0.6893;0.477301;0.682445;-0.125219;0.358889;0.0589162
37.9978;-31.4068;-0.697462;0.460529;0.704412;-0.137802;0.383258;0.0602127
38.355;-31.4068;-0.703737;0.454583;0.723882;-0.143911;0.402239;0.0612677
38.7121;-31.4068;-0.707891;0.451119;0.736094;-0.144591;0.400038;0.0615395
39.0692;-31.4068;-0.703328;0.447388;0.741257;-0.149046;0.408819;0.061916
39.4263;-31.4068;-0.703047;0.452073;0.746634;-0.148903;0.417542;0.0622943
39.7834;-31.4068;-0.708927;0.451087;0.754322;-0.146082;0.427795;0.0627725
40.1406;-31.4068;-0.722275;0.445159;0.778257;-0.145185;0.446329;0.0639969
40.4977;-31.4068;-0.736323;0.440517;0.813464;-0.158783;0.466311;0.0654231
40.8548;-31.4068;-0.74616;0.428178;0.830616;-0.165096;0.464674;0.0657087
41.2119;-31.4068;-0.754395;0.410551;0.839686;-0.16573;0.452517;0.0656304
41.569;-31.4068;-0.771095;0.401062;0.829415;-0.164661;0.453748;0.0654004
41.9261;-31.4068;-0.785663;0.403771;0.818413;-0.157338;0.443698;0.0648617
42.2833;-31.4068;-0.799212;0.410827;0.828203;-0.151712;0.434107;0.0648668
42.6404;-31.4068;-0.814603;0.416438;0.843318;-0.141669;0.411839;0.0646827
42.9975;-31.4068;-0.825645;0.418514;0.844973;-0.132707;0.409739;0.0646713
43.3546;-31.4068;-0.827436;0.426499;0.864326;-0.137259;0.427018;0.0656085
43.7117;-31.4068;-0.824617;0.438355;0.878799;-0.138425;0.443644;0.0663939
44.0689;-31.4068;-0.808042;0.435344;0.885327;-0.141024;0.452729;0.0667846
44.426;-31.4068;-0.810762;0.422767;0.879666;-0.144101;0.46777;0.0671303
44.7831;-31.4068;-0.811555;0.39552;0.884362;-0.153781;0.476816;0.0674717
45.1402;-31.4068;-0.809944;0.365307;0.879597;-0.173812;0.502274;0.0678693
45.4973;-31.4068;-0.813859;0.355419;0.858167;-0.176726;0.531206;0.0680533
45.8545;-31.4068;-0.806983;0.362047;0.850671;-0.163498;0.566293;0.0691884
-44.8536;-31.7639;3.26755;0.688675;0.00443918;3.14738e-05;0.00442663;0.00545445
-44.4965;-31.7639;3.26553;0.692853;0.00273006;-0.00036282;0.00192007;0.00393706
-44.1394;-31.7639;3.2602;0.704876;0.00261632;-0.000220874;0.00153498;0.0037199
-43.7823;-31.7639;3.25374;0.717992;0.00276352;-0.000102593;0.00137135;0.00371253
-43.4251;-31.7639;3.24787;0.729464;0.00205309;2.86802e-06;0.00101823;0.00319965
-43.068;-31.7639;3.24448;0.7405;0.00180328;9.89772e-05;0.000973249;0.00304222
-42.7109;-31.7639;3.24316;0.752153;0.00188497;7.1633e-06;0.00111284;0.00316112
-42.3538;-31.7639;3.24166;0.762342;0.00187108;-4.49073e-05;0.00122414;0.00321207
-41.9967;-31.7639;3.24188;0.770748;0.00202595;-0.00011692;0.00124157;0.00330026
-41.6396;-31.7639;3.24035;0.778526;0.00205451;-0.000201856;0.00117951;0.0032833
-41.2824;-31.7639;3.23516;0.787393;0.00214045;-0.000240207;0.00122422;0.00334897
-40.9253;-31.7639;3.23035;0.793909;0.00265542;-9.37221e-05;0.00122418;0.00359611
-40.5682;-31.7639;3.22838;0.797734;0.00315929;-1.21216e-05;0.00125709;0.00383683
-40.2111;-31.7639;3.22341;0.80504;0.00376665;0.00046171;0.0012317;0.00408181
-39.854;-31.7639;3.21408;0.817827;0.00443259;0.00126308;0.00149595;0.00444543
-39.4968;-31.7639;3.20344;0.832949;0.00544873;0.00147753;0.00162235;0.00485492
-39.1397;-31.7639;3.1917;0.84641;0.00661522;0.00155691;0.00180205;0.00529694
-38.7826;-31.7639;3.18191;0.861688;0.00708743;0.00171297;0.00209687;0.00553302
-38.4255;-31.7639;3.17631;0.879309;0.00675778;0.00182246;0.00243446;0.00553541
-38.0684;-31.7639;3.17491;0.894861;0.00608179;0.00216525;0.00276492;0.00543038
-37.7113;-31.7639;3.16886;0.905761;0.00545075;0.00182466;0.00271716;0.00521789
-37.3541;-31.7639;3.15684;0.916542;0.00502117;0.00176197;0.00307857;0.00519607
-36.997;-31.7639;3.1444;0.928875;0.00467285;0.00155955;0.00336999;0.00517779
-36.6399;-31.7639;3.13112;0.942837;0.00412521;0.00118209;0.00314788;0.00492378
-36.2828;-31.7639;3.12414;0.957834;0.00421015;0.00115564;0.00343615;0.00504853
-35.9257;-31.7639;3.12918;0.969178;0.00362689;0.000837534;0.0035145;0.004879
-35.5685;-31.7639;3.14321;0.981078;0.0033137;0.000663808;0.00356126;0.00478712
-35.2114;-31.7639;3.15531;0.995968;0.00340223;0.000688302;0.00351264;0.00480099
-34.8543;-31.7639;3.15983;1.02276;0.00331119;0.000456328;0.00422078;0.00501064
-34.4972;-31.7639;3.15976;1.04798;0.00312464;3.82425e-05;0.00469139;0.00510426
-34.1401;-31.7639;3.15486;1.0694;0.00315859;-0.000407353;0.00493813;0.0051951
-33.783;-31.7639;3.15122;1.09235;0.00290722;-0.00031336;0.00545474;0.00527951
-33.4258;-31.7639;3.14895;1.10879;0.00267722;1.57816e-05;0.00521209;0.00512813
-33.0687;-31.7639;3.14556;1.12741;0.0027126;0.000566285;0.00485894;0.00502379
-32.7116;-31.7639;3.15097;1.15292;0.00262748;0.000760764;0.0043513;0.00482313
-32.3545;-31.7639;3.16099;1.17783;0.0025885;0.000941062;0.00445402;0.00484511
-31.9974;-31.7639;3.16904;1.20692;0.00216737;0.000696797;0.00371194;0.00442693
-31.6402;-31.7639;3.17414;1.23249;0.00179626;0.000395285;0.00281454;0.00392038
-31.2831;-31.7639;3.17591;1.25338;0.00185883;7.14729e-05;0.00239016;0.00376342
-30.926;-31.7639;3.1758;1.27122;0.00224535;-0.000297441;0.00236952;0.0039221
-30.5689;-31.7639;3.17985;1.28903;0.00281886;-0.000607576;0.00240133;0.00417141
-30.2118;-31.7639;3.18783;1.307;0.00326163;-0.000633055;0.00245402;0.00436488
-29.8546;-31.7639;3.19915;1.31905;0.00348966;-0.000766957;0.0026556;0.00452595
-29.4975;-31.7639;3.20695;1.32773;0.00369143;-0.000876921;0.00268524;0.00461037
-29.1404;-31.7639;3.21025;1.33983;0.00413549;-0.000669116;0.00216859;0.00458406
-28.7833;-31.7639;3.21569;1.3552;0.00463612;-0.000582033;0.00178895;0.00462784
-28.4262;-31.7639;3.22586;1.36844;0.00407041;-0.000478012;0.00145714;0.00429246
-28.0691;-31.7639;3.23713;1.3801;0.00362763;-0.000283093;0.00124791;0.00403136
-27.7119;-31.7639;3.24431;1.39295;0.0034908;-4.24447e-05;0.000924676;0.00383644
-27.3548;-31.7639;3.25037;1.40659;0.00345619;0.000201354;0.000698251;0.00372131
-26.9977;-31.7639;3.25873;1.41967;0.00317832;0.000308686;0.000514885;0.00350866
-26.6406;-31.7639;3.26657;1.43221;0.00339187;0.000257912;0.00041485;0.00356217
-26.2835;-31.7639;3.2736;1.44587;0.00320869;0.000209872;0.000300651;0.0034202
-25.9263;-31.7639;3.27935;1.46025;0.00316107;0.000320799;0.000304375;0.00339875
-25.5692;-31.7639;3.28988;1.47531;0.00290701;0.000453229;0.000425542;0.00333294
-25.2121;-31.7639;3.30263;1.4903;0.00279709;0.000375916;0.00060514;0.0033676
-24.855;-31.7639;3.31678;1.50518;0.00270627;0.000256497;0.000778407;0.00340817
-24.4979;-31.7639;3.3301;1.52182;0.00239304;0.00037724;0.00076832;0.00324621
-24.1408;-31.7639;3.33901;1.53844;0.00230111;0.000428659;0.000847411;0.00323961
-23.7836;-31.7639;3.34585;1.55413;0.00248449;0.000527194;0.00116895;0.00348972
-23.4265;-31.7639;3.34988;1.5683;0.00228033;0.000556881;0.00136237;0.00348459
-23.0694;-31.7639;3.35558;1.58068;0.00215196;0.000684668;0.0015371;0.00350669
-22.7123;-31.7639;3.36728;1.59585;0.00192157;0.00063344;0.00159653;0.00342447
-22.3552;-31.7639;3.38751;1.61406;0.00160153;0.000557372;0.00177271;0.00335372
-21.998;-31.7639;3.41077;1.63266;0.00162131;0.00072758;0.00214767;0.00354447
-21.6409;-31.7639;3.43632;1.6515;0.001807;0.000783607;0.00246016;0.00377145
-21.2838;-31.7639;3.46235;1.66774;0.00193506;0.000659934;0.00272628;0.0039418
-20.9267;-31.7639;3.48663;1.68202;0.00199415;0.000774368;0.00314017;0.00413695
-20.5696;-31.7639;3.50867;1.69401;0.00180251;0.000970014;0.00407884;0.0044277
