x [mm];y [mm];Velocity u [m/s];Velocity v [m/s];Reynolds stress Rxx [(m/s)^2];Reynolds stress Rxy [(m/s)^2];Reynolds stress Ryy [(m/s)^2];Uncertainty V [m/s]
-13.4272;1.44811;4.03487;0.630525;0.0039211;-4.78616e-05;0.00219264;0.00451433
-13.0701;1.44811;4.0436;0.63253;0.00615616;0.000112861;0.00188358;0.00517679
-12.713;1.44811;4.0531;0.631405;0.00838298;0.000339634;0.001786;0.00582208
-12.3558;1.44811;4.05436;0.628949;0.00962841;0.000890652;0.00187058;0.00619112
-11.9987;1.44811;4.05228;0.626875;0.0115075;0.00150372;0.0020371;0.00671927
-11.6416;1.44811;4.04799;0.624998;0.0100737;0.00157067;0.00209149;0.00636794
-11.2845;1.44811;4.04347;0.626194;0.00841426;0.000966119;0.00184666;0.00584834
-10.9274;1.44811;4.04202;0.626209;0.00782426;0.000750013;0.0019287;0.00570174
-10.5703;1.44811;4.04086;0.625543;0.0066621;0.000431808;0.00197177;0.00536466
-10.2131;1.44811;4.04372;0.625198;0.0063328;0.000113964;0.00200124;0.00527069
-9.85602;1.44811;4.04569;0.624396;0.00590797;-0.000254392;0.00194169;0.00511523
-9.4989;1.44811;4.04969;0.621028;0.00608177;-0.000419847;0.00169034;0.0050899
-9.14178;1.44811;4.05698;0.618675;0.00621032;-0.00061595;0.00198231;0.00522578
-8.78466;1.44811;4.06263;0.615376;0.00692169;-0.00063363;0.00215399;0.00550021
-8.42755;1.44811;4.06251;0.615938;0.00653598;-0.00095121;0.00217296;0.00538793
-8.07043;1.44811;4.07036;0.617182;0.0063368;-0.00108719;0.00211988;0.00530933
-7.71331;1.44811;4.08127;0.618622;0.0072764;-0.00069621;0.0019516;0.00554617
-7.35619;1.44811;4.08717;0.621484;0.00769733;-0.000667046;0.00190327;0.00565703
-6.99907;1.44811;4.08981;0.622466;0.00781827;-0.000397128;0.00187762;0.00568503
-6.64195;1.44811;4.09095;0.616316;0.00849114;-0.000266509;0.00202339;0.00592017
-6.28484;1.44811;4.09238;0.61358;0.00805577;-0.000617916;0.00212963;0.00582678
-5.92772;1.44811;4.09543;0.61546;0.00683537;-0.000475001;0.00204036;0.00543928
-5.5706;1.44811;4.10171;0.61741;0.00629562;-0.000299789;0.0019134;0.005231
-5.21348;1.44811;4.10638;0.617977;0.00554165;-0.000119105;0.00189507;0.00497886
-4.85636;1.44811;4.11019;0.618421;0.00494321;9.26955e-06;0.00170819;0.00470865
-4.49924;1.44811;4.11417;0.617456;0.00489776;0.000167116;0.00151167;0.0046222
-4.14212;1.44811;4.11524;0.617843;0.00469818;0.000123166;0.00143507;0.00452152
-3.78501;1.44811;4.12311;0.621982;0.00559348;-3.76688e-05;0.00156939;0.00488633
-3.42789;1.44811;4.13414;0.627874;0.00535947;0.000174435;0.00150526;0.00478356
-3.07077;1.44811;4.14126;0.633029;0.00459141;0.00010723;0.00133732;0.0044455
-2.71365;1.44811;4.14169;0.635137;0.0043279;0.000216771;0.00150604;0.00440982
-2.35653;1.44811;4.14033;0.636184;0.00347888;0.000281418;0.00139977;0.00403264
-1.99941;1.44811;4.14132;0.633301;0.00304045;0.00031085;0.0013872;0.00384172
-1.6423;1.44811;4.14224;0.628054;0.00263291;0.000405977;0.00127926;0.00361117
-1.28518;1.44811;4.14535;0.624767;0.0018749;0.000294406;0.00121126;0.00320736
-0.928059;1.44811;4.14714;0.620196;0.00164307;0.000183533;0.0010354;0.00298801
-0.570941;1.44811;4.14743;0.614293;0.00149588;0.000183693;0.00114505;0.002967
-0.213822;1.44811;4.14684;0.608707;0.00138943;0.000201997;0.00118237;0.00292791
0.143296;1.44811;4.14984;0.607052;0.00132997;9.71804e-05;0.00109448;0.00284279
0.500414;1.44811;4.15422;0.606792;0.00126641;-8.31814e-05;0.0010451;0.00277579
0.857533;1.44811;4.15905;0.604523;0.00143791;-0.000215459;0.00121286;0.00297252
1.21465;1.44811;4.16371;0.600463;0.00168707;-0.000336964;0.00128589;0.003148
1.57177;1.44811;4.16689;0.598678;0.00209982;-0.000461018;0.00136614;0.003399
1.92889;1.44811;4.17395;0.595526;0.00301447;-0.000629366;0.00141477;0.00384241
2.28601;1.44811;4.18597;0.593458;0.00396678;-0.000600389;0.00126616;0.0041765
2.64312;1.44811;4.19485;0.593677;0.00416145;-0.000438202;0.00122267;0.0042364
3.00024;1.44811;4.20235;0.59739;0.00384695;-0.000281561;0.00116646;0.00408795
3.35736;1.44811;4.20936;0.60293;0.00305726;-0.000222553;0.00125066;0.00378942
3.71448;1.44811;4.21582;0.607282;0.00260151;-0.000181947;0.00134854;0.00362861
4.0716;1.44811;4.22037;0.609497;0.00224849;-0.000317585;0.00130834;0.00344327
4.42872;1.44811;4.22426;0.606565;0.00189821;-0.000389788;0.00131768;0.00327409
4.78584;1.44811;4.2297;0.604516;0.00183859;-0.000353803;0.00150832;0.00334011
5.14295;1.44811;4.23456;0.603144;0.00194296;-0.000389453;0.00151401;0.00339459
5.50007;1.44811;4.23006;0.601723;0.00196329;-0.00057177;0.00159808;0.00344546
5.85719;1.44811;4.21656;0.600599;0.00199804;-0.000677751;0.00156914;0.00344828
6.21431;1.44811;4.2035;0.598338;0.00204166;-0.000599883;0.00151274;0.00344209
6.57143;1.44811;4.19825;0.592842;0.00216597;-0.000472285;0.00149827;0.00349487
6.92855;1.44811;4.20383;0.589756;0.00224385;-0.000292407;0.00149647;0.00353097
7.28566;1.44811;4.21568;0.589115;0.00254565;-4.81042e-05;0.00158267;0.00370959
7.64278;1.44811;4.22816;0.59066;0.00273431;0.000296016;0.00204281;0.00399046
7.9999;1.44811;4.23922;0.596862;0.00263734;8.03797e-05;0.00229228;0.00405365
8.35702;1.44811;4.24584;0.606;0.00208291;-0.000238396;0.00252378;0.00391863
8.71414;1.44811;4.24678;0.612387;0.00210769;-0.0004286;0.00274314;0.00402113
9.07126;1.44811;4.25552;0.611358;0.00213074;-0.000574153;0.00294198;0.00411207
9.42837;1.44811;4.26562;0.605386;0.00216639;-0.000552814;0.00320371;0.00423088
9.78549;1.44811;4.27212;0.601595;0.00188364;-0.000520331;0.00306327;0.00406075
10.1426;1.44811;4.27361;0.608069;0.00140421;-0.000549944;0.0029499;0.00380968
10.4997;1.44811;4.27554;0.615156;0.00163613;-0.000562522;0.0028585;0.00387067
10.8568;1.44811;4.27853;0.611871;0.00193216;-0.000538637;0.00318102;0.00412843
11.214;1.44811;4.28019;0.604935;0.00183073;-0.000283398;0.00290288;0.00397224
11.5711;1.44811;4.28314;0.59481;0.00163144;-0.000250068;0.0027863;0.00383742
11.9282;1.44811;4.2855;0.588049;0.00194215;-0.000460294;0.0028016;0.00397649
12.2853;1.44811;4.28127;0.589143;0.00177311;-0.000733542;0.00272277;0.00387121
12.6424;1.44811;4.27669;0.597762;0.00160225;-0.000554789;0.00240301;0.00365388
12.9996;1.44811;4.28149;0.60762;0.00145059;-0.000587001;0.00256955;0.00366067
13.3567;1.44811;4.28974;0.612014;0.00148229;-0.000565758;0.00267283;0.00372161
13.7138;1.44811;4.28998;0.611782;0.00150706;-0.000597808;0.00280436;0.00379096
14.0709;1.44811;4.28023;0.608696;0.0016246;-0.000702236;0.00352199;0.00414189
14.428;1.44811;4.27392;0.60563;0.00196519;-0.000676695;0.00345824;0.00425184
14.7852;1.44811;4.27778;0.603074;0.00206812;-0.000717474;0.00338568;0.00426372
15.1423;1.44811;4.28745;0.604866;0.0021064;-0.000803009;0.00310649;0.00416849
15.4994;1.44811;4.29822;0.611277;0.00218106;-0.000957571;0.00312261;0.00420463
15.8565;1.44811;4.30892;0.61009;0.00206272;-0.000950912;0.00337307;0.00425668
16.2136;1.44811;4.32158;0.600552;0.00211801;-0.00112814;0.00350946;0.00433108
16.5707;1.44811;4.32529;0.591896;0.00225112;-0.00122478;0.00349828;0.00437775
16.9279;1.44811;4.32254;0.584563;0.00218812;-0.00105818;0.00332804;0.00428803
17.285;1.44811;4.31775;0.577124;0.00209931;-0.000952614;0.00321458;0.00420868
17.6421;1.44811;4.31295;0.573205;0.00226397;-0.000734763;0.00257761;0.00401728
17.9992;1.44811;4.30712;0.567425;0.00240265;-0.000367324;0.00236379;0.00398599
18.3563;1.44811;4.30009;0.560491;0.00231546;-7.76535e-05;0.00279866;0.00412881
18.7135;1.44811;4.30697;0.556648;0.0020352;2.20941e-05;0.0034029;0.00425758
19.0706;1.44811;4.31531;0.554782;0.00171162;-0.000202571;0.00413143;0.00441326
19.4277;1.44811;4.31395;0.551909;0.00142525;-0.000411766;0.00510667;0.00466616
19.7848;1.44811;4.31325;0.548493;0.00112965;-0.000476755;0.0055777;0.00472841
20.1419;1.44811;4.31567;0.542178;0.000997969;-0.000715663;0.00616674;0.00488696
20.499;1.44811;4.31955;0.533769;0.000970689;-0.000875851;0.00621658;0.00489464
20.8562;1.44811;4.31973;0.527035;0.000927972;-0.000868153;0.00638487;0.00493722
21.2133;1.44811;4.31276;0.521304;0.00100627;-0.000820313;0.0060386;0.00484592
21.5704;1.44811;4.30539;0.51552;0.00122094;-0.00103744;0.00582939;0.00484779
21.9275;1.44811;4.30131;0.51078;0.00163345;-0.00140805;0.00541884;0.00484847
22.2846;1.44811;4.30283;0.504194;0.0018795;-0.00168075;0.00489903;0.00475343
22.6418;1.44811;4.30725;0.496498;0.00194905;-0.00168089;0.00469532;0.00470615
22.9989;1.44811;4.31267;0.490439;0.00223465;-0.00166718;0.00467051;0.00479762
23.356;1.44811;4.31463;0.491716;0.00251789;-0.00173471;0.00484336;0.00495353
23.7131;1.44811;4.31832;0.495958;0.00260487;-0.00180934;0.00567585;0.0052538
24.0702;1.44811;4.32186;0.503989;0.00216297;-0.0012452;0.00701031;0.0055297
24.4273;1.44811;4.3219;0.506413;0.00174644;-0.000645367;0.00926698;0.00605899
24.7845;1.44811;4.31881;0.500674;0.00162304;-0.000575815;0.011448;0.00660077
25.1416;1.44811;4.31017;0.490432;0.00153029;-0.000994969;0.0135354;0.00708654
25.4987;1.44811;4.29657;0.485959;0.00166997;-0.00193222;0.0131605;0.00703099
25.8558;1.44811;4.28619;0.492576;0.00193356;-0.00228918;0.010891;0.00653823
26.2129;1.44811;4.28073;0.491321;0.00219882;-0.00188758;0.00948614;0.00624098
26.5701;1.44811;4.28708;0.483823;0.00243621;-0.00140376;0.00887566;0.00614054
26.9272;1.44811;4.29766;0.473504;0.00251878;-0.00125992;0.00904173;0.00620766
27.2843;1.44811;4.30395;0.465868;0.00300248;-0.00135386;0.00927051;0.00639609
27.6414;1.44811;4.30892;0.45972;0.00326572;-0.001433;0.00889229;0.00636606
27.9985;1.44811;4.31883;0.456776;0.00303931;-0.00153414;0.00861191;0.00623197
28.3556;1.44811;4.33415;0.453141;0.00261359;-0.00199182;0.00870779;0.00614312
28.7128;1.44811;4.34847;0.444347;0.00238914;-0.00163029;0.00876071;0.00609641
29.0699;1.44811;4.35572;0.440477;0.0023764;-0.00103923;0.00942225;0.00627127
29.427;1.44811;4.35912;0.44846;0.00282784;-0.000227153;0.0108527;0.00675291
29.7841;1.44811;4.36263;0.4527;0.00308306;0.000657844;0.0111071;0.00687754
30.1412;1.44811;4.36567;0.443708;0.00273994;0.000421423;0.0114231;0.00687095
30.4984;1.44811;4.36761;0.427862;0.00283115;-0.000348241;0.0122283;0.00708507
30.8555;1.44811;4.37056;0.423593;0.00275486;-0.00110336;0.0115809;0.00691273
31.2126;1.44811;4.36682;0.425149;0.00242958;-0.00179428;0.0104873;0.00656174
31.5697;1.44811;4.35186;0.42514;0.00215058;-0.00149541;0.00978208;0.00630678
31.9268;1.44811;4.34813;0.418276;0.00204183;-0.000783114;0.00853138;0.00593667
32.284;1.44811;4.35536;0.412754;0.00193756;-0.000207761;0.00737599;0.00557182
32.6411;1.44811;4.35963;0.412523;0.00202446;0.000218473;0.00824452;0.00585064
32.9982;1.44811;4.36312;0.416133;0.00218258;0.000397091;0.00916068;0.00614906
33.3553;1.44811;4.36734;0.418644;0.00242066;0.000299828;0.00915088;0.00621062
33.7124;1.44811;4.37676;0.418296;0.00271469;-0.000296583;0.0087896;0.00619255
34.0695;1.44811;4.38636;0.412225;0.00260033;-0.000431175;0.00823382;0.00600948
34.4267;1.44811;4.39369;0.406654;0.00286405;-9.04097e-06;0.00793326;0.00599925
34.7838;1.44811;4.39862;0.397835;0.00292639;0.000479843;0.00955873;0.00645113
35.1409;1.44811;4.39956;0.389853;0.00262609;0.000770701;0.0121004;0.00700632
35.498;1.44811;4.39593;0.383352;0.00266364;0.00126983;0.0131444;0.00725902
35.8551;1.44811;4.39275;0.375924;0.00261489;0.00128639;0.0154338;0.00775644
36.2123;1.44811;4.3908;0.360048;0.00283818;0.00103391;0.0163895;0.00800577
36.5694;1.44811;4.39749;0.341334;0.00349158;0.000329483;0.0150233;0.00785597
36.9265;1.44811;4.41085;0.327091;0.00347529;-0.000459676;0.0125518;0.00730914
37.2836;1.44811;4.41055;0.326359;0.00305549;-0.0010193;0.0105908;0.00674445
37.6407;1.44811;4.4085;0.333647;0.00266939;-0.00146513;0.00992231;0.00647861
37.9978;1.44811;4.41043;0.345009;0.00280533;-0.00214719;0.0108912;0.00675687
38.355;1.44811;4.41772;0.352508;0.003203;-0.00265781;0.0115592;0.00701479
38.7121;1.44811;4.4303;0.349943;0.0032905;-0.00267628;0.0123221;0.007214
39.0692;1.44811;4.43571;0.335479;0.00333674;-0.00251821;0.0125279;0.007272
39.4263;1.44811;4.43257;0.319365;0.00346691;-0.00226519;0.0124076;0.00727427
39.7834;1.44811;4.42952;0.307886;0.00311077;-0.00198938;0.0125338;0.00722139
40.1406;1.44811;4.43333;0.303047;0.00353703;-0.0019503;0.0127028;0.0073575
40.4977;1.44811;4.43751;0.300491;0.00325116;-0.00193364;0.0125595;0.00725962
40.8548;1.44811;4.43922;0.299024;0.00286104;-0.0017438;0.0126522;0.00719102
41.2119;1.44811;4.4404;0.297686;0.00273707;-0.0015134;0.0151029;0.00771146
41.569;1.44811;4.44084;0.29184;0.00252723;-0.00125614;0.0174896;0.00816841
41.9261;1.44811;4.44547;0.283505;0.00259537;-0.00103603;0.019314;0.00854582
42.2833;1.44811;4.45018;0.265869;0.00263719;-0.00133038;0.0178801;0.00826987
42.6404;1.44811;4.45561;0.259345;0.00280472;-0.00146233;0.0160537;0.00792852
42.9975;1.44811;4.46243;0.264808;0.00322083;-0.00148573;0.0142835;0.00763857
43.3546;1.44811;4.46826;0.275192;0.00328155;-0.00119465;0.0128307;0.00732854
43.7117;1.44811;4.46835;0.289634;0.00309972;-0.000364399;0.0118871;0.00706795
44.0689;1.44811;4.4638;0.29986;0.00326798;0.000496538;0.0108763;0.00686642
44.426;1.44811;4.46075;0.291498;0.00329507;0.000924427;0.0102902;0.00672936
44.7831;1.44811;4.46102;0.263204;0.00325775;0.000817921;0.0102736;0.00671599
45.1402;1.44811;4.46368;0.239741;0.00328866;7.048e-05;0.0115323;0.00702874
45.4973;1.44811;4.46996;0.237355;0.00369032;-0.000751998;0.0131105;0.0074835
45.8545;1.44811;4.48178;0.252305;0.00499134;-0.000717364;0.013628;0.0078781
-44.8536;1.09099;3.82382;0.435746;0.00383283;0.000208573;0.00413001;0.00515197
-44.4965;1.09099;3.82298;0.428653;0.00337513;-1.12192e-05;0.00309026;0.00464234
-44.1394;1.09099;3.82542;0.426257;0.00349559;-8.56772e-05;0.00312763;0.00469866
-43.7823;1.09099;3.82216;0.428789;0.0031709;-6.04901e-05;0.00263348;0.00439863
-43.4251;1.09099;3.81253;0.433469;0.00276833;-6.36087e-05;0.00232045;0.00411857
-43.068;1.09099;3.8022;0.439149;0.00273736;-0.000128742;0.00191957;0.00393994
-42.7109;1.09099;3.79845;0.449273;0.0026582;-0.000239159;0.00225366;0.00404634
-42.3538;1.09099;3.79974;0.455514;0.00317652;-0.000754432;0.00250751;0.00435279
-41.9967;1.09099;3.80044;0.460731;0.00335872;-0.000828925;0.00265396;0.00447686
-41.6396;1.09099;3.80018;0.467039;0.00256964;-0.000455146;0.00280142;0.00423126
-41.2824;1.09099;3.80094;0.472393;0.00210407;-0.000282479;0.00237147;0.00386244
-40.9253;1.09099;3.79877;0.47371;0.00191879;-0.000428834;0.0021177;0.0036681
-40.5682;1.09099;3.79188;0.476909;0.00176837;-0.000446795;0.00256289;0.00379967
-40.2111;1.09099;3.78654;0.480614;0.00181481;-0.000139515;0.0021932;0.00365514
-39.854;1.09099;3.78371;0.483374;0.00204548;-9.39288e-05;0.00215888;0.0037436
-39.4968;1.09099;3.77795;0.484605;0.00207342;-1.99105e-05;0.00214849;0.0037514
-39.1397;1.09099;3.77222;0.48475;0.00188745;-0.000155571;0.00157295;0.00339627
-38.7826;1.09099;3.77116;0.484036;0.00208326;-0.000303874;0.00170475;0.00355341
-38.4255;1.09099;3.77186;0.4833;0.00226284;-0.000393704;0.00153202;0.00355662
-38.0684;1.09099;3.77464;0.482104;0.00196489;-0.000181256;0.00129654;0.00329718
-37.7113;1.09099;3.78091;0.485744;0.00166743;1.53861e-05;0.00118226;0.00308204
-37.3541;1.09099;3.78919;0.493597;0.00194551;0.0002825;0.00102303;0.00314566
-36.997;1.09099;3.79648;0.501539;0.00196049;0.000262746;0.00112961;0.00320941
-36.6399;1.09099;3.8029;0.509938;0.00178558;0.000114687;0.00141341;0.00326547
-36.2828;1.09099;3.80488;0.516981;0.00189463;5.10793e-05;0.001501;0.00336434
-35.9257;1.09099;3.80664;0.519762;0.00268544;1.22915e-05;0.00133882;0.00366254
-35.5685;1.09099;3.81425;0.521373;0.00218832;4.52579e-05;0.00132025;0.00341983
-35.2114;1.09099;3.82324;0.523952;0.00236268;0.000169183;0.0014942;0.00358556
-34.8543;1.09099;3.82611;0.525512;0.00282087;0.00035936;0.00140172;0.00375171
-34.4972;1.09099;3.82123;0.529634;0.00273163;0.000280999;0.00143481;0.00372668
-34.1401;1.09099;3.81666;0.5362;0.00267659;8.18351e-05;0.00149362;0.00372836
-33.783;1.09099;3.81651;0.541562;0.00252516;-0.000143555;0.00140928;0.00362144
-33.4258;1.09099;3.82411;0.541829;0.00282005;-0.000107648;0.00129152;0.00370206
-33.0687;1.09099;3.82839;0.542352;0.0025923;-0.000181498;0.00133243;0.00361696
-32.7116;1.09099;3.82324;0.542791;0.00221233;-0.000174392;0.00140633;0.00347307
-32.3545;1.09099;3.82649;0.54059;0.00214344;-0.000189213;0.00133244;0.00340386
-31.9974;1.09099;3.84109;0.540574;0.00198859;-0.00014596;0.00145135;0.00338622
-31.6402;1.09099;3.85932;0.548177;0.00162339;6.60154e-05;0.00151229;0.003233
-31.2831;1.09099;3.86794;0.553401;0.00139325;-6.37921e-05;0.00131402;0.00300404
-30.926;1.09099;3.87095;0.552427;0.00155402;1.46949e-06;0.00126179;0.00306366
-30.5689;1.09099;3.87463;0.554459;0.00193988;7.88626e-05;0.00137558;0.00332438
-30.2118;1.09099;3.87621;0.559911;0.00230471;-1.83407e-05;0.00135383;0.00349215
-29.8546;1.09099;3.87329;0.567047;0.00306398;-0.000115225;0.00120402;0.00377183
-29.4975;1.09099;3.86972;0.573165;0.00461384;-0.000115558;0.00137239;0.004467
-29.1404;1.09099;3.86895;0.575432;0.00532149;-5.14233e-05;0.00150407;0.00476989
-28.7833;1.09099;3.86815;0.576898;0.00497291;0.00014436;0.00162403;0.00468933
-28.4262;1.09099;3.8647;0.578775;0.0046643;0.000279668;0.00150641;0.00453531
-28.0691;1.09099;3.86658;0.579962;0.00511346;0.000721021;0.0016664;0.0047539
-27.7119;1.09099;3.87262;0.581206;0.00531829;0.000769359;0.00186498;0.00489328
-27.3548;1.09099;3.87857;0.581339;0.00511233;0.000730012;0.00194487;0.00485016
-26.9977;1.09099;3.88598;0.578994;0.00557808;0.000803465;0.0017805;0.00495264
-26.6406;1.09099;3.88594;0.578943;0.00566313;0.00107323;0.00180651;0.00498987
-26.2835;1.09099;3.88355;0.580069;0.0050996;0.00113202;0.0020986;0.00489837
-25.9263;1.09099;3.89037;0.582179;0.00486784;0.00112475;0.00216828;0.00484291
-25.5692;1.09099;3.90198;0.58444;0.0047839;0.000893496;0.00202386;0.00476367
-25.2121;1.09099;3.90997;0.584707;0.00414726;0.00101013;0.00191598;0.00449564
-24.855;1.09099;3.91689;0.58089;0.00364943;0.00107001;0.00221079;0.00441973
-24.4979;1.09099;3.92167;0.576422;0.00286982;0.00088289;0.00193298;0.00400117
-24.1408;1.09099;3.92699;0.580208;0.00212032;0.000374499;0.0013344;0.00339348
-23.7836;1.09099;3.93295;0.586355;0.00176903;-2.26559e-05;0.00128371;0.00318995
-23.4265;1.09099;3.9395;0.588053;0.00147687;-6.72917e-07;0.00107267;0.00291521
-23.0694;1.09099;3.94178;0.59259;0.00131542;-2.03542e-05;0.000960798;0.00275453
-22.7123;1.09099;3.93765;0.59964;0.00134011;-4.6018e-05;0.000804645;0.0026738
-22.3552;1.09099;3.93344;0.605229;0.00158691;-0.000191556;0.000744596;0.00278778
-21.998;1.09099;3.93176;0.611038;0.00160618;-0.000373078;0.000764394;0.00281103
-21.6409;1.09099;3.93593;0.615935;0.00170723;-0.000524449;0.000769271;0.00287315
-21.2838;1.09099;3.93626;0.622926;0.00184157;-0.000562192;0.00075269;0.00294067
-20.9267;1.09099;3.93397;0.626931;0.00184237;-0.000669849;0.000968022;0.00306071
-20.5696;1.09099;3.93684;0.630063;0.00190796;-0.000758788;0.0013857;0.00331344
-20.2125;1.09099;3.94213;0.634521;0.00202401;-0.000761605;0.00167868;0.00351316
-19.8553;1.09099;3.94601;0.633383;0.00198014;-0.000449105;0.00175416;0.00352813
-19.4982;1.09099;3.94473;0.632511;0.00188381;-0.000278433;0.00186131;0.00353323
-19.1411;1.09099;3.93783;0.634688;0.00199487;-0.000224667;0.00166639;0.00349345
-18.784;1.09099;3.93104;0.63287;0.00199334;-0.000322667;0.00170042;0.00350892
-18.4269;1.09099;3.9285;0.627747;0.00195911;-0.000549061;0.00196093;0.00361481
-18.0697;1.09099;3.93;0.623893;0.00217078;-0.000594568;0.00230171;0.00386113
-17.7126;1.09099;3.94162;0.624375;0.00255646;-0.000604706;0.00183445;0.00382575
-17.3555;1.09099;3.96102;0.624709;0.00297265;-0.000825825;0.00193868;0.00404612
-16.9984;1.09099;3.97644;0.627236;0.00308367;-0.000958409;0.0021896;0.00419256
-16.6413;1.09099;3.98156;0.630432;0.00369725;-0.00113333;0.00247803;0.00453699
-16.2842;1.09099;3.98551;0.631286;0.0046593;-0.00114844;0.00248521;0.00488006
-15.927;1.09099;3.99141;0.629048;0.00529167;-0.00086028;0.00251715;0.0051019
-15.5699;1.09099;3.99328;0.625905;0.00464642;-0.000448635;0.00266225;0.00493581
-15.2128;1.09099;3.99334;0.627272;0.00405775;-0.000148228;0.0028483;0.00479793
-14.8557;1.09099;3.99608;0.63164;0.00348428;-9.83533e-05;0.00289122;0.00460995
-14.4986;1.09099;4.00626;0.635937;0.00286343;8.36136e-05;0.0026041;0.00426909
-14.1414;1.09099;4.01469;0.636421;0.00276765;0.000260199;0.00248507;0.00418438
-13.7843;1.09099;4.02636;0.634126;0.00309391;-1.62126e-05;0.00220411;0.00420239
-13.4272;1.09099;4.03794;0.634422;0.00416614;1.45633e-05;0.00209942;0.00457004
-13.0701;1.09099;4.04677;0.63687;0.00650803;0.000186294;0.00188808;0.00529028
-12.713;1.09099;4.05373;0.635384;0.00884636;0.000239353;0.00194928;0.00599879
-12.3558;1.09099;4.05584;0.631813;0.00978739;0.000722489;0.00204143;0.00627928
-11.9987;1.09099;4.05584;0.629002;0.00948807;0.00102644;0.00201722;0.00619282
-11.6416;1.09099;4.04896;0.627605;0.00816216;0.000997207;0.00184713;0.00577618
-11.2845;1.09099;4.04273;0.626241;0.00696916;0.000961073;0.00175903;0.00539388
-10.9274;1.09099;4.04282;0.627707;0.00694518;0.000800601;0.00176415;0.00538805
-10.5703;1.09099;4.04095;0.629517;0.0062936;0.000601285;0.00178608;0.00518963
-10.2131;1.09099;4.0425;0.63182;0.00623681;0.000474333;0.0018821;0.00520221
-9.85602;1.09099;4.04642;0.630337;0.00609693;0.000255978;0.00205454;0.00521264
-9.4989;1.09099;4.0536;0.626832;0.00554309;-0.000163798;0.00185664;0.00496647
-9.14178;1.09099;4.06015;0.624941;0.00545625;-0.000286932;0.00180424;0.00491951
-8.78466;1.09099;4.06157;0.622407;0.00651149;-0.000339572;0.00182926;0.00527281
-8.42755;1.09099;4.06052;0.624224;0.00631763;-0.000478439;0.0018579;0.00522032
-8.07043;1.09099;4.06972;0.627358;0.00603298;-0.000653832;0.00162227;0.00505149
-7.71331;1.09099;4.07989;0.626801;0.0066022;-0.000414045;0.00177682;0.00528489
-7.35619;1.09099;4.08371;0.627059;0.00699649;-0.000546041;0.00206992;0.0054974
-6.99907;1.09099;4.08745;0.628059;0.00783809;-0.000418531;0.00188262;0.00569231
-6.64195;1.09099;4.09042;0.625589;0.00894305;-0.000169099;0.00179032;0.00598146
-6.28484;1.09099;4.09194;0.623929;0.00746375;-0.000265649;0.00187308;0.00557878
-5.92772;1.09099;4.09371;0.625075;0.00595272;-0.000150358;0.0019432;0.00513028
-5.5706;1.09099;4.09498;0.624889;0.00609004;-0.000357686;0.00188657;0.00515642
-5.21348;1.09099;4.10016;0.623141;0.00578437;-0.000138644;0.00189473;0.00505935
-4.85636;1.09099;4.10749;0.621526;0.00518141;1.94762e-05;0.00172075;0.00479658
-4.49924;1.09099;4.11449;0.622525;0.00533378;-0.000152514;0.00152266;0.00478067
-4.14212;1.09099;4.11696;0.624087;0.00535515;-0.000214997;0.00153922;0.00479388
-3.78501;1.09099;4.12434;0.625871;0.00558813;-0.000214482;0.0018848;0.00499097
-3.42789;1.09099;4.13312;0.629649;0.00520395;6.21965e-05;0.00173804;0.0048104
-3.07077;1.09099;4.13988;0.636267;0.00466595;8.77079e-05;0.00139898;0.00449627
-2.71365;1.09099;4.14304;0.640083;0.00452368;-7.69663e-06;0.00128214;0.00439917
-2.35653;1.09099;4.14483;0.641257;0.00361235;3.06696e-06;0.00122002;0.00401347
-1.99941;1.09099;4.14428;0.639624;0.00298297;4.38717e-05;0.00113091;0.0037031
-1.6423;1.09099;4.14441;0.636095;0.00261517;0.000260816;0.00105195;0.00349624
-1.28518;1.09099;4.14591;0.633509;0.00210549;0.000401485;0.00102952;0.00323265
-0.928059;1.09099;4.1492;0.629058;0.00190711;0.000263068;0.000973599;0.00309877
-0.570941;1.09099;4.15091;0.621178;0.00162861;0.00012409;0.00106623;0.00299713
-0.213822;1.09099;4.15041;0.615343;0.00149731;5.35588e-05;0.00107758;0.00292967
0.143296;1.09099;4.15229;0.612775;0.0015226;6.53971e-05;0.00101568;0.00290877
0.500414;1.09099;4.15525;0.611482;0.00135701;-6.7388e-05;0.00108065;0.00285053
0.857533;1.09099;4.15853;0.609479;0.00127916;-0.000180083;0.00130997;0.00293775
1.21465;1.09099;4.1629;0.606342;0.00141334;-0.000322283;0.0014677;0.00309895
1.57177;1.09099;4.16823;0.602825;0.0016397;-0.000384391;0.00143113;0.00319939
1.92889;1.09099;4.17521;0.600273;0.00219976;-0.000500781;0.00134338;0.00343664
2.28601;1.09099;4.18492;0.597287;0.00300241;-0.000577396;0.00135102;0.00380939
2.64312;1.09099;4.19119;0.597728;0.00378203;-0.000526831;0.00130484;0.00411779
3.00024;1.09099;4.20023;0.601204;0.00424277;-0.000434109;0.00115075;0.0042401
3.35736;1.09099;4.21167;0.60652;0.00357417;-0.000261501;0.00117598;0.00397917
3.71448;1.09099;4.22055;0.611085;0.00313132;-0.000161008;0.00134051;0.00386084
4.0716;1.09099;4.22785;0.61246;0.00256482;-0.000148751;0.00133983;0.0036077
4.42872;1.09099;4.23133;0.610168;0.00188053;-0.000307531;0.00134501;0.00327899
