x [mm];y [mm];Velocity u [m/s];Velocity v [m/s];Reynolds stress Rxx [(m/s)^2];Reynolds stress Rxy [(m/s)^2];Reynolds stress Ryy [(m/s)^2]
-44.4965;10.3761;3.89581;0.350437;0.00371451;0.00192595;0.00579245
-44.1394;10.3761;3.89419;0.339682;0.00550747;0.00373713;0.010512
-43.7823;10.3761;3.88137;0.320205;0.00936791;0.0062102;0.0113826
-43.4251;10.3761;3.87784;0.319441;0.00688695;0.00190142;0.00486872
-43.068;10.3761;3.86031;0.332467;0.00708277;0.00445858;0.0076441
-42.7109;10.3761;3.84065;0.355468;0.00970236;0.00800725;0.0115832
-42.3538;10.3761;3.86265;0.377687;0.00793646;0.0058438;0.00966718
-41.9967;10.3761;3.87538;0.364127;0.00795939;0.00298346;0.0111011
-41.6396;10.3761;3.88029;0.343067;0.00851057;0.00106876;0.0119531
-41.2824;10.3761;3.8909;0.353428;0.00662862;0.00267875;0.0106455
-40.9253;10.3761;3.88968;0.385597;0.00610038;0.00206206;0.00994998
-40.5682;10.3761;3.88646;0.387185;0.0056107;0.00101014;0.00625006
-40.2111;10.3761;3.87375;0.362163;0.0065708;0.00160374;0.00498226
-39.854;10.3761;3.84511;0.338766;0.00809585;0.00145503;0.00311776
-39.4968;10.3761;3.84895;0.336154;0.00807979;0.000528701;0.00336258
-39.1397;10.3761;3.8773;0.341135;0.00349594;0.000950125;0.00375566
-38.7826;10.3761;3.89072;0.341112;0.00178742;0.000418362;0.0026914
-38.4255;10.3761;3.90153;0.352152;0.00345929;0.0002298;0.00169424
-38.0684;10.3761;3.88863;0.370232;0.00590237;-0.000564646;0.00133364
-37.7113;10.3761;3.86629;0.381022;0.00727494;-0.00171637;0.00313429
-37.3541;10.3761;3.86239;0.399716;0.00578531;-0.000754324;0.00362776
-36.997;10.3761;3.88958;0.435294;0.00753185;0.00256348;0.00515755
-36.6399;10.3761;3.91271;0.447558;0.00824123;0.00504945;0.0102728
-36.2828;10.3761;3.90008;0.434879;0.0057725;0.00433833;0.00902261
-35.9257;10.3761;3.87896;0.442195;0.00433071;0.00169297;0.00342988
-35.5685;10.3761;3.88014;0.456;0.00474171;0.000188095;0.00415666
-35.2114;10.3761;3.89166;0.427947;0.00390333;0.000129553;0.00189906
-34.8543;10.3761;3.9005;0.404357;0.0040483;0.000465996;0.00174432
-34.4972;10.3761;3.90997;0.415588;0.00495318;0.00048291;0.00185399
-34.1401;10.3761;3.90081;0.426925;0.00519011;6.55711e-05;0.00184019
-33.783;10.3761;3.87968;0.434574;0.00432149;-0.000941906;0.00149029
-33.4258;10.3761;3.87183;0.438395;0.00486983;-0.000901116;0.00161215
-33.0687;10.3761;3.87703;0.43647;0.00840676;-0.000999241;0.00117534
-32.7116;10.3761;3.86668;0.442598;0.0118925;-0.000309543;0.00109182
-32.3545;10.3761;3.8679;0.448592;0.0132716;0.00124995;0.000738553
-31.9974;10.3761;3.88852;0.45504;0.00784558;0.00242714;0.00188066
-31.6402;10.3761;3.8933;0.460499;0.00329169;0.0020717;0.00382609
-31.2831;10.3761;3.89135;0.450493;0.00115053;0.000949656;0.00458849
-30.926;10.3761;3.88392;0.445736;0.00209116;0.000603924;0.00456077
-30.5689;10.3761;3.87058;0.451045;0.00216817;0.000157048;0.00290903
-30.2118;10.3761;3.88485;0.450405;0.00139729;-0.000202767;0.00202131
-29.8546;10.3761;3.90808;0.459519;0.00174041;-0.000540833;0.00284192
-29.4975;10.3761;3.92175;0.461657;0.00205266;-0.000734561;0.00204039
-29.1404;10.3761;3.93042;0.461841;0.00380477;-0.00142669;0.00151142
-28.7833;10.3761;3.91554;0.470992;0.00353167;-0.000752214;0.00159071
-28.4262;10.3761;3.88627;0.479957;0.00336995;-0.00103716;0.00253072
-28.0691;10.3761;3.86965;0.481866;0.00445928;-0.00039891;0.00240126
-27.7119;10.3761;3.87383;0.486342;0.00422817;-0.00122758;0.00211537
-27.3548;10.3761;3.87138;0.490338;0.00331965;-0.000526894;0.00195845
-26.9977;10.3761;3.88373;0.489931;0.00216825;-0.000326882;0.00255489
-26.6406;10.3761;3.87663;0.485574;0.00503944;-0.00136231;0.00193899
-26.2835;10.3761;3.87249;0.48888;0.00621347;-0.000928284;0.00138693
-25.9263;10.3761;3.877;0.494583;0.00555251;-0.00105627;0.00281415
-25.5692;10.3761;3.88526;0.492944;0.00736506;-0.00113328;0.00323309
-25.2121;10.3761;3.89911;0.493298;0.0096435;-0.000529984;0.00139607
-24.855;10.3761;3.92276;0.500196;0.0075826;-0.000173632;0.00321039
-24.4979;10.3761;3.94564;0.508003;0.00568798;-0.00148054;0.00375837
-24.1408;10.3761;3.94599;0.505394;0.00800265;-0.000942931;0.00784965
-23.7836;10.3761;3.96338;0.491309;0.0081976;0.00316253;0.0122791
-23.4265;10.3761;3.9654;0.493012;0.00847497;0.00300177;0.00957995
-23.0694;10.3761;3.98161;0.508398;0.00714814;0.0023625;0.00888834
-22.7123;10.3761;3.9946;0.538507;0.00285958;0.00186202;0.0108346
-22.3552;10.3761;3.98934;0.559227;0.00214807;-0.000225387;0.0083582
-21.998;10.3761;3.98663;0.553683;0.00266955;0.00038506;0.00344892
-21.6409;10.3761;3.99766;0.541421;0.00414159;0.000588639;0.00509128
-21.2838;10.3761;3.99807;0.539073;0.00400303;0.000231757;0.00447074
-20.9267;10.3761;3.98912;0.553129;0.00274288;-0.000921362;0.00321771
-20.5696;10.3761;3.98162;0.553225;0.00297706;-0.000192584;0.00331408
-20.2125;10.3761;3.98338;0.540697;0.00311551;-0.000662765;0.00373798
-19.8553;10.3761;3.98875;0.523774;0.00255982;-0.000830669;0.00276961
-19.4982;10.3761;3.99011;0.510501;0.00273711;-9.54268e-05;0.00157435
-19.1411;10.3761;3.97719;0.507849;0.00324961;-0.00051954;0.0018361
-18.784;10.3761;3.96453;0.497684;0.00385391;-0.0005868;0.0017264
-18.4269;10.3761;3.97337;0.492666;0.00124278;-0.000357673;0.00151753
-18.0697;10.3761;3.99154;0.493565;0.0013491;-0.000395952;0.0017798
-17.7126;10.3761;4.00733;0.488924;0.00286236;-0.00142488;0.00283917
-17.3555;10.3761;4.00735;0.487255;0.00269036;-0.00137812;0.00240553
-16.9984;10.3761;4.01047;0.493244;0.00140356;-0.00147768;0.00315401
-16.6413;10.3761;4.0131;0.49184;0.00128437;-0.00128732;0.00302707
-16.2842;10.3761;4.01171;0.499235;0.00138758;-0.000850587;0.00385452
-15.927;10.3761;4.01435;0.505445;0.00122668;-8.97639e-05;0.0030637
-15.5699;10.3761;4.01731;0.512331;0.00155641;0.000828453;0.00483689
-15.2128;10.3761;4.01596;0.513807;0.00192924;0.00197834;0.00803011
-14.8557;10.3761;4.01645;0.509167;0.00145486;0.0010736;0.00615843
-14.4986;10.3761;4.01219;0.504479;0.000961711;0.00087936;0.00605492
-14.1414;10.3761;4.007;0.509247;0.00112541;0.000807408;0.00606726
-13.7843;10.3761;4.00857;0.528529;0.00147345;0.000896931;0.00536518
-13.4272;10.3761;4.017;0.534798;0.00147949;0.00163919;0.00747034
-13.0701;10.3761;4.01885;0.513631;0.0026445;0.00203531;0.00560617
-12.713;10.3761;4.02756;0.479778;0.00505351;0.0021876;0.0081367
-12.3558;10.3761;4.04431;0.476072;0.00906357;0.000227609;0.00738537
-11.9987;10.3761;4.04045;0.485025;0.00312269;-0.000276154;0.00494576
-11.6416;10.3761;4.03301;0.493661;0.00244509;-0.000186709;0.0030115
-11.2845;10.3761;4.04115;0.494413;0.00230289;-0.000328956;0.00306889
-10.9274;10.3761;4.04307;0.486496;0.00205745;-0.00012945;0.00326114
-10.5703;10.3761;4.042;0.494552;0.00256172;0.000182349;0.00133007
-10.2131;10.3761;4.03853;0.516896;0.0038082;-0.000752922;0.0016481
-9.85602;10.3761;4.04562;0.516316;0.00324238;-0.000397444;0.00225478
-9.4989;10.3761;4.04328;0.501989;0.00357447;0.000641412;0.00238179
-9.14178;10.3761;4.04644;0.498906;0.00367122;0.000728174;0.00216444
-8.78466;10.3761;4.05921;0.503567;0.00120876;-3.16238e-05;0.00139441
-8.42755;10.3761;4.05789;0.497481;0.00162653;0.00114756;0.00200352
-8.07043;10.3761;4.05422;0.491125;0.00202794;0.0011628;0.00197565
-7.71331;10.3761;4.06989;0.523838;0.00160159;0.000951424;0.0027342
-7.35619;10.3761;4.08002;0.544066;0.00259509;0.00089011;0.00230071
-6.99907;10.3761;4.08034;0.507696;0.00330534;0.00159487;0.00724403
-6.64195;10.3761;4.089;0.475818;0.00283938;0.00212958;0.0105471
-6.28484;10.3761;4.10483;0.465694;0.0035032;0.0022431;0.010238
-5.92772;10.3761;4.10211;0.467943;0.00314684;0.00185951;0.00750294
-5.5706;10.3761;4.09152;0.495123;0.00208295;0.000724294;0.00613171
-5.21348;10.3761;4.09503;0.514096;0.00247942;0.00174864;0.00952103
-4.85636;10.3761;4.10356;0.512778;0.00259904;0.00162085;0.00771544
-4.49924;10.3761;4.11277;0.497606;0.00245517;0.00157759;0.00392976
-4.14212;10.3761;4.12062;0.499928;0.0021162;0.00164067;0.00421645
-3.78501;10.3761;4.12363;0.50242;0.00288403;0.00164519;0.0061121
-3.42789;10.3761;4.11983;0.495515;0.00280762;0.00133086;0.00692051
-3.07077;10.3761;4.11809;0.497811;0.00248317;0.00168933;0.00631004
-2.71365;10.3761;4.13491;0.5066;0.0022506;0.000952473;0.00355562
-2.35653;10.3761;4.14444;0.514529;0.00255783;0.000119958;0.00210994
-1.99941;10.3761;4.14058;0.508782;0.00265259;0.00041635;0.00222256
-1.6423;10.3761;4.13853;0.502723;0.00281689;0.000389862;0.00290294
-1.28518;10.3761;4.14045;0.51127;0.00325244;0.000696165;0.00283695
-0.928059;10.3761;4.1549;0.516402;0.0045113;0.000837364;0.0029
-0.570941;10.3761;4.17285;0.504376;0.00497138;0.00171761;0.00279458
-0.213822;10.3761;4.1743;0.494891;0.00404486;0.00177009;0.00297769
0.143296;10.3761;4.1616;0.504403;0.00188035;0.00127283;0.00241388
0.500414;10.3761;4.15474;0.512921;0.00228214;0.00111218;0.00341703
0.857533;10.3761;4.16128;0.51097;0.00232242;0.00100882;0.00363673
1.21465;10.3761;4.15477;0.502237;0.00216535;0.000763858;0.00251008
1.57177;10.3761;4.15093;0.486155;0.00224455;0.00154216;0.00420308
1.92889;10.3761;4.13756;0.475891;0.00246456;0.000930072;0.00278086
2.28601;10.3761;4.12801;0.480139;0.00290049;0.00177937;0.00369456
2.64312;10.3761;4.1369;0.487606;0.00356219;0.00196594;0.00366845
3.00024;10.3761;4.15143;0.491885;0.00214921;0.000517374;0.0027829
3.35736;10.3761;4.16639;0.509754;0.00231335;0.00066868;0.00181264
3.71448;10.3761;4.16604;0.508602;0.002962;0.00123785;0.00300546
4.0716;10.3761;4.16786;0.488396;0.00322505;0.000466652;0.00236668
4.42872;10.3761;4.17292;0.47247;0.0023045;-0.000104077;0.00151678
4.78584;10.3761;4.17333;0.476541;0.00249951;0.000479304;0.00208758
5.14295;10.3761;4.17086;0.464638;0.00295727;0.00036197;0.0017448
5.50007;10.3761;4.15454;0.452176;0.00336822;1.59896e-05;0.0015105
5.85719;10.3761;4.15041;0.447327;0.00387409;-0.000225022;0.00187276
6.21431;10.3761;4.17287;0.446885;0.0036556;-0.000524422;0.00207962
6.57143;10.3761;4.21784;0.452078;0.00437853;-0.000549669;0.00131768
6.92855;10.3761;4.24836;0.455215;0.00264227;0.000134582;0.0019707
7.28566;10.3761;4.24318;0.46075;0.00341928;-0.000288164;0.00285226
7.64278;10.3761;4.21583;0.460741;0.00257601;-0.00053968;0.00261784
7.9999;10.3761;4.21588;0.457382;0.00375852;-0.00115518;0.003481
8.35702;10.3761;4.21797;0.462455;0.00343005;-0.00125821;0.00259817
8.71414;10.3761;4.21456;0.469073;0.00107848;-0.000484385;0.00176394
9.07126;10.3761;4.20677;0.459719;0.00111021;-0.000740993;0.00302019
9.42837;10.3761;4.21464;0.437161;0.00195177;-0.000944776;0.00438062
9.78549;10.3761;4.21953;0.432435;0.00141381;-0.000393689;0.00386681
10.1426;10.3761;4.2117;0.452387;0.000777579;-0.000162739;0.00197572
10.4997;10.3761;4.21081;0.469174;0.000972888;-0.000291554;0.00236705
10.8568;10.3761;4.2239;0.464155;0.00181864;-0.000307863;0.00369286
11.214;10.3761;4.24081;0.46005;0.00172227;-0.000490489;0.0049048
11.5711;10.3761;4.2536;0.459076;0.00200205;-0.000552147;0.00460557
11.9282;10.3761;4.25712;0.472611;0.00170256;-0.00019097;0.00357291
12.2853;10.3761;4.25092;0.473098;0.00204241;0.000406864;0.00350067
12.6424;10.3761;4.24176;0.449152;0.00266168;0.00137892;0.00669111
12.9996;10.3761;4.23226;0.427844;0.00364782;0.000375095;0.0057706
13.3567;10.3761;4.21743;0.427985;0.00449824;0.000266765;0.00592205
13.7138;10.3761;4.21283;0.432149;0.00295911;-3.63995e-05;0.00511811
14.0709;10.3761;4.2215;0.430469;0.00131327;-0.000578037;0.00599647
14.428;10.3761;4.22989;0.42008;0.00135966;-0.00101198;0.00672519
14.7852;10.3761;4.24186;0.418618;0.00110986;-0.000541245;0.00506416
15.1423;10.3761;4.25497;0.412658;0.00132271;-0.000577772;0.00376923
15.4994;10.3761;4.25373;0.428959;0.00160663;-0.000113504;0.00332036
15.8565;10.3761;4.25475;0.448399;0.0014504;0.000358894;0.0033125
16.2136;10.3761;4.26564;0.446705;0.00201913;0.00030698;0.00514873
16.5707;10.3761;4.2688;0.435795;0.0014055;0.000555127;0.00563605
16.9279;10.3761;4.25415;0.429223;0.00157163;0.00055183;0.00568918
17.285;10.3761;4.24311;0.421346;0.00177454;0.000222089;0.00356898
17.6421;10.3761;4.24236;0.414961;0.0018655;4.27075e-05;0.00230923
17.9992;10.3761;4.2375;0.409055;0.00183246;0.000275809;0.00235427
18.3563;10.3761;4.23308;0.401704;0.00178436;0.000222937;0.00222801
18.7135;10.3761;4.23879;0.386795;0.000900114;-0.000370351;0.0018557
19.0706;10.3761;4.24558;0.375156;0.00138313;-0.00125982;0.00236852
19.4277;10.3761;4.2495;0.37024;0.00218181;-0.00159918;0.00276563
19.7848;10.3761;4.24509;0.368872;0.00278274;-0.00197585;0.00400818
20.1419;10.3761;4.24567;0.381729;0.00211928;-0.001847;0.00308775
20.499;10.3761;4.24762;0.383196;0.00169402;-0.00228741;0.00412457
20.8562;10.3761;4.24175;0.376517;0.0012075;-0.00156959;0.00405259
21.2133;10.3761;4.24468;0.376237;0.0014777;-0.0007425;0.00261428
21.5704;10.3761;4.25251;0.373145;0.00183704;-0.000166562;0.00183744
21.9275;10.3761;4.25367;0.364414;0.00198856;-0.000122266;0.00127928
22.2846;10.3761;4.25688;0.364275;0.00185367;-0.000720658;0.00181345
22.6418;10.3761;4.26651;0.368822;0.00135578;-0.00093121;0.00204674
22.9989;10.3761;4.27076;0.374875;0.000969803;-0.00108113;0.00237963
23.356;10.3761;4.27786;0.371459;0.00167752;-0.00101169;0.00281551
23.7131;10.3761;4.28231;0.367798;0.00181042;-0.00104243;0.00410371
24.0702;10.3761;4.28353;0.355751;0.0017356;-0.000354481;0.00458681
24.4273;10.3761;4.27879;0.33733;0.00224714;0.000101355;0.00563227
24.7845;10.3761;4.27472;0.332611;0.00216638;-0.000461024;0.00518409
25.1416;10.3761;4.27553;0.326782;0.00171884;-0.00116481;0.0029817
25.4987;10.3761;4.27568;0.331922;0.0020959;-0.00138853;0.00296646
25.8558;10.3761;4.27922;0.345216;0.00172791;-0.00096114;0.00293123
26.2129;10.3761;4.28042;0.350004;0.00139757;-0.000622358;0.0019186
26.5701;10.3761;4.28311;0.343081;0.00177922;4.92394e-05;0.00284379
26.9272;10.3761;4.28502;0.345016;0.00201389;0.000672655;0.0040526
27.2843;10.3761;4.28173;0.338014;0.00187218;0.000193169;0.00286218
27.6414;10.3761;4.29097;0.330545;0.00213191;0.000390973;0.00175463
27.9985;10.3761;4.30424;0.331063;0.00163971;0.000413676;0.00176654
28.3556;10.3761;4.30312;0.333383;0.00118201;1.12834e-05;0.00192289
28.7128;10.3761;4.29842;0.33023;0.000572528;6.73755e-05;0.00186771
29.0699;10.3761;4.30462;0.32226;0.00116356;0.000142942;0.0025046
29.427;10.3761;4.31223;0.320776;0.00157082;0.000737881;0.0027338
29.7841;10.3761;4.3159;0.316624;0.00121496;0.000709821;0.00273143
30.1412;10.3761;4.31278;0.304369;0.00121316;0.000660529;0.00337578
30.4984;10.3761;4.30778;0.294254;0.0012146;-3.0411e-05;0.00363385
30.8555;10.3761;4.29923;0.292929;0.00125231;-0.0008586;0.00479945
31.2126;10.3761;4.30842;0.293742;0.00123896;-0.000502368;0.00507575
31.5697;10.3761;4.32481;0.29278;0.00166598;0.000309716;0.00485158
31.9268;10.3761;4.3336;0.284527;0.00121371;0.000416234;0.00508374
32.284;10.3761;4.3354;0.277913;0.00123481;0.000584477;0.00617426
32.6411;10.3761;4.33546;0.276644;0.00213401;0.000573854;0.00738597
32.9982;10.3761;4.32909;0.277535;0.00394403;-0.000109225;0.00496168
33.3553;10.3761;4.32081;0.289646;0.0027204;-0.000114586;0.00446596
33.7124;10.3761;4.32376;0.294594;0.00123718;-0.000109071;0.00389644
34.0695;10.3761;4.31336;0.282062;0.0015681;0.000339615;0.00399055
34.4267;10.3761;4.30639;0.267184;0.00211303;0.000300959;0.00582205
34.7838;10.3761;4.31682;0.261703;0.00435959;0.00310418;0.00969712
35.1409;10.3761;4.30763;0.251232;0.00340994;0.00296792;0.00904447
35.498;10.3761;4.29694;0.244482;0.00167851;0.00141722;0.00571258
35.8551;10.3761;4.30536;0.241027;0.00229381;0.00159653;0.00694598
36.2123;10.3761;4.32613;0.251722;0.00205263;0.00133519;0.00820477
36.5694;10.3761;4.34553;0.255652;0.000868097;0.000121903;0.00901985
36.9265;10.3761;4.35678;0.237993;0.000763678;-0.000320481;0.00614935
37.2836;10.3761;4.34578;0.240709;0.00120626;-5.35362e-05;0.0050628
37.6407;10.3761;4.333;0.253427;0.00142119;0.000774643;0.00373192
37.9978;10.3761;4.32037;0.261698;0.00301995;0.000246031;0.00309435
38.355;10.3761;4.32707;0.265575;0.00466249;0.000289286;0.00303094
38.7121;10.3761;4.33847;0.273174;0.00446934;0.00044612;0.00314425
39.0692;10.3761;4.3592;0.275165;0.00251628;0.00013669;0.00397852
39.4263;10.3761;4.38538;0.274783;0.00161076;-0.000129908;0.00336635
39.7834;10.3761;4.39755;0.266385;0.00126816;-0.000539363;0.00345488
40.1406;10.3761;4.40513;0.262961;0.00067326;-0.00065218;0.0042161
40.4977;10.3761;4.41403;0.262406;0.000620119;-0.000651354;0.00366698
40.8548;10.3761;4.41411;0.261671;0.000978971;-0.000511044;0.0028461
41.2119;10.3761;4.41413;0.267252;0.00152764;-0.000906314;0.0034536
41.569;10.3761;4.42088;0.280545;0.00150326;-0.000807081;0.00360759
41.9261;10.3761;4.43902;0.284636;0.00165103;-0.000430068;0.0038923
42.2833;10.3761;4.45045;0.27025;0.00134388;-4.20377e-05;0.00358787
42.6404;10.3761;4.45851;0.25558;0.000951008;0.000165985;0.00382179
42.9975;10.3761;4.45865;0.246012;0.00137626;6.19644e-05;0.00453716
43.3546;10.3761;4.46842;0.236706;0.00132542;0.0001103;0.00385579
43.7117;10.3761;4.47313;0.23131;0.00172399;-0.000163738;0.00414319
44.0689;10.3761;4.47894;0.231025;0.0018167;0.00024035;0.00396457
44.426;10.3761;4.48734;0.223395;0.00160503;5.18146e-05;0.00417781
44.7831;10.3761;4.49292;0.214616;0.00153886;-0.000206367;0.00584242
45.1402;10.3761;4.49468;0.211019;0.00145543;-0.000118576;0.00521075
45.4973;10.3761;4.50755;0.215921;0.00257494;0.000399325;0.00424977
45.8545;10.3761;4.52891;0.209382;0.00739262;0.00192884;0.00404698
-44.8536;10.0189;3.88666;0.292035;0.00445532;0.00239939;0.00750025
-44.4965;10.0189;3.87471;0.318586;0.00386054;0.00142337;0.00653118
-44.1394;10.0189;3.877;0.324121;0.00461325;0.00485944;0.0134904
-43.7823;10.0189;3.86875;0.310735;0.00792432;0.00802855;0.0143326
-43.4251;10.0189;3.86329;0.316708;0.00596259;0.00499858;0.00916282
-43.068;10.0189;3.85312;0.347588;0.00720634;0.00604582;0.0130103
-42.7109;10.0189;3.8414;0.354177;0.0106666;0.0089799;0.0192669
-42.3538;10.0189;3.85218;0.360169;0.00875423;0.00604982;0.0176366
-41.9967;10.0189;3.85857;0.34261;0.00987746;0.00292794;0.0166899
-41.6396;10.0189;3.86993;0.32151;0.008665;0.000531744;0.0150312
-41.2824;10.0189;3.88804;0.345345;0.00432267;0.000419011;0.00969982
-40.9253;10.0189;3.9094;0.395214;0.00426802;0.00145798;0.00671673
-40.5682;10.0189;3.91039;0.400692;0.00575094;6.79942e-05;0.0058767
-40.2111;10.0189;3.89525;0.378906;0.00872775;0.000418931;0.00602124
-39.854;10.0189;3.86259;0.358741;0.00916588;-0.000108296;0.00391833
-39.4968;10.0189;3.85997;0.345913;0.00585791;-0.000490725;0.00346316
-39.1397;10.0189;3.86792;0.342384;0.0032526;0.000395764;0.0020925
-38.7826;10.0189;3.87074;0.352488;0.00270707;-0.000432686;0.00209691
-38.4255;10.0189;3.89244;0.372219;0.00394735;-0.000870734;0.00148045
-38.0684;10.0189;3.88825;0.391578;0.00420258;-0.000666147;0.00131348
-37.7113;10.0189;3.87835;0.393104;0.00433971;4.7886e-05;0.00213224
-37.3541;10.0189;3.87811;0.402254;0.00400237;-4.95575e-07;0.00234532
-36.997;10.0189;3.90219;0.436603;0.00434312;0.00172742;0.00363715
-36.6399;10.0189;3.91689;0.437532;0.00676836;0.00339839;0.00928585
-36.2828;10.0189;3.90459;0.433338;0.00517887;0.00290217;0.00743522
-35.9257;10.0189;3.89175;0.433237;0.00489131;0.00244472;0.00391973
-35.5685;10.0189;3.88673;0.447033;0.00483053;0.00166336;0.00459614
-35.2114;10.0189;3.88923;0.434401;0.004026;0.00172678;0.00458215
-34.8543;10.0189;3.89089;0.409773;0.00431775;0.0020703;0.00351795
-34.4972;10.0189;3.89988;0.416358;0.00441179;0.00140306;0.00307032
-34.1401;10.0189;3.89486;0.428536;0.00499082;0.00105627;0.00267767
-33.783;10.0189;3.88805;0.44397;0.0034147;-0.000158681;0.00186484
-33.4258;10.0189;3.88597;0.445043;0.00457371;-0.000220113;0.00173274
-33.0687;10.0189;3.88273;0.436561;0.00535287;-0.000458274;0.00153849
-32.7116;10.0189;3.86246;0.443847;0.00654775;-0.0001025;0.000817692
-32.3545;10.0189;3.86246;0.450663;0.00782641;0.00033177;0.000437899
-31.9974;10.0189;3.87991;0.452582;0.00567306;0.000603858;0.00168634
-31.6402;10.0189;3.88449;0.453806;0.00194583;0.000926738;0.0035927
-31.2831;10.0189;3.88073;0.453658;0.00180049;0.000648079;0.00243257
-30.926;10.0189;3.86675;0.442586;0.00380867;3.75566e-05;0.00209121
-30.5689;10.0189;3.85863;0.447272;0.00334498;-0.000664965;0.00338628
-30.2118;10.0189;3.87346;0.449931;0.00134497;-0.000880068;0.00409416
-29.8546;10.0189;3.89696;0.459296;0.00118239;-0.000522663;0.0039412
-29.4975;10.0189;3.91287;0.465128;0.00225692;-0.000696529;0.00250114
-29.1404;10.0189;3.92238;0.467237;0.00410102;-0.000950828;0.00141695
-28.7833;10.0189;3.90871;0.476039;0.0035455;-0.000814684;0.00166476
-28.4262;10.0189;3.8861;0.481631;0.00530316;-0.00182498;0.0030557
-28.0691;10.0189;3.88287;0.481288;0.00405394;-0.00136208;0.00301235
-27.7119;10.0189;3.89021;0.486697;0.00230357;-0.00082506;0.00198858
-27.3548;10.0189;3.88249;0.497038;0.00221695;0.000503325;0.00319843
-26.9977;10.0189;3.8779;0.502548;0.00296477;0.000701038;0.00381499
-26.6406;10.0189;3.85615;0.499926;0.00376255;0.00050956;0.00402152
-26.2835;10.0189;3.85126;0.498423;0.00432323;0.000603133;0.00224861
-25.9263;10.0189;3.86182;0.500293;0.00432649;-0.000272198;0.00205697
-25.5692;10.0189;3.87165;0.498114;0.00661551;-0.000865685;0.00253655
-25.2121;10.0189;3.90184;0.497434;0.0112241;-0.000706105;0.00313299
-24.855;10.0189;3.93339;0.500155;0.012621;0.000283306;0.00492669
-24.4979;10.0189;3.94168;0.515479;0.010979;0.000684463;0.00376705
-24.1408;10.0189;3.93711;0.519813;0.00672718;0.00123116;0.00683817
-23.7836;10.0189;3.94632;0.51587;0.0118255;0.00285475;0.00874729
-23.4265;10.0189;3.95909;0.513135;0.0135124;0.00177366;0.006796
-23.0694;10.0189;3.96976;0.521733;0.00881052;0.000352502;0.00662371
-22.7123;10.0189;3.97691;0.55402;0.0031735;0.00138402;0.00666551
-22.3552;10.0189;3.96854;0.57158;0.0028216;-0.00108579;0.00644398
-21.998;10.0189;3.96544;0.557143;0.00209288;-0.00052086;0.00497501
-21.6409;10.0189;3.98092;0.544028;0.00355627;-0.00100801;0.00507078
-21.2838;10.0189;3.99135;0.534501;0.00295612;-0.00112248;0.00375273
-20.9267;10.0189;3.98127;0.542104;0.00163134;-0.000950522;0.00249856
-20.5696;10.0189;3.96909;0.547949;0.00274066;-0.00040365;0.00261693
-20.2125;10.0189;3.97913;0.531674;0.00362909;-0.000317859;0.00388663
-19.8553;10.0189;3.99237;0.518864;0.00250287;-0.000618632;0.00318587
-19.4982;10.0189;3.99019;0.514358;0.00248983;5.9633e-05;0.00151436
-19.1411;10.0189;3.96868;0.516818;0.00260969;-0.000157405;0.00141144
-18.784;10.0189;3.94715;0.519695;0.00282918;0.000104404;0.00187721
-18.4269;10.0189;3.95658;0.512799;0.00168611;-0.000108301;0.00193351
-18.0697;10.0189;3.98117;0.511692;0.00135446;-0.000637243;0.00181124
-17.7126;10.0189;3.99866;0.514739;0.00320213;-0.00121064;0.00297316
-17.3555;10.0189;3.99749;0.507157;0.00262423;-0.00164123;0.0037167
-16.9984;10.0189;4;0.514137;0.00160166;-0.00171396;0.00381955
-16.6413;10.0189;4.01013;0.509003;0.00173443;-0.00198526;0.00480865
-16.2842;10.0189;4.02133;0.50128;0.0019312;-0.00217093;0.00669039
-15.927;10.0189;4.02682;0.500438;0.00184554;-0.00016892;0.00648689
-15.5699;10.0189;4.02409;0.513687;0.00237208;0.000839199;0.00494555
-15.2128;10.0189;4.02363;0.521405;0.0018133;0.000402601;0.00803997
-14.8557;10.0189;4.0157;0.508488;0.00141617;0.000587084;0.00893263
-14.4986;10.0189;4.00701;0.502446;0.00100465;0.000804495;0.00789913
-14.1414;10.0189;3.99774;0.509456;0.00129327;0.00125558;0.00940033
-13.7843;10.0189;3.99878;0.515303;0.00128902;0.000243975;0.00644079
-13.4272;10.0189;4.01626;0.5204;0.00177434;0.00119706;0.00786592
-13.0701;10.0189;4.02237;0.510002;0.00288783;0.000399968;0.0104572
-12.713;10.0189;4.0225;0.49768;0.00300764;-0.000633887;0.00824413
-12.3558;10.0189;4.03101;0.494948;0.00279087;0.00040508;0.00591858
-11.9987;10.0189;4.03592;0.498705;0.00223873;0.00121123;0.00458042
-11.6416;10.0189;4.03621;0.506054;0.00269263;0.000417702;0.00300828
-11.2845;10.0189;4.04806;0.496486;0.00189746;-0.000635373;0.00308435
-10.9274;10.0189;4.05542;0.478889;0.0019253;-0.000360855;0.00228463
-10.5703;10.0189;4.05465;0.488348;0.00191884;6.99006e-05;0.000588034
-10.2131;10.0189;4.04788;0.512868;0.00259202;-0.000437615;0.000866222
-9.85602;10.0189;4.04495;0.516793;0.00266273;-0.000191287;0.00222228
-9.4989;10.0189;4.04279;0.502804;0.0024312;0.000449269;0.0024536
-9.14178;10.0189;4.04099;0.49635;0.00232429;0.000495964;0.00213117
-8.78466;10.0189;4.05355;0.500844;0.00118828;0.000274219;0.00190852
