x,y,rho,u,v,p,uu,vv,ww,_uv,
0.098891392,-0.98076069,1.0020224,0.8751877,0.22470468,1.0029253,4.24E-06,0,3.87E-13,1.04E-06,
0.12071504,-0.98076069,1.0020283,0.87528336,0.22277766,1.0029382,0,0,4.08E-13,1.58E-06,
0.1425387,-0.98076069,1.0020434,0.87544477,0.22086489,1.0029451,1.30E-06,0,4.24E-13,1.19E-06,
0.16436234,-0.98076069,1.0020473,0.87569571,0.21896923,1.002951,0,1.53E-07,4.34E-13,2.20E-06,
0.18618599,-0.98076069,1.0020509,0.87600517,0.21709256,1.0029556,2.82E-06,7.45E-07,4.44E-13,-2.96E-07,
0.20800963,-0.98076069,1.0020517,0.87639779,0.21524702,1.0029587,9.05E-06,1.18E-08,4.59E-13,-9.43E-07,
0.22983329,-0.98076069,1.0020468,0.87686968,0.21342923,1.0029587,2.73E-07,8.09E-08,4.86E-13,1.76E-06,
0.25165692,-0.98076069,1.0020484,0.87739384,0.21164374,1.0029591,1.80E-06,8.69E-08,5.32E-13,1.08E-06,
0.27348059,-0.98076069,1.0020472,0.87798727,0.20989537,1.0029565,2.97E-06,1.49E-07,6.02E-13,4.48E-07,
0.29530424,-0.98076069,1.0020456,0.87863773,0.20818719,1.0029516,1.45E-06,0,6.94E-13,2.11E-07,
0.31712788,-0.98076069,1.0020425,0.8793456,0.20651944,1.0029334,7.43E-06,6.34E-07,7.99E-13,-7.59E-07,
0.33895153,-0.98076069,1.0020316,0.88011086,0.20489827,1.0029242,8.42E-06,6.18E-07,9.05E-13,-2.26E-06,
0.36077517,-0.98076069,1.0020264,0.88092697,0.20332378,1.0029187,6.00E-06,7.14E-07,1.01E-12,-1.16E-06,
0.38259882,-0.98076069,1.0020093,0.88179684,0.201801,1.0029004,3.33E-06,2.36E-07,1.10E-12,2.22E-06,
0.40442246,-0.98076069,1.0020028,0.88269442,0.20032507,1.0028812,1.62E-06,4.01E-08,1.20E-12,6.94E-07,
0.42624614,-0.98076069,1.001987,0.88364214,0.1989014,1.0028727,1.61E-06,3.00E-08,1.30E-12,1.55E-06,
0.44806978,-0.98076069,1.0019807,0.88461506,0.19752993,1.002843,8.60E-06,3.16E-07,1.40E-12,-4.97E-07,
0.46989343,-0.98076069,1.0019656,0.88562751,0.19621022,1.0028323,3.22E-06,1.38E-07,1.49E-12,-2.76E-08,
0.49171707,-0.98076069,1.0019511,0.886675,0.19494529,1.0028087,9.16E-07,4.45E-07,1.55E-12,1.01E-06,
0.51354074,-0.98076069,1.0019262,0.88774776,0.1937333,1.0027841,1.09E-06,0,1.56E-12,2.00E-06,
0.53536439,-0.98076069,1.0019171,0.88882798,0.1925732,1.0027639,1.02E-06,3.13E-07,1.53E-12,4.18E-07,
0.55718803,-0.98076069,1.0019004,0.88993073,0.19146483,1.0027381,4.12E-07,2.17E-07,1.45E-12,-3.21E-07,
0.57901168,-0.98076069,1.0018828,0.89105445,0.19041215,1.0027143,5.13E-07,9.47E-08,1.35E-12,6.35E-07,
0.60083532,-0.98076069,1.0018587,0.89218885,0.1894085,1.0026895,0,2.12E-09,1.22E-12,1.61E-06,
0.62265897,-0.98076069,1.0018505,0.89332473,0.18845353,1.002654,2.75E-06,3.70E-07,1.10E-12,-1.50E-06,
0.64448261,-0.98076069,1.0018303,0.89448106,0.18755065,1.0026376,1.45E-06,2.35E-07,9.92E-13,1.33E-06,
0.66630626,-0.98076069,1.001806,0.89563107,0.18669496,1.0026033,9.23E-06,6.58E-08,9.13E-13,2.99E-07,
0.6881299,-0.98076069,1.0017881,0.89678943,0.18588544,1.0025709,5.65E-07,1.32E-07,8.68E-13,3.95E-07,
0.70995355,-0.98076069,1.001771,0.89794934,0.18512344,1.0025522,3.12E-06,1.99E-07,8.58E-13,4.03E-07,
0.73177719,-0.98076069,1.0017502,0.89910692,0.18440405,1.0025148,3.69E-06,3.50E-07,8.77E-13,-3.73E-08,
0.75360084,-0.98076069,1.001726,0.90025634,0.1837299,1.0024873,6.93E-06,1.37E-08,9.18E-13,-1.97E-07,
0.77542448,-0.98076069,1.0017149,0.90139681,0.183093,1.0024636,2.16E-05,7.52E-07,9.72E-13,-2.61E-06,
0.79724813,-0.98076069,1.0016851,0.90255624,0.18250075,1.002425,2.67E-06,3.70E-08,1.03E-12,2.18E-06,
0.81907183,-0.98076069,1.0016642,0.90368068,0.18194441,1.002407,2.68E-06,2.17E-08,1.07E-12,1.43E-06,
0.84089547,-0.98076069,1.0016528,0.90480065,0.18142362,1.0023749,1.59E-05,2.61E-07,1.10E-12,-1.46E-06,
0.86271912,-0.98076069,1.0016345,0.90591449,0.18093845,1.0023398,1.24E-05,3.65E-07,1.11E-12,-2.59E-06,
0.88454276,-0.98076069,1.0016061,0.90703034,0.18048856,1.0023192,1.30E-06,8.20E-08,1.13E-12,6.61E-08,
0.90636641,-0.98076069,1.001591,0.90812588,0.18006882,1.0022857,7.27E-07,1.41E-07,1.13E-12,-2.75E-07,
0.92819005,-0.98076069,1.0015738,0.90920287,0.17968026,1.0022517,3.63E-06,6.20E-07,1.12E-12,-1.26E-06,
0.9500137,-0.98076069,1.0015457,0.91026759,0.17932251,1.0022353,5.60E-06,2.32E-07,1.08E-12,-1.71E-07,
0.97183734,-0.98076069,1.0015287,0.91132432,0.17899165,1.0021967,4.09E-06,1.77E-07,1.04E-12,9.03E-07,
0.99366099,-0.98076069,1.0015111,0.91236514,0.17868657,1.0021628,1.45E-06,1.54E-07,9.76E-13,7.69E-07,
1.0154847,-0.98076069,1.001487,0.91339457,0.17840697,1.0021482,2.93E-07,3.53E-08,9.13E-13,-1.29E-08,
1.0373083,-0.98076069,1.0014665,0.91440934,0.17815143,1.0021091,5.72E-07,1.76E-07,8.55E-13,3.98E-07,
1.059132,-0.98076069,1.0014595,0.915398,0.1779173,1.0020953,2.40E-05,4.31E-07,8.07E-13,-3.93E-06,
-0.032050498,-0.96021789,1.0019761,0.87437248,0.23656851,1.0028754,1.32E-08,3.20E-09,1.71E-13,2.96E-06,
-0.01022685,-0.96021789,1.002004,0.87396008,0.23458853,1.0028925,2.05E-06,5.46E-07,2.13E-13,-2.35E-06,
0.011596798,-0.96021789,1.0020194,0.87363988,0.23259805,1.0029178,1.64E-05,9.48E-08,2.60E-13,-1.82E-06,
0.033420447,-0.96021789,1.0020363,0.87341332,0.23059137,1.0029447,1.12E-05,9.94E-07,3.10E-13,-3.14E-06,
0.055244096,-0.96021789,1.0020456,0.873272,0.22858441,1.0029606,7.92E-06,6.83E-08,3.56E-13,5.23E-07,
0.077067748,-0.96021789,1.0020529,0.87321663,0.22657219,1.0029708,4.87E-07,1.53E-08,3.94E-13,2.92E-07,
0.098891392,-0.96021789,1.0020618,0.87324172,0.22456728,1.0029818,3.78E-06,5.85E-08,4.25E-13,8.43E-07,
0.12071504,-0.96021789,1.0020678,0.8733542,0.22256897,1.0029936,0,0,4.47E-13,1.33E-06,
0.1425387,-0.96021789,1.0020806,0.87354344,0.22058719,1.0030005,1.65E-06,0,4.63E-13,9.27E-07,
0.16436234,-0.96021789,1.0020845,0.87382299,0.21862336,1.0030065,0,3.01E-07,4.76E-13,1.41E-06,
0.18618599,-0.96021789,1.002088,0.87416857,0.21668214,1.0030099,1.77E-06,6.23E-07,4.90E-13,6.49E-08,
0.20800963,-0.96021789,1.0020901,0.87459189,0.21477135,1.0030135,7.87E-06,1.10E-08,5.10E-13,-5.28E-07,
0.22983329,-0.96021789,1.0020854,0.87509584,0.21289228,1.0030136,8.97E-07,9.05E-08,5.45E-13,6.34E-07,
0.25165692,-0.96021789,1.0020871,0.87566435,0.21104811,1.0030129,1.22E-06,1.77E-07,6.00E-13,1.39E-06,
0.27348059,-0.96021789,1.0020858,0.87629628,0.20924367,1.0030073,5.81E-06,2.75E-07,6.80E-13,-5.97E-07,
0.29530424,-0.96021789,1.0020816,0.87699258,0.20748201,1.0030006,2.11E-06,0,7.85E-13,-2.57E-07,
0.31712788,-0.96021789,1.0020772,0.8777473,0.2057644,1.0029861,7.66E-06,6.83E-07,9.02E-13,-1.12E-06,
0.33895153,-0.96021789,1.0020658,0.8785606,0.20409675,1.0029739,7.91E-06,4.87E-07,1.02E-12,-1.85E-06,
0.36077517,-0.96021789,1.0020579,0.87942559,0.20247757,1.0029658,6.99E-06,6.62E-07,1.13E-12,-9.71E-07,
0.38259882,-0.96021789,1.0020443,0.88034225,0.20091362,1.0029478,6.44E-06,2.17E-07,1.24E-12,8.27E-07,
0.40442246,-0.96021789,1.0020356,0.8812955,0.1994004,1.0029273,1.68E-06,8.95E-08,1.35E-12,4.25E-07,
0.42624614,-0.96021789,1.0020175,0.88229632,0.19794253,1.0029168,1.16E-06,3.15E-08,1.46E-12,1.63E-06,
0.44806978,-0.96021789,1.0020093,0.8833214,0.19653983,1.0028875,7.62E-06,2.92E-07,1.57E-12,-3.15E-07,
0.46989343,-0.96021789,1.0019956,0.88438636,0.19519186,1.0028757,3.94E-06,2.79E-07,1.67E-12,-3.64E-07,
0.49171707,-0.96021789,1.0019794,0.88548404,0.19390272,1.002849,2.12E-06,3.29E-07,1.72E-12,6.58E-07,
0.51354074,-0.96021789,1.0019544,0.88660836,0.19266908,1.0028225,2.35E-06,0,1.73E-12,1.79E-06,
0.53536439,-0.96021789,1.0019437,0.88774377,0.19149104,1.0028023,1.71E-06,2.44E-07,1.67E-12,5.66E-07,
0.55718803,-0.96021789,1.0019262,0.88890004,0.19036722,1.0027746,6.83E-07,2.42E-07,1.58E-12,1.41E-07,
0.57901168,-0.96021789,1.0019052,0.89007467,0.18930165,1.0027477,6.89E-07,6.26E-08,1.44E-12,1.03E-06,
0.60083532,-0.96021789,1.0018837,0.8912577,0.18828788,1.0027223,0,1.14E-08,1.30E-12,1.50E-06,
0.62265897,-0.96021789,1.0018729,0.892443,0.1873254,1.0026889,5.89E-06,3.39E-07,1.16E-12,-1.28E-06,
0.64448261,-0.96021789,1.001851,0.89364868,0.18641746,1.0026664,1.60E-06,2.67E-07,1.05E-12,1.09E-06,
0.66630626,-0.96021789,1.0018284,0.89484787,0.1855592,1.0026345,5.35E-06,1.15E-07,9.66E-13,2.23E-07,
0.6881299,-0.96021789,1.0018101,0.89604813,0.18474881,1.0026022,1.90E-06,1.50E-07,9.26E-13,-2.69E-07,
0.70995355,-0.96021789,1.0017886,0.89725465,0.18398735,1.0025792,1.79E-06,2.15E-07,9.24E-13,7.43E-07,
0.73177719,-0.96021789,1.0017669,0.89845568,0.18327108,1.0025407,-5.96E-09,1.68E-07,9.52E-13,2.63E-07,
0.75360084,-0.96021789,1.0017461,0.8996439,0.18260001,1.0025121,1.11E-05,2.68E-08,1.00E-12,-1.39E-06,
0.77542448,-0.96021789,1.0017282,0.90083027,0.18197139,1.0024898,1.49E-05,6.03E-07,1.06E-12,-7.31E-07,
0.79724813,-0.96021789,1.0017031,0.90201938,0.18138528,1.0024505,3.89E-06,5.46E-08,1.11E-12,1.74E-06,
0.81907183,-0.96021789,1.0016806,0.90318769,0.18083754,1.0024216,5.25E-06,3.25E-08,1.14E-12,1.74E-06,
0.84089547,-0.96021789,1.0016655,0.90434158,0.18032549,1.0023991,1.67E-05,4.27E-07,1.16E-12,-1.60E-06,
0.86271912,-0.96021789,1.001645,0.90549147,0.17985159,1.0023623,7.31E-06,2.04E-07,1.17E-12,-1.75E-06,
0.88454276,-0.96021789,1.0016158,0.9066363,0.17941353,1.0023383,1.85E-06,8.10E-09,1.18E-12,2.01E-06,
0.90636641,-0.96021789,1.0016026,0.90775794,0.17900449,1.0023054,2.65E-06,3.93E-07,1.17E-12,-5.95E-07,
0.92819005,-0.96021789,1.0015854,0.90886623,0.17862782,1.0022713,7.34E-06,6.90E-07,1.15E-12,-1.18E-06,
0.9500137,-0.96021789,1.0015528,0.90997231,0.17828475,1.0022502,8.50E-07,3.53E-08,1.11E-12,3.10E-06,
0.97183734,-0.96021789,1.0015413,0.91104329,0.17796408,1.0022135,5.75E-06,3.10E-07,1.05E-12,-1.53E-06,
0.99366099,-0.96021789,1.001523,0.91210735,0.17767383,1.0021796,5.61E-06,1.51E-07,9.84E-13,-1.74E-06,
1.0154847,-0.96021789,1.0014971,0.91316897,0.17740811,1.0021614,0,3.02E-07,9.21E-13,1.48E-07,
1.0373083,-0.96021789,1.0014784,0.9142049,0.17716615,1.0021251,3.40E-06,1.43E-07,8.67E-13,-8.31E-10,
1.059132,-0.96021789,1.0014611,0.91522992,0.17694885,1.002092,1.29E-06,1.34E-08,8.24E-13,2.60E-06,
1.0809556,-0.96021789,1.0014365,0.91623169,0.17675021,1.0020761,2.57E-07,1.07E-07,7.90E-13,3.87E-07,
1.1027793,-0.96021789,1.0014174,0.91722065,0.17657369,1.002038,4.24E-06,1.53E-08,7.64E-13,9.97E-08,
1.1246029,-0.96021789,1.001407,0.91819692,0.17641515,1.0020212,2.17E-06,4.30E-07,7.48E-13,2.54E-07,
1.1464266,-0.96021789,1.0013882,0.91914696,0.17627615,1.0019898,1.25E-05,5.16E-07,7.42E-13,-3.28E-06,
1.1682502,-0.96021789,1.0013573,0.92010969,0.17615686,1.0019562,3.14E-06,5.85E-09,7.47E-13,1.66E-06,
1.1900738,-0.96021789,1.0013485,0.92102325,0.17605038,1.0019397,1.34E-05,2.79E-08,7.64E-13,-1.91E-06,
1.2118975,-0.96021789,1.0013299,0.92195219,0.17596158,1.001904,0,2.75E-07,7.97E-13,3.48E-07,
1.2337211,-0.96021789,1.0013068,0.92284769,0.17589042,1.0018877,1.01E-05,2.94E-08,8.37E-13,4.48E-07,
-0.11934509,-0.93967515,1.0019231,0.87485957,0.24483554,1.0027939,2.61E-06,4.81E-07,8.78E-14,3.35E-06,
-0.097521447,-0.93967515,1.0019538,0.87410009,0.24290226,1.0028285,7.36E-06,6.90E-07,1.07E-13,-2.94E-06,
-0.075697795,-0.93967515,1.0019757,0.87344193,0.24093489,1.0028646,0,2.28E-07,1.31E-13,5.17E-07,
-0.053874146,-0.93967515,1.0019914,0.87286186,0.23893529,1.0028892,3.37E-06,1.03E-09,1.62E-13,1.96E-06,
-0.032050498,-0.93967515,1.0020143,0.87237304,0.2369052,1.0029284,0,3.60E-08,1.99E-13,1.86E-06,
-0.01022685,-0.93967515,1.0020391,0.87196243,0.23485193,1.0029469,1.08E-06,5.54E-07,2.43E-13,-8.66E-07,
0.011596798,-0.93967515,1.0020574,0.87164044,0.23278452,1.0029706,1.36E-05,2.94E-07,2.92E-13,-2.12E-06,
0.033420447,-0.93967515,1.0020752,0.87141472,0.23070261,1.003001,1.32E-05,1.16E-06,3.43E-13,-3.12E-06,
0.055244096,-0.93967515,1.0020851,0.87128764,0.22861916,1.0030158,5.05E-06,2.98E-07,3.91E-13,3.51E-07,
0.077067748,-0.93967515,1.0020922,0.8712467,0.22653303,1.0030262,8.39E-07,7.44E-08,4.31E-13,5.61E-07,
0.098891392,-0.93967515,1.0021013,0.87129086,0.22445372,1.0030373,1.62E-06,1.83E-07,4.63E-13,1.23E-06,
0.12071504,-0.93967515,1.0021073,0.87142128,0.22238266,1.0030484,7.11E-08,0,4.86E-13,1.64E-06,
0.1425387,-0.93967515,1.0021178,0.87163281,0.22032773,1.0030562,1.55E-06,0,5.03E-13,9.16E-07,
0.16436234,-0.93967515,1.0021218,0.87194061,0.21829362,1.003062,0,4.03E-07,5.17E-13,8.99E-07,
0.18618599,-0.93967515,1.002125,0.87232238,0.21628612,1.0030642,9.54E-07,4.57E-07,5.34E-13,9.29E-07,
0.20800963,-0.93967515,1.0021266,0.87278229,0.21430984,1.0030675,4.00E-06,5.59E-09,5.60E-13,1.19E-06,
0.22983329,-0.93967515,1.0021242,0.87331456,0.21236594,1.0030688,1.81E-06,5.28E-08,6.01E-13,1.12E-07,
0.25165692,-0.93967515,1.0021259,0.87392712,0.21046115,1.0030668,9.73E-07,2.41E-07,6.65E-13,1.50E-06,
0.27348059,-0.93967515,1.0021243,0.87459946,0.20859922,1.0030595,7.86E-06,3.41E-07,7.57E-13,-1.52E-06,
0.29530424,-0.93967515,1.0021178,0.87534213,0.20678274,1.0030496,2.13E-06,2.27E-09,8.74E-13,-7.18E-07,
0.31712788,-0.93967515,1.0021125,0.87614429,0.20501375,1.0030389,7.40E-06,7.20E-07,1.00E-12,-1.46E-06,
0.33895153,-0.93967515,1.0020998,0.87700701,0.20329851,1.0030242,6.61E-06,3.52E-07,1.14E-12,-1.41E-06,
0.36077517,-0.93967515,1.0020895,0.87792099,0.2016336,1.0030127,8.26E-06,6.11E-07,1.26E-12,-8.55E-07,
0.38259882,-0.93967515,1.0020792,0.87888587,0.20002754,1.0029954,9.30E-06,2.04E-07,1.38E-12,-5.96E-07,
0.40442246,-0.93967515,1.0020685,0.87989557,0.19847627,1.0029736,1.84E-06,1.48E-07,1.50E-12,1.13E-07,
0.42624614,-0.93967515,1.002048,0.88095057,0.19698359,1.0029609,7.14E-07,3.29E-08,1.62E-12,1.71E-06,
0.44806978,-0.93967515,1.0020376,0.88202882,0.19554916,1.002932,6.55E-06,2.66E-07,1.74E-12,-1.15E-07,
0.46989343,-0.93967515,1.0020255,0.88314688,0.1941725,1.0029187,4.94E-06,4.20E-07,1.84E-12,-7.33E-07,
0.49171707,-0.93967515,1.0020078,0.88429546,0.19285873,1.00289,3.61E-06,2.48E-07,1.89E-12,1.11E-07,
0.51354074,-0.93967515,1.0019828,0.88547319,0.19160396,1.0028609,3.23E-06,0,1.89E-12,1.78E-06,
0.53536439,-0.93967515,1.0019701,0.88666487,0.19040726,1.0028412,1.98E-06,1.63E-07,1.82E-12,1.06E-06,
0.55718803,-0.93967515,1.0019522,0.88787371,0.18926826,1.0028111,2.43E-06,2.56E-07,1.69E-12,4.44E-07,
0.57901168,-0.93967515,1.0019286,0.88909948,0.18818931,1.002781,1.04E-06,4.95E-08,1.54E-12,9.79E-07,
0.60083532,-0.93967515,1.001909,0.89033365,0.18716577,1.0027539,0,2.80E-08,1.38E-12,1.43E-06,
0.62265897,-0.93967515,1.0018951,0.89156866,0.18619695,1.0027239,9.72E-06,2.84E-07,1.22E-12,-7.13E-07,
0.64448261,-0.93967515,1.0018716,0.8928237,0.18528296,1.002695,1.38E-06,2.42E-07,1.10E-12,8.34E-07,
0.66630626,-0.93967515,1.0018507,0.8940711,0.18442272,1.0026634,2.50E-06,1.15E-07,1.02E-12,1.85E-07,
0.6881299,-0.93967515,1.0018317,0.89531523,0.18361184,1.0026342,3.81E-06,1.52E-07,9.86E-13,-9.30E-07,
0.70995355,-0.93967515,1.0018063,0.89656788,0.18285196,1.002606,3.21E-06,1.35E-07,9.93E-13,3.45E-07,
0.73177719,-0.93967515,1.0017873,0.89780915,0.18213907,1.0025681,2.20E-06,2.31E-07,1.03E-12,-5.08E-07,
0.75360084,-0.93967515,1.0017637,0.89904523,0.18147278,1.002539,7.98E-06,2.80E-08,1.09E-12,-4.07E-07,
0.77542448,-0.93967515,1.0017409,0.90027422,0.18085153,1.0025144,8.87E-06,2.64E-07,1.14E-12,9.04E-07,
0.79724813,-0.93967515,1.0017229,0.901492,0.18027064,1.0024766,4.65E-06,2.38E-07,1.19E-12,4.66E-07,
0.81907183,-0.93967515,1.0016946,0.90270466,0.1797321,1.002439,4.92E-06,6.64E-09,1.22E-12,2.39E-06,
0.84089547,-0.93967515,1.0016772,0.90389252,0.17923084,1.0024188,1.27E-05,2.23E-07,1.22E-12,-6.52E-07,
0.86271912,-0.93967515,1.0016545,0.90507811,0.17876649,1.0023837,3.52E-06,1.57E-07,1.23E-12,-1.00E-06,
0.88454276,-0.93967515,1.0016298,0.90625459,0.17833982,1.0023526,1.39E-06,0,1.22E-12,2.35E-06,
0.90636641,-0.93967515,1.0016154,0.90740114,0.17794313,1.0023209,8.51E-06,5.64E-07,1.21E-12,-1.59E-06,
0.92819005,-0.93967515,1.0015937,0.90854293,0.17757981,1.0022893,9.73E-06,3.93E-07,1.18E-12,-2.74E-07,
0.9500137,-0.93967515,1.0015632,0.90967727,0.17724907,1.0022613,0,0,1.13E-12,2.79E-06,
0.97183734,-0.93967515,1.0015533,0.91077918,0.17694217,1.0022302,9.69E-07,2.04E-07,1.06E-12,-4.20E-07,
0.99366099,-0.93967515,1.0015336,0.91186392,0.1766649,1.0021939,6.43E-06,2.08E-07,9.91E-13,-1.35E-06,
1.0154847,-0.93967515,1.001505,0.91295147,0.17641361,1.0021766,0,2.68E-07,9.30E-13,1.01E-06,
1.0373083,-0.93967515,1.0014902,0.91399956,0.17618586,1.0021421,5.30E-06,1.05E-07,8.80E-13,-4.50E-07,
1.059132,-0.93967515,1.001471,0.91504455,0.17598006,1.0021065,7.96E-06,4.98E-07,8.42E-13,-5.70E-07,
1.0809556,-0.93967515,1.0014435,0.91608065,0.17579891,1.0020894,0,7.20E-08,8.12E-13,1.56E-06,
1.1027793,-0.93967515,1.0014275,0.9170807,0.17563573,1.0020534,4.31E-06,4.60E-08,7.92E-13,-1.15E-07,
1.1246029,-0.93967515,1.0014137,0.91807121,0.17549179,1.0020176,1.09E-05,2.27E-07,7.85E-13,-1.21E-06,
1.1464266,-0.93967515,1.0013853,0.91905862,0.17536859,1.0020038,5.85E-06,5.67E-08,7.92E-13,1.90E-06,
1.1682502,-0.93967515,1.0013673,0.92001873,0.17525995,1.0019678,3.65E-06,1.56E-07,8.12E-13,1.05E-06,
1.1900738,-0.93967515,1.0013562,0.92095244,0.17516719,1.0019457,1.55E-05,3.93E-07,8.45E-13,-2.89E-06,
1.2118975,-0.93967515,1.0013347,0.92188472,0.1750927,1.0019171,1.08E-05,2.42E-08,8.92E-13,-1.19E-06,
1.2337211,-0.93967515,1.0013127,0.92281425,0.17503299,1.0018951,7.11E-07,7.83E-08,9.44E-13,4.53E-07,
-0.18481605,-0.91913235,1.0018731,0.87569678,0.25122654,1.0027189,2.86E-06,3.77E-08,6.44E-14,7.82E-07,
-0.16299239,-0.91913235,1.0019081,0.87467903,0.24936987,1.0027696,1.14E-05,1.38E-06,7.41E-14,-2.98E-06,
-0.14116874,-0.91913235,1.0019262,0.87375927,0.24746552,1.0028002,0,3.46E-08,8.69E-14,3.51E-06,
-0.11934509,-0.91913235,1.0019543,0.87290776,0.24550924,1.0028459,1.59E-06,0,1.04E-13,4.27E-06,
-0.097521447,-0.91913235,1.0019875,0.87213463,0.2435037,1.0028768,1.69E-06,3.72E-07,1.25E-13,-1.49E-06,
-0.075697795,-0.91913235,1.0020139,0.87145185,0.24146248,1.0029178,2.37E-06,4.27E-07,1.52E-13,-1.10E-06,
-0.053874146,-0.91913235,1.0020291,0.87086904,0.23938847,1.0029411,0,1.98E-08,1.85E-13,3.35E-06,
-0.032050498,-0.91913235,1.0020528,0.87036794,0.23728131,1.0029819,0,5.50E-09,2.25E-13,1.04E-06,
-0.01022685,-0.91913235,1.0020745,0.86995697,0.235153,1.0030009,5.12E-06,3.88E-07,2.71E-13,1.50E-06,
0.011596798,-0.91913235,1.0020957,0.86963773,0.23300599,1.0030237,9.43E-06,2.65E-07,3.23E-13,-1.54E-06,
0.033420447,-0.91913235,1.0021143,0.86941355,0.23084681,1.0030557,1.57E-05,7.54E-07,3.76E-13,-3.19E-06,
0.055244096,-0.91913235,1.0021244,0.86929572,0.22868396,1.0030706,5.44E-06,4.51E-07,4.26E-13,-6.87E-07,
0.077067748,-0.91913235,1.0021317,0.86926663,0.22652023,1.0030814,9.95E-07,1.57E-07,4.68E-13,1.20E-06,
0.098891392,-0.91913235,1.0021409,0.86932755,0.22436401,1.0030921,3.00E-07,1.98E-07,5.00E-13,1.39E-06,
0.12071504,-0.91913235,1.0021467,0.86948049,0.22221823,1.0031036,9.80E-08,0,5.24E-13,1.68E-06,
0.1425387,-0.91913235,1.0021541,0.86972094,0.22008963,1.0031117,5.91E-07,0,5.42E-13,1.91E-06,
0.16436234,-0.91913235,1.0021591,0.870049,0.21798146,1.0031176,2.28E-09,4.05E-07,5.58E-13,9.07E-07,
0.18618599,-0.91913235,1.0021622,0.87046629,0.21590503,1.0031186,3.64E-07,2.47E-07,5.78E-13,2.31E-06,
0.20800963,-0.91913235,1.0021631,0.87096351,0.21386111,1.0031216,1.36E-06,1.89E-09,6.08E-13,3.06E-06,
0.22983329,-0.91913235,1.0021629,0.87152946,0.21185163,1.0031239,2.23E-06,1.78E-08,6.56E-13,3.58E-07,
0.25165692,-0.91913235,1.0021647,0.87218189,0.20988315,1.0031208,1.08E-06,2.78E-07,7.29E-13,1.41E-06,
0.27348059,-0.91913235,1.0021629,0.87289661,0.20796227,1.0031132,9.07E-06,3.46E-07,8.32E-13,-2.31E-06,
0.29530424,-0.91913235,1.0021539,0.87368751,0.20609024,1.0030992,2.46E-06,4.24E-09,9.62E-13,-9.46E-07,
0.31712788,-0.91913235,1.0021486,0.87453645,0.20426764,1.0030921,6.63E-06,7.45E-07,1.11E-12,-1.77E-06,
0.33895153,-0.91913235,1.0021334,0.87544996,0.20250367,1.0030754,4.49E-06,2.13E-07,1.25E-12,-9.45E-07,
0.36077517,-0.91913235,1.002121,0.87641507,0.20079267,1.0030594,8.86E-06,5.07E-07,1.39E-12,-2.99E-07,
0.38259882,-0.91913235,1.0021143,0.8774277,0.19914277,1.0030429,1.19E-05,1.97E-07,1.52E-12,-2.05E-06,
0.40442246,-0.91913235,1.0021015,0.87849468,0.19755273,1.0030197,2.10E-06,2.17E-07,1.65E-12,-2.42E-07,
0.42624614,-0.91913235,1.0020785,0.87960488,0.19602458,1.003005,2.69E-07,3.44E-08,1.78E-12,1.80E-06,
0.44806978,-0.91913235,1.002066,0.88073736,0.19455786,1.0029764,5.40E-06,2.37E-07,1.91E-12,1.06E-07,
0.46989343,-0.91913235,1.0020554,0.88190919,0.19315214,1.0029613,6.23E-06,5.61E-07,2.01E-12,-1.13E-06,
0.49171707,-0.91913235,1.0020368,0.88310933,0.19181326,1.0029315,5.37E-06,2.04E-07,2.06E-12,-6.41E-07,
0.51354074,-0.91913235,1.0020107,0.88434243,0.19053724,1.0028991,3.89E-06,0,2.05E-12,1.79E-06,
0.53536439,-0.91913235,1.0019965,0.88559127,0.18932185,1.0028809,1.81E-06,7.01E-08,1.96E-12,1.92E-06,
0.55718803,-0.91913235,1.0019779,0.88685185,0.18816757,1.0028479,5.05E-06,2.53E-07,1.81E-12,7.08E-07,
0.57901168,-0.91913235,1.0019528,0.88812912,0.18707508,1.0028143,1.59E-06,5.59E-08,1.63E-12,4.71E-07,
0.60083532,-0.91913235,1.0019344,0.88941699,0.18604209,1.002784,0,5.22E-08,1.45E-12,1.39E-06,
0.62265897,-0.91913235,1.0019172,0.89070153,0.18506718,1.0027585,1.34E-05,2.78E-07,1.28E-12,-4.17E-07,
0.64448261,-0.91913235,1.0018914,0.89200765,0.18414816,1.0027237,7.31E-07,1.35E-07,1.15E-12,1.16E-06,
0.66630626,-0.91913235,1.0018729,0.89330077,0.18328549,1.0026898,6.92E-07,6.44E-08,1.07E-12,1.87E-07,
0.6881299,-0.91913235,1.001853,0.89459038,0.18247408,1.002666,6.24E-06,1.28E-07,1.05E-12,-1.72E-06,
0.70995355,-0.91913235,1.0018229,0.8958928,0.18171613,1.0026335,2.59E-06,6.49E-08,1.06E-12,5.45E-07,
0.73177719,-0.91913235,1.0018076,0.89717257,0.18100625,1.0025947,2.91E-06,3.70E-07,1.11E-12,-1.61E-06,
0.75360084,-0.91913235,1.0017787,0.89845586,0.18034576,1.0025629,4.04E-06,1.78E-08,1.17E-12,8.04E-07,
0.77542448,-0.91913235,1.0017548,0.89972812,0.1797317,1.0025387,3.93E-06,6.25E-08,1.23E-12,2.15E-06,
0.79724813,-0.91913235,1.0017418,0.90097874,0.17915682,1.0025024,2.27E-06,4.81E-07,1.27E-12,-6.20E-07,
