x,y,rho,u,v,p,uu,vv,ww,_uv,
-0.38122886,0.25180656,0.99711382,1.0326235,0.43266079,0.99610543,2.25E-05,1.95E-06,2.01E-12,-6.46E-06,
-0.35940522,0.25180656,0.99690807,1.0380913,0.44009286,0.99583775,1.35E-05,5.84E-07,4.18E-12,-5.40E-07,
-0.33758157,0.25180656,0.99668789,1.0442675,0.44748241,0.99553192,9.69E-06,5.71E-07,7.06E-12,1.52E-06,
-0.31575793,0.25180656,0.99644357,1.0512943,0.45548499,0.99518138,1.69E-06,1.88E-06,1.08E-11,3.15E-06,
-0.29393429,0.25180656,0.99617434,1.0592556,0.4635739,0.99479812,2.37E-06,3.37E-07,1.48E-11,5.34E-06,
-0.27211064,0.25180656,0.99586803,1.0683492,0.47216222,0.99437326,1.10E-05,1.85E-06,1.92E-11,-1.36E-06,
-0.250287,0.25180656,0.99552441,1.0786886,0.48068437,0.9939009,7.75E-06,8.80E-07,2.53E-11,5.80E-06,
-0.22846334,0.25180656,0.99514478,1.0905317,0.48966542,0.99335587,1.29E-05,2.76E-06,3.59E-11,-3.53E-06,
-0.20663969,0.25180656,0.99471444,1.103967,0.49807832,0.99276257,9.30E-08,0,4.87E-11,1.42E-05,
-0.18481605,0.25180656,0.9942345,1.1193798,0.50690442,0.99209636,0,1.52E-06,6.58E-11,2.48E-06,
-0.16299239,0.25180656,0.99370712,1.1367555,0.51473039,0.99136019,2.83E-06,1.52E-06,8.48E-11,2.11E-06,
-0.14116874,0.25180656,0.99312532,1.1564215,0.52180594,0.99052864,5.06E-07,9.10E-08,1.03E-10,5.15E-07,
-0.11934509,0.25180656,0.99247479,1.178479,0.52759862,0.98963004,1.12E-06,5.68E-07,1.16E-10,4.92E-06,
-0.097521447,0.25180656,0.9917931,1.2027315,0.53110093,0.98867261,1.14E-05,7.69E-07,1.28E-10,1.71E-07,
-0.075697795,0.25180656,0.99104697,1.2294861,0.53250891,0.98762947,1.65E-05,5.19E-08,1.45E-10,1.55E-06,
-0.053874146,0.25180656,0.99027932,1.258055,0.53044212,0.98655367,8.51E-06,1.73E-06,1.56E-10,7.22E-07,
-0.032050498,0.25180656,0.98949546,1.2879076,0.52437443,0.98547155,1.94E-07,0,1.72E-10,1.82E-05,
-0.01022685,0.25180656,0.98872131,1.3186157,0.5141266,0.98439133,7.87E-06,1.54E-07,1.98E-10,-5.48E-06,
0.011596798,0.25180656,0.98800224,1.3486686,0.49882671,0.98338979,1.35E-05,2.11E-06,2.56E-10,-2.87E-06,
0.033420447,0.25180656,0.98734277,1.377535,0.47889629,0.98247057,4.47E-06,2.10E-06,3.39E-10,-1.81E-06,
0.055244096,0.25180656,0.98679906,1.4035136,0.45424503,0.98170477,1.16E-05,2.43E-06,4.52E-10,-2.26E-06,
0.077067748,0.25180656,0.98635799,1.4261192,0.42575648,0.98109746,4.16E-06,1.43E-07,5.98E-10,3.51E-06,
0.098891392,0.25180656,0.98608035,1.4440151,0.39414561,0.98069817,1.02E-05,9.83E-07,7.46E-10,-2.23E-06,
0.12071504,0.25180656,0.9859376,1.4572219,0.36059108,0.98049635,2.73E-06,8.42E-07,8.51E-10,1.24E-06,
0.1425387,0.25180656,0.98592806,1.465403,0.32616583,0.980497,5.59E-06,3.28E-07,8.94E-10,3.53E-06,
0.16436234,0.25180656,0.98606348,1.4686868,0.29191643,0.98067689,6.74E-06,3.73E-07,8.67E-10,-1.30E-07,
0.18618599,0.25180656,0.98630178,1.4675953,0.2587024,0.98100543,7.85E-07,2.03E-07,7.79E-10,-3.72E-06,
0.20800963,0.25180656,0.98663199,1.4627415,0.22715546,0.98147786,3.23E-06,0,6.61E-10,1.36E-07,
0.22983329,0.25180656,0.98702425,1.454775,0.1976826,0.98201913,4.01E-07,1.38E-08,5.14E-10,6.35E-06,
0.25165692,0.25180656,0.98748612,1.4442616,0.17051058,0.98265034,1.92E-05,2.63E-07,3.75E-10,-1.94E-06,
0.27348059,0.25180656,0.98797536,1.4318362,0.14572962,0.98333365,2.40E-05,1.16E-07,2.87E-10,-7.68E-07,
0.29530424,0.25180656,0.98848057,1.4179609,0.12332026,0.9840402,1.10E-05,5.40E-08,2.35E-10,-4.33E-07,
0.31712788,0.25180656,0.98900533,1.4030224,0.10319493,0.98477238,3.07E-05,2.09E-07,2.19E-10,-3.09E-06,
0.33895153,0.25180656,0.98952383,1.3874081,0.085228547,0.98550516,6.48E-06,6.28E-10,2.01E-10,9.97E-07,
0.36077517,0.25180656,0.99004692,1.3713208,0.069267251,0.98622739,5.79E-06,1.72E-08,1.89E-10,9.22E-07,
0.38259882,0.25180656,0.99056745,1.3550044,0.055153131,0.98695892,1.08E-05,0,1.90E-10,3.80E-07,
0.40442246,0.25180656,0.99108213,1.3385985,0.042730354,0.98766595,4.99E-06,2.41E-08,2.08E-10,2.20E-07,
0.42624614,0.25180656,0.99157137,1.3222412,0.031853803,0.98835385,0,8.84E-09,2.25E-10,3.39E-07,
0.44806978,0.25180656,0.99205554,1.3059957,0.022378456,0.98903173,6.33E-06,3.30E-09,2.22E-10,-2.08E-07,
0.46989343,0.25180656,0.99252325,1.2899436,0.014149544,0.98967749,1.06E-06,5.37E-09,2.22E-10,1.27E-07,
0.49171707,0.25180656,0.99297804,1.2741069,0.007122049,0.99031699,2.34E-07,5.12E-09,2.06E-10,1.55E-07,
0.51354074,0.25180656,0.99342072,1.2585336,0.001209189,0.99093258,1.19E-05,7.26E-09,2.13E-10,4.32E-09,
0.53536439,0.25180656,0.99385417,1.2432688,-0.003662642,0.99153084,1.09E-05,9.62E-09,2.23E-10,-1.54E-08,
0.55718803,0.25180656,0.99426353,1.2283392,-0.007560609,0.99210918,2.32E-06,1.17E-08,2.29E-10,-6.08E-08,
0.57901168,0.25180656,0.9946636,1.2137334,-0.010608432,0.99265993,2.56E-05,1.58E-08,2.59E-10,1.39E-07,
0.60083532,0.25180656,0.99504149,1.1995397,-0.012788347,0.99320745,3.15E-06,1.51E-08,2.59E-10,-1.19E-07,
0.62265897,0.25180656,0.99540961,1.1857605,-0.014153174,0.9937107,4.96E-06,1.61E-08,2.52E-10,-2.22E-08,
0.64448261,0.25180656,0.99576712,1.1724383,-0.014757001,0.9941994,9.64E-06,2.17E-08,2.59E-10,1.04E-07,
0.66630626,0.25180656,0.99609923,1.1595882,-0.014692943,0.99467611,3.31E-06,1.08E-08,2.58E-10,-2.75E-07,
0.6881299,0.25180656,0.99641997,1.147231,-0.014022245,0.99511862,5.48E-06,1.22E-08,2.74E-10,-3.43E-08,
0.70995355,0.25180656,0.99672133,1.1354148,-0.012767513,0.99554658,4.13E-07,8.77E-09,2.93E-10,-2.43E-07,
0.73177719,0.25180656,0.99700958,1.1241362,-0.010995234,0.99594742,4.51E-06,1.26E-08,2.83E-10,2.31E-08,
0.75360084,0.25180656,0.99727422,1.1134331,-0.008774356,0.99632239,0,1.31E-08,3.22E-10,-1.37E-07,
0.77542448,0.25180656,0.99753481,1.1032153,-0.006225312,0.99667299,3.89E-06,2.19E-08,3.77E-10,5.96E-08,
0.79724813,0.25180656,0.99776953,1.0935521,-0.003350766,0.99700481,0,3.60E-08,3.62E-10,9.19E-08,
0.81907183,0.25180656,0.99799287,1.0843915,-0.000202261,0.99732184,2.11E-07,5.89E-08,3.12E-10,5.23E-08,
0.84089547,0.25180656,0.99819708,1.0757354,0.00317278,0.99760318,0,9.96E-08,3.12E-10,1.75E-07,
0.86271912,0.25180656,0.99840212,1.0674959,0.006729696,0.99787611,2.52E-05,1.67E-07,2.88E-10,5.17E-08,
0.88454276,0.25180656,0.99858171,1.0596755,0.010421172,0.99813396,1.81E-06,2.71E-07,2.81E-10,1.55E-07,
0.90636641,0.25180656,0.99875313,1.0522406,0.014271524,0.99838346,8.28E-06,4.18E-07,2.74E-10,3.47E-07,
0.92819005,0.25180656,0.99892163,1.045172,0.018274795,0.99860215,1.60E-05,6.15E-07,2.74E-10,6.24E-08,
0.9500137,0.25180656,0.99907506,1.0384713,0.022432454,0.99882835,9.04E-06,8.12E-07,2.72E-10,-1.31E-07,
0.97183734,0.25180656,0.99920946,1.0321259,0.02673867,0.99902648,2.36E-08,9.48E-07,2.51E-10,4.45E-07,
0.99366099,0.25180656,0.99935538,1.02608,0.031160649,0.99922192,1.60E-05,1.05E-06,2.30E-10,-1.52E-07,
1.0154847,0.25180656,0.99948436,1.0204108,0.035733655,0.99940008,1.18E-05,1.05E-06,2.17E-10,-6.57E-07,
1.0373083,0.25180656,0.99960208,1.0151331,0.040448532,0.99955863,1.32E-06,9.06E-07,2.15E-10,-3.90E-07,
1.059132,0.25180656,0.9997133,1.0102377,0.045287177,0.99970955,1.84E-05,6.99E-07,2.19E-10,-6.29E-07,
-0.86134917,0.27234936,0.99884641,0.99140733,0.33929104,0.99855518,1.13E-05,1.31E-06,1.23E-13,-1.98E-06,
-0.83952552,0.27234936,0.99880975,0.99214005,0.34186798,0.99851096,2.23E-05,1.44E-06,1.46E-13,-4.58E-06,
-0.81770188,0.27234936,0.99877107,0.99295467,0.34444049,0.99845523,9.48E-06,1.22E-06,1.70E-13,-6.66E-07,
-0.79587823,0.27234936,0.99873042,0.9938361,0.34700811,0.99839383,1.45E-06,1.18E-06,1.93E-13,1.20E-06,
-0.77405453,0.27234936,0.99869019,0.99478626,0.34957126,0.99833238,1.84E-08,6.74E-07,2.15E-13,2.75E-06,
-0.75223088,0.27234936,0.99864483,0.99579328,0.35256961,0.99827141,0,1.11E-07,2.23E-13,2.88E-06,
-0.73040724,0.27234936,0.99859869,0.9968819,0.35563734,0.9982034,7.59E-06,9.72E-07,2.27E-13,-4.22E-06,
-0.70858359,0.27234936,0.99854416,0.99807894,0.35869968,0.99813163,1.14E-05,1.68E-06,2.30E-13,-1.29E-06,
-0.68675995,0.27234936,0.99848598,0.99938983,0.36175439,0.99806219,1.18E-07,2.57E-09,2.32E-13,7.38E-06,
-0.6649363,0.27234936,0.99843162,1.0007883,0.36536092,0.99796909,3.85E-07,2.39E-07,2.73E-13,-6.63E-07,
-0.64311266,0.27234936,0.99836451,1.002329,0.36899391,0.99787569,4.17E-08,9.26E-07,3.09E-13,5.28E-06,
-0.62128901,0.27234936,0.99830276,1.0040052,0.37259993,0.99779266,6.87E-06,2.08E-06,3.37E-13,-3.66E-06,
-0.59946537,0.27234936,0.99822271,1.0058515,0.37649384,0.99768555,2.56E-06,8.46E-07,3.40E-13,3.29E-06,
-0.57764173,0.27234936,0.99814725,1.0078543,0.38075885,0.99756777,9.62E-06,5.29E-07,3.17E-13,7.83E-07,
-0.55581808,0.27234936,0.99805963,1.0100768,0.38499421,0.99744928,2.59E-06,2.36E-06,2.92E-13,-3.06E-06,
-0.53399444,0.27234936,0.99796897,1.012518,0.38938802,0.99731201,9.84E-06,1.69E-06,2.78E-13,-1.21E-06,
-0.51217079,0.27234936,0.99785626,1.0152111,0.39435169,0.99717629,1.13E-05,0,3.00E-13,-1.11E-07,
-0.49034712,0.27234936,0.99774909,1.0181963,0.39924866,0.99701792,6.43E-06,2.72E-06,3.37E-13,-4.61E-06,
-0.46852347,0.27234936,0.99763012,1.0214939,0.40440631,0.99683768,1.73E-05,1.78E-06,4.46E-13,-6.11E-06,
-0.44669983,0.27234936,0.99749643,1.0251817,0.41007438,0.9966585,1.45E-05,2.91E-06,6.74E-13,-6.17E-06,
-0.42487618,0.27234936,0.99734014,1.0292914,0.41564587,0.99644804,1.75E-06,3.50E-08,9.53E-13,1.35E-05,
-0.40305254,0.27234936,0.99718559,1.0338603,0.42181256,0.99621695,3.49E-06,1.45E-06,1.46E-12,-1.21E-06,
-0.38122886,0.27234936,0.99700749,1.0389851,0.42812926,0.99596322,3.84E-06,4.89E-07,2.15E-12,-2.11E-06,
-0.35940522,0.27234936,0.99680549,1.0447301,0.43456882,0.99569702,7.14E-06,6.51E-07,3.51E-12,1.79E-06,
-0.33758157,0.27234936,0.9965809,1.0512047,0.44159901,0.99537832,1.51E-06,0,6.49E-12,7.39E-06,
-0.31575793,0.27234936,0.99634767,1.0584329,0.44834358,0.99504399,1.18E-05,1.60E-06,9.70E-12,-2.91E-06,
-0.29393429,0.27234936,0.99607599,1.066672,0.45595545,0.99466127,9.46E-06,1.51E-06,1.37E-11,-7.81E-08,
-0.27211064,0.27234936,0.99578309,1.0758702,0.46307003,0.99424994,1.08E-05,2.21E-06,1.85E-11,-6.46E-06,
-0.250287,0.27234936,0.99544716,1.0863636,0.4708536,0.99378294,9.28E-06,3.02E-06,2.59E-11,-5.02E-06,
-0.22846334,0.27234936,0.99508291,1.0980887,0.47797239,0.99327546,5.61E-07,5.96E-08,3.52E-11,5.88E-06,
-0.20663969,0.27234936,0.99467778,1.1114233,0.48550385,0.99270517,1.43E-05,4.63E-06,4.77E-11,-8.18E-06,
-0.18481605,0.27234936,0.99423391,1.1262454,0.49199811,0.99209028,7.68E-06,2.51E-06,6.16E-11,-3.04E-06,
-0.16299239,0.27234936,0.99373388,1.1430436,0.49842903,0.99138832,4.22E-06,1.43E-09,7.99E-11,2.58E-06,
-0.14116874,0.27234936,0.99320132,1.1615329,0.50335616,0.9906441,2.05E-06,3.33E-06,9.60E-11,3.20E-08,
-0.11934509,0.27234936,0.99262184,1.1820679,0.50720686,0.98983204,9.82E-06,2.72E-06,1.08E-10,-2.85E-06,
-0.097521447,0.27234936,0.99200022,1.2043905,0.50900167,0.9889695,1.54E-06,5.92E-07,1.19E-10,4.05E-06,
-0.075697795,0.27234936,0.99135494,1.2284048,0.50845754,0.98807186,1.08E-05,1.10E-06,1.32E-10,-2.27E-06,
-0.053874146,0.27234936,0.99069142,1.2538769,0.50511444,0.98712665,5.74E-06,2.73E-06,1.43E-10,-2.46E-06,
-0.032050498,0.27234936,0.99001837,1.2801157,0.49826825,0.986202,2.31E-06,4.76E-08,1.56E-10,1.15E-05,
-0.01022685,0.27234936,0.98936647,1.3067915,0.48789191,0.98529178,1.78E-06,1.75E-06,1.75E-10,-3.64E-06,
0.011596798,0.27234936,0.98874998,1.3327608,0.47341678,0.98443252,0,0,2.16E-10,7.73E-06,
0.033420447,0.27234936,0.9881987,1.3575374,0.45513189,0.98366195,6.05E-06,1.34E-06,2.76E-10,7.45E-06,
0.055244096,0.27234936,0.98773324,1.3799911,0.43311158,0.98301774,0,8.38E-07,3.54E-10,2.38E-06,
0.077067748,0.27234936,0.98737925,1.3992803,0.40784657,0.98251343,3.27E-05,3.22E-06,4.36E-10,-1.11E-05,
0.098891392,0.27234936,0.98711318,1.4153098,0.38015273,0.98214293,8.08E-06,3.16E-07,5.28E-10,1.75E-06,
0.12071504,0.27234936,0.98697716,1.4271756,0.35070091,0.98196357,1.44E-05,5.82E-07,5.87E-10,1.21E-06,
0.1425387,0.27234936,0.98696357,1.434854,0.32039347,0.98192632,4.26E-06,1.50E-06,6.01E-10,-2.28E-06,
0.16436234,0.27234936,0.98705155,1.4385159,0.29004887,0.98206681,3.41E-07,4.60E-07,5.71E-10,-3.56E-06,
0.18618599,0.27234936,0.98723996,1.4385754,0.26030925,0.9823162,3.48E-05,1.08E-06,5.18E-10,-4.40E-06,
0.20800963,0.27234936,0.98749548,1.4353312,0.23175104,0.98267049,8.72E-06,1.87E-07,4.41E-10,1.34E-06,
0.22983329,0.27234936,0.98782021,1.4292139,0.20477049,0.98312342,1.19E-05,3.81E-07,3.49E-10,6.79E-07,
0.25165692,0.27234936,0.9881978,1.4207269,0.17961843,0.98365933,1.64E-06,3.45E-07,2.70E-10,-4.62E-08,
0.27348059,0.27234936,0.98861718,1.4103354,0.15642819,0.98424119,4.02E-06,1.19E-07,2.18E-10,-1.58E-06,
0.29530424,0.27234936,0.98906517,1.3984691,0.13523462,0.98484737,1.18E-05,2.63E-07,1.94E-10,-2.02E-07,
0.31712788,0.27234936,0.98952198,1.3854786,0.11601258,0.9854843,2.69E-05,7.41E-08,1.94E-10,-9.22E-07,
0.33895153,0.27234936,0.98998237,1.3716811,0.098687351,0.98614758,0,1.02E-08,1.74E-10,1.24E-06,
0.36077517,0.27234936,0.9904539,1.3573198,0.083113916,0.98679537,1.28E-05,7.75E-08,1.65E-10,-1.17E-06,
0.38259882,0.27234936,0.99092394,1.3426051,0.069205672,0.98744261,1.97E-06,5.06E-08,1.60E-10,-3.53E-07,
0.40442246,0.27234936,0.99139023,1.3276641,0.056859974,0.98809636,3.25E-05,7.21E-09,1.82E-10,-7.56E-07,
0.42624614,0.27234936,0.99184459,1.3126464,0.045962118,0.98873365,1.30E-05,1.80E-09,1.88E-10,-5.11E-07,
0.44806978,0.27234936,0.99229282,1.2976389,0.036404226,0.98935246,1.02E-05,2.53E-08,1.83E-10,-5.09E-07,
0.46989343,0.27234936,0.99273217,1.2827206,0.028088121,0.98996109,1.14E-05,1.18E-08,1.74E-10,-2.78E-07,
0.49171707,0.27234936,0.99315041,1.2679414,0.02092531,0.99055254,1.39E-06,9.20E-09,1.65E-10,-2.65E-07,
0.51354074,0.27234936,0.99356139,1.2533773,0.014805919,0.99113834,8.30E-08,4.33E-09,1.79E-10,4.57E-07,
0.53536439,0.27234936,0.99397093,1.2390103,0.009648487,0.99169415,1.46E-05,1.19E-08,1.85E-10,-5.42E-08,
0.55718803,0.27234936,0.99436241,1.2249271,0.005437938,0.99224198,1.83E-05,1.32E-08,1.98E-10,-4.50E-09,
0.57901168,0.27234936,0.99473447,1.2111576,0.002116734,0.99277282,6.33E-06,1.52E-08,2.17E-10,3.91E-08,
0.60083532,0.27234936,0.99510038,1.1977148,-0.000368619,0.99327654,2.76E-05,1.68E-08,2.20E-10,1.53E-08,
0.62265897,0.27234936,0.99544179,1.1846751,-0.002070422,0.99376488,2.21E-08,1.80E-08,2.16E-10,-1.16E-08,
0.64448261,0.27234936,0.99578369,1.1719875,-0.003112244,0.99422276,5.39E-06,1.84E-08,2.24E-10,7.68E-08,
0.66630626,0.27234936,0.99610269,1.1597338,-0.003485938,0.99468064,1.57E-05,1.79E-08,2.28E-10,3.84E-08,
0.6881299,0.27234936,0.99640411,1.1479461,-0.003235273,0.9950996,1.40E-05,1.74E-08,2.40E-10,9.09E-08,
0.70995355,0.27234936,0.99669802,1.1366315,-0.002419354,0.99550945,2.98E-06,1.77E-08,2.52E-10,3.51E-08,
0.73177719,0.27234936,0.99696612,1.1258017,-0.001098601,0.9958936,3.44E-06,1.93E-08,2.61E-10,3.19E-08,
0.75360084,0.27234936,0.99723172,1.1154419,0.000622683,0.99625218,2.48E-05,2.39E-08,2.80E-10,4.92E-08,
0.77542448,0.27234936,0.99747348,1.1055793,0.002713475,0.99659216,2.18E-07,3.27E-08,3.23E-10,8.75E-08,
0.79724813,0.27234936,0.99770355,1.0961894,0.005145719,0.99691546,3.92E-06,4.79E-08,3.07E-10,1.62E-07,
0.81907183,0.27234936,0.99792647,1.0872624,0.007869457,0.99721467,1.93E-05,7.46E-08,2.66E-10,-9.54E-08,
0.84089547,0.27234936,0.99812007,1.0788091,0.010842431,0.9974997,4.88E-06,1.11E-07,2.45E-10,2.51E-07,
0.86271912,0.27234936,0.99831247,1.0707603,0.014016268,0.99777818,1.76E-06,1.73E-07,2.30E-10,2.41E-07,
0.88454276,0.27234936,0.99850392,1.0630764,0.017347716,0.9980281,1.02E-05,2.59E-07,2.23E-10,-1.21E-07,
0.90636641,0.27234936,0.99867386,1.0557841,0.020858387,0.99826771,2.06E-05,3.61E-07,2.27E-10,6.43E-08,
0.92819005,0.27234936,0.99882591,1.0488708,0.024536718,0.99848509,1.13E-06,4.85E-07,2.37E-10,4.66E-07,
0.9500137,0.27234936,0.9989785,1.0422988,0.028375769,0.99870616,1.42E-05,6.08E-07,2.35E-10,1.97E-07,
0.97183734,0.27234936,0.99912846,1.0360934,0.032371532,0.9989022,3.97E-07,7.03E-07,2.19E-10,2.07E-07,
0.99366099,0.27234936,0.99925953,1.0301939,0.03648477,0.99909258,1.82E-05,7.54E-07,2.00E-10,-2.04E-07,
1.0154847,0.27234936,0.99938267,1.0246508,0.040721294,0.99925935,1.50E-06,7.37E-07,1.88E-10,-5.14E-08,
1.0373083,0.27234936,0.99949789,1.0194725,0.045087487,0.9994272,0,6.48E-07,1.82E-10,1.00E-07,
1.059132,0.27234936,0.99960876,1.0146546,0.049565624,0.9995783,4.43E-06,5.27E-07,1.83E-10,-4.98E-07,
1.0809556,0.27234936,0.99970889,1.0102274,0.054122221,0.9997173,5.31E-06,4.19E-07,1.99E-10,-4.47E-07,
-0.83952552,0.29289213,0.9987613,0.99446344,0.34111062,0.99843383,3.44E-07,2.36E-07,1.46E-13,5.09E-06,
-0.81770188,0.29289213,0.99872595,0.99535877,0.34365755,0.99838066,2.09E-06,6.76E-08,1.69E-13,3.02E-06,
-0.79587823,0.29289213,0.99868572,0.99633104,0.34619802,0.99833208,4.08E-06,6.26E-08,1.90E-13,-8.92E-07,
-0.77405453,0.29289213,0.99864125,0.99737793,0.34873036,0.99826878,8.24E-06,4.27E-07,2.11E-13,-3.75E-06,
-0.75223088,0.29289213,0.99858588,0.99851102,0.35153148,0.9981966,1.61E-06,3.49E-08,2.22E-13,6.00E-06,
-0.73040724,0.29289213,0.998541,0.99971962,0.35456219,0.99812555,6.76E-06,1.47E-07,2.24E-13,2.06E-06,
-0.70858359,0.29289213,0.99848515,1.0010475,0.35757956,0.99805099,0,4.45E-07,2.24E-13,4.20E-07,
-0.68675995,0.29289213,0.99843276,1.0024762,0.36058238,0.99797553,3.60E-06,1.96E-06,2.24E-13,2.09E-07,
-0.6649363,0.29289213,0.99837464,1.0040237,0.36392117,0.99789262,2.94E-06,2.61E-06,2.43E-13,-2.47E-06,
-0.64311266,0.29289213,0.99830002,1.0057186,0.36749595,0.99779117,2.18E-06,5.27E-07,2.70E-13,3.32E-06,
-0.62128901,0.29289213,0.99823159,1.0075545,0.37104267,0.99769032,1.49E-06,5.01E-07,2.88E-13,4.85E-06,
-0.59946537,0.29289213,0.99816102,1.0095482,0.37457561,0.99759632,8.38E-06,4.47E-07,2.98E-13,-3.87E-06,
-0.57764173,0.29289213,0.9980703,1.011746,0.37875959,0.99746704,6.30E-06,5.87E-07,2.76E-13,8.63E-07,
-0.55581808,0.29289213,0.99798071,1.0141476,0.38290122,0.99734926,1.23E-05,0,2.55E-13,-2.52E-07,
-0.53399444,0.29289213,0.99788177,1.016796,0.38699517,0.99720871,0,1.67E-07,2.40E-13,8.40E-06,
-0.51217079,0.29289213,0.9977805,1.0196825,0.39165863,0.99705344,5.97E-06,9.69E-07,2.72E-13,-1.92E-06,
-0.49034712,0.29289213,0.99767077,1.0228763,0.39641961,0.99689853,1.34E-05,1.69E-06,3.38E-13,-5.13E-06,
-0.46852347,0.29289213,0.99754643,1.0264049,0.40109542,0.99672884,9.75E-07,3.13E-06,4.36E-13,-3.45E-06,
-0.44669983,0.29289213,0.9974106,1.0303074,0.40644577,0.99653649,1.68E-05,1.21E-07,6.90E-13,-2.06E-06,
-0.42487618,0.29289213,0.99725491,1.0346428,0.41180539,0.99632686,3.35E-06,0,1.02E-12,6.40E-07,
-0.40305254,0.29289213,0.99710268,1.0394245,0.41714957,0.99610168,2.60E-05,2.99E-06,1.45E-12,-5.48E-06,
-0.38122886,0.29289213,0.99691415,1.0448064,0.42319316,0.99584484,1.03E-05,2.55E-06,2.21E-12,-6.63E-07,
-0.35940522,0.29289213,0.9967224,1.0507435,0.42900497,0.99557519,2.46E-05,4.00E-07,3.17E-12,-4.11E-06,
-0.33758157,0.29289213,0.99650723,1.0574096,0.43526441,0.99526578,1.39E-05,1.01E-06,5.57E-12,-2.09E-06,
-0.31575793,0.29289213,0.99626613,1.0648537,0.44158292,0.99493319,1.40E-05,1.22E-06,8.83E-12,5.23E-07,
-0.29393429,0.29289213,0.99600166,1.0731477,0.44785729,0.99456072,5.31E-06,1.30E-06,1.28E-11,3.72E-06,
-0.27211064,0.29289213,0.99571592,1.0824687,0.45445821,0.9941538,1.02E-05,3.39E-06,1.87E-11,-4.20E-06,
-0.250287,0.29289213,0.99540091,1.0928046,0.46056205,0.99371356,4.82E-06,2.11E-06,2.66E-11,-1.49E-06,
-0.22846334,0.29289213,0.99504203,1.1044753,0.46704757,0.99322075,1.16E-05,1.84E-06,3.60E-11,-2.13E-06,
-0.20663969,0.29289213,0.99466747,1.1173035,0.47256359,0.99268949,2.17E-05,2.44E-06,4.55E-11,-8.34E-06,
-0.18481605,0.29289213,0.99423742,1.1317779,0.4782604,0.99209821,6.49E-06,0,5.91E-11,7.74E-06,
-0.16299239,0.29289213,0.99379295,1.1475229,0.4825041,0.9914729,3.32E-06,5.38E-07,7.41E-11,5.83E-06,
-0.14116874,0.29289213,0.99329525,1.1650792,0.48634142,0.99078059,4.83E-06,2.40E-06,8.82E-11,-1.76E-06,
-0.11934509,0.29289213,0.99278474,1.1838973,0.48816377,0.99006331,1.30E-07,3.58E-08,9.89E-11,7.26E-06,
-0.097521447,0.29289213,0.9922232,1.2044852,0.48882046,0.9892844,4.85E-06,1.63E-06,1.09E-10,2.50E-06,
-0.075697795,0.29289213,0.99165887,1.2260128,0.48677501,0.98849732,0,3.63E-09,1.16E-10,1.16E-05,
-0.053874146,0.29289213,0.99106967,1.2488672,0.48268348,0.98767185,1.02E-06,0,1.25E-10,6.61E-06,
-0.032050498,0.29289213,0.99050617,1.271938,0.47530419,0.98688298,2.27E-05,8.74E-07,1.35E-10,-4.35E-06,
-0.01022685,0.29289213,0.98993725,1.2953429,0.4650881,0.98609275,1.13E-05,4.44E-08,1.50E-10,2.04E-06,
0.011596798,0.29289213,0.98941618,1.317973,0.45144224,0.9853645,5.37E-06,4.17E-07,1.78E-10,-1.77E-07,
0.033420447,0.29289213,0.98895752,1.3393102,0.43456805,0.9847123,1.20E-05,2.87E-06,2.15E-10,-5.52E-06,
0.055244096,0.29289213,0.98855335,1.35895,0.41478643,0.98415071,6.66E-06,1.05E-06,2.69E-10,-2.08E-06,
0.077067748,0.29289213,0.98824072,1.375857,0.39227745,0.98371863,1.78E-06,2.66E-07,3.23E-10,1.37E-06,
0.098891392,0.29289213,0.98801583,1.3897315,0.36767107,0.98340738,0,1.86E-08,3.70E-10,7.20E-06,
0.12071504,0.29289213,0.98788738,1.4005821,0.34162784,0.98322666,7.44E-06,8.09E-07,4.12E-10,-2.40E-06,
0.1425387,0.29289213,0.98785496,1.4079289,0.31472996,0.98317498,1.28E-05,1.55E-06,4.14E-10,-5.00E-06,
0.16436234,0.29289213,0.98791474,1.4118541,0.28763655,0.98325455,2.06E-05,1.50E-06,3.91E-10,-5.37E-06,
0.18618599,0.29289213,0.98805285,1.4125879,0.26092389,0.98345172,6.05E-07,7.80E-09,3.49E-10,1.94E-06,
0.20800963,0.29289213,0.98826534,1.4104103,0.23505127,0.98375869,0,0,2.97E-10,3.95E-06,
0.22983329,0.29289213,0.98853958,1.4056903,0.21036974,0.98412412,4.31E-06,3.18E-07,2.45E-10,2.63E-06,
0.25165692,0.29289213,0.98885989,1.3988032,0.18712683,0.98457468,5.42E-06,3.94E-07,1.99E-10,-1.27E-06,
0.27348059,0.29289213,0.98922044,1.3901194,0.1654733,0.98507279,8.58E-06,3.76E-07,1.77E-10,-2.11E-06,
0.29530424,0.29289213,0.98960292,1.3799757,0.14548355,0.98560262,3.22E-05,2.83E-08,1.69E-10,-2.60E-06,
0.31712788,0.29289213,0.98999757,1.3687131,0.12717174,0.98616546,0,6.40E-08,1.66E-10,2.18E-06,
0.33895153,0.29289213,0.99041939,1.3565276,0.11050986,0.9867425,2.04E-05,1.05E-07,1.52E-10,-1.09E-06,
0.36077517,0.29289213,0.99084574,1.3437089,0.095441841,0.98734426,1.34E-05,3.79E-08,1.44E-10,-3.49E-07,
0.38259882,0.29289213,0.9912653,1.3304292,0.081891097,0.9879269,6.26E-06,9.54E-08,1.37E-10,6.91E-07,
